"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.67,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,8.00,26.00,3.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,28.73,87.41,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,51.04,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.68,1.66,18.00,0.00,1.24,73.01,87.29,10.04,8.63,0.00,114.36,40.00,0.00,2.00,0.00
2.00,0.00,23.56,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,3.37,16.43,4.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,23.86,70.74,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,59.10,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.89,0.51,18.00,0.00,1.24,73.01,87.29,5.74,4.20,0.00,108.47,65.13,0.00,2.00,0.00
3.00,0.00,23.62,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,3.33,14.20,4.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,23.26,68.89,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,54.28,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.64,0.40,18.00,0.00,1.24,71.02,85.73,5.22,3.97,0.00,105.39,59.24,0.00,2.00,0.00
4.00,0.00,23.71,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,3.15,14.32,3.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,22.30,66.74,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,53.11,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.50,0.46,18.00,0.00,1.24,68.42,84.18,5.03,3.84,0.00,102.39,52.59,0.00,2.00,0.00
5.00,0.00,23.80,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,2.95,14.76,3.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.53,64.78,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,52.40,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.42,0.55,18.00,0.00,1.24,65.74,82.40,4.82,3.69,0.00,99.97,46.87,0.00,2.00,0.00
6.00,0.00,23.77,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,2.69,16.15,3.60,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.35,63.42,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,53.09,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.51,0.72,18.00,0.00,1.24,62.78,79.89,4.55,3.45,0.00,99.32,43.89,0.00,2.00,0.00
7.00,0.00,23.67,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,2.43,17.12,3.60,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.21,62.16,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,53.69,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.58,0.86,18.00,0.00,1.24,60.13,77.66,4.30,3.23,0.00,98.89,42.04,0.00,2.00,0.00
8.00,0.00,24.01,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,2.16,16.83,3.60,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.18,61.21,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,54.06,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.58,0.93,18.00,0.00,1.24,58.40,76.22,4.10,3.08,0.00,99.14,43.58,0.00,2.00,0.00
9.00,0.00,23.80,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,1.95,15.91,3.50,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.26,60.62,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,54.63,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.55,0.98,18.00,0.00,1.24,57.20,75.15,3.92,2.95,0.00,99.61,44.58,0.00,2.00,0.00
10.00,0.00,23.98,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,1.89,13.08,3.50,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.69,61.13,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,55.81,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.46,0.97,18.00,0.00,1.23,57.58,75.13,3.80,2.91,0.00,100.74,43.97,0.00,2.00,0.00
11.00,0.00,23.93,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,1.84,10.66,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,22.06,61.47,3.25,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,56.86,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.38,0.98,18.00,0.00,1.23,57.77,75.03,3.68,2.88,0.00,101.60,43.07,0.00,2.00,0.00
12.00,0.00,23.96,0.00,13.80,4.20,7.30,12.29,19.22,1.80,0.70,3.50,0.00,0.33,0.01,17.56,0.00,8.40,1.84,9.46,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.01,22.24,61.31,3.25,0.00,19.51,19.32,0.23,18.15,0.11,0.60,19.51,19.51,19.51,2.40,57.48,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.33,1.07,18.00,0.00,1.23,57.38,74.66,3.56,2.91,0.29,101.70,41.29,0.00,2.00,0.00
13.00,0.12,23.70,0.02,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,1.37,0.61,17.56,0.00,8.40,1.81,8.61,3.70,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,1.54,22.33,60.76,3.25,0.00,19.51,19.32,7.05,18.15,1.62,0.60,19.51,19.51,19.51,2.40,58.31,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.30,1.17,18.00,0.02,1.23,57.12,74.09,3.45,2.97,4.72,101.19,39.60,0.00,2.00,1.27
14.00,1.67,23.80,0.61,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,2.50,3.92,17.56,0.00,8.40,1.69,8.79,4.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,7.28,22.18,59.01,3.25,0.00,19.51,19.32,28.15,18.15,9.04,0.60,19.51,19.51,19.51,2.40,59.76,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.34,1.33,18.00,0.05,1.23,57.30,72.90,3.38,3.12,19.48,98.87,38.11,0.00,2.00,10.67
15.00,4.03,23.92,1.43,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,5.62,8.78,17.56,0.00,8.40,1.54,9.40,5.30,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,11.57,22.00,57.67,3.25,0.00,19.51,19.32,71.09,18.15,22.34,0.60,19.51,19.51,19.51,2.40,60.02,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.39,1.46,18.00,0.06,1.23,57.11,71.65,3.30,3.24,51.40,96.74,35.81,0.00,2.00,29.27
16.00,6.03,23.83,3.59,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,8.18,11.44,17.56,0.00,8.40,1.33,11.31,6.90,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,13.51,21.75,57.57,3.25,0.00,19.51,19.32,114.16,18.15,33.75,0.60,19.51,19.51,19.51,2.40,56.73,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.48,1.48,18.00,0.09,1.23,55.83,70.24,3.16,3.29,87.41,95.18,31.05,0.00,2.00,45.71
17.00,8.26,23.94,6.10,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,10.48,14.21,17.56,0.00,8.40,1.15,12.82,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.43,21.53,58.11,3.25,0.00,19.51,19.32,130.14,18.15,36.44,0.60,19.51,19.51,19.51,2.40,53.69,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.56,1.48,18.00,0.41,1.23,55.24,69.23,3.18,3.47,98.76,93.81,26.87,0.10,2.00,59.02
18.00,11.00,23.88,8.58,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,13.47,15.59,17.56,0.00,8.40,1.10,13.09,4.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.79,21.39,60.56,3.25,0.00,19.51,19.32,134.41,18.15,37.12,0.60,19.51,19.51,19.51,2.40,51.41,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.64,1.43,18.00,0.56,1.23,56.67,69.39,3.72,4.04,102.10,92.99,24.41,0.20,2.00,67.20
19.00,13.66,24.08,11.32,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,15.83,16.31,17.56,0.00,8.40,1.02,14.27,7.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.10,21.51,63.20,3.25,0.00,19.51,19.32,136.92,18.15,37.42,0.60,19.51,19.51,19.51,2.40,48.42,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.74,1.44,18.00,0.69,1.23,58.55,69.92,4.47,4.69,103.95,93.08,22.11,0.20,2.00,71.16
20.00,15.54,23.66,14.22,13.80,3.00,7.30,12.29,19.22,1.80,0.70,3.50,0.00,17.24,16.65,17.56,0.00,8.40,0.86,18.14,8.00,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.23,22.44,66.44,3.25,0.00,19.51,19.32,138.51,18.15,37.53,0.60,19.51,19.51,19.51,2.40,43.30,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,0.90,1.60,18.00,0.77,1.23,61.72,71.56,5.87,5.53,105.07,95.90,20.29,0.30,2.00,73.20
