"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,12.92,18.13,13.09,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,18.49,17.53,3.10,0.00,7.60,26.83,71.62,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,13.92,0.00,0.00,2.45,26.20,3.80,12.00,136.77,16.99,34.14,0.60,9.00,10.00,10.00,1.20,70.89,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.87,16.43,18.90,0.00,0.00,1.01,0.70,90.90,99.97,8.26,6.62,100.24,101.73,89.30,0.20,1.04,75.19,250.00,0.00,0.00,7.40
2.00,12.15,17.83,10.70,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,17.97,17.27,3.10,0.00,7.60,27.53,67.28,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,13.65,0.00,0.00,2.45,26.50,3.80,12.00,134.14,16.99,33.32,0.60,9.00,10.00,10.00,1.20,79.06,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.61,16.15,18.90,0.00,0.00,0.94,0.70,91.25,101.43,8.10,6.72,97.65,102.50,95.10,0.10,1.08,72.24,250.00,0.00,0.00,7.40
3.00,11.41,17.66,7.75,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,16.62,16.62,3.10,0.00,7.60,28.19,61.71,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,12.84,0.00,0.00,2.45,26.50,3.80,12.00,125.82,16.99,30.64,0.60,9.00,10.00,10.00,1.20,85.89,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.36,16.09,18.90,0.00,0.00,0.79,0.70,91.73,102.99,7.90,6.82,92.27,103.25,98.80,0.10,1.12,65.14,235.73,0.00,0.00,7.40
4.00,10.60,18.15,4.79,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,10.71,14.92,3.10,0.00,7.60,28.21,57.89,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,10.34,0.00,0.00,2.45,26.40,3.80,12.00,95.38,16.99,21.45,0.60,9.00,10.00,10.00,1.20,86.34,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.11,16.10,18.90,0.00,0.00,0.57,0.70,91.29,104.33,7.70,6.78,80.32,104.48,99.39,0.10,1.16,45.83,221.57,0.00,0.00,7.40
5.00,9.36,18.14,2.13,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.98,10.99,3.10,0.00,7.60,28.02,54.65,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,2.84,0.00,0.00,2.45,26.20,3.80,12.00,49.21,16.99,9.51,0.60,9.00,10.00,10.00,1.20,84.75,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.11,16.15,18.90,0.00,0.00,0.49,0.70,90.54,105.60,7.51,6.70,44.28,105.88,99.11,0.10,1.20,21.76,175.52,0.00,0.00,7.40
6.00,6.98,18.10,0.23,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.01,4.26,3.10,0.00,7.60,27.49,53.12,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,0.14,0.00,0.00,2.45,26.30,3.80,12.00,13.23,16.99,1.49,0.60,9.00,10.00,10.00,1.20,81.18,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,14.19,16.22,18.90,0.00,0.00,0.34,0.70,89.83,106.71,7.23,6.22,12.36,106.69,89.81,0.10,1.20,6.11,99.30,0.00,0.00,7.40
7.00,0.68,17.68,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.47,3.10,0.00,7.60,26.83,52.16,0.00,5.00,4.80,4.40,18.45,10.00,3.50,5.00,1.40,0.00,0.00,0.00,2.45,26.30,3.80,12.00,0.91,16.99,0.02,0.60,9.00,10.00,10.00,1.20,76.88,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,13.87,16.00,18.90,0.00,0.00,0.12,0.70,89.12,107.76,6.91,5.61,0.79,107.30,77.37,0.00,1.20,0.35,43.16,0.00,0.00,7.40
8.00,0.00,17.78,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,25.90,50.14,2.10,5.00,15.53,4.40,18.45,10.00,3.50,5.00,1.40,0.00,0.00,0.00,2.45,26.60,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,72.13,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,13.43,15.70,18.90,0.00,0.00,0.06,0.70,90.26,108.54,6.74,5.13,0.00,107.49,67.20,0.00,1.28,0.00,10.67,0.00,0.00,7.40
9.00,0.00,17.90,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,24.88,47.76,6.80,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,26.90,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,67.19,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.87,15.55,18.90,0.00,0.00,0.00,0.70,87.02,104.23,6.61,4.70,0.00,107.53,57.74,0.00,1.32,0.00,0.00,0.00,0.00,7.40
10.00,0.00,17.91,0.00,14.00,4.20,7.50,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.60,23.37,44.62,8.00,5.00,15.53,4.40,18.45,10.00,3.50,5.00,2.80,0.00,0.00,0.00,2.45,27.10,3.80,12.00,0.00,16.99,0.00,0.60,9.00,10.00,10.00,1.20,60.57,6.50,11.00,16.00,3.00,10.80,7.80,4.90,1.20,12.27,15.46,18.90,0.00,0.00,0.00,0.70,80.36,97.77,6.22,4.45,0.00,105.45,50.49,0.00,1.36,0.00,0.00,0.00,0.00,7.40
