"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,25.656,0.000,0.794,54.680,19.471,28.959,23.807,60.623,70.318,15.152,0.906,10.238,51.979,15.287,3.680,0.000,0.000,10.382,0.000,72.701,72.618,6.658,0.000,0.000,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.741,20.001
2.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,14.921,0.000,0.794,54.680,19.471,28.959,23.807,60.623,70.318,15.152,0.906,8.000,51.979,12.698,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,1.997,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
3.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,13.106,0.000,0.794,54.680,19.471,28.959,23.807,60.623,70.318,0.000,0.906,8.000,51.979,9.478,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,1.997,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
4.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,7.217,0.000,0.794,54.680,19.471,28.959,23.807,60.623,70.318,0.000,0.906,8.000,51.979,3.105,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,1.997,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
5.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,3.691,0.000,0.794,54.680,19.471,26.021,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,1.997,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
6.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,2.738,0.000,0.794,54.680,19.471,22.249,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,1.997,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
7.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,25.211,10.703,2.256,0.000,8.000,2.738,0.000,0.794,54.680,19.471,16.740,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,0.000,1.997,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
8.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,24.921,10.703,2.256,0.000,8.000,2.738,0.000,0.794,54.680,19.471,16.444,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,0.000,1.997,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
9.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,3.782,0.000,0.794,54.680,19.471,22.920,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,0.000,1.997,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
10.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,0.000,8.000,6.406,0.000,0.794,54.680,19.471,28.774,23.807,60.623,70.318,0.000,0.906,8.000,51.979,2.166,3.680,0.000,0.000,10.382,0.000,72.701,72.618,0.000,0.000,0.000,1.997,77.445,82.900,77.473,0.000,45.024,43.317,7.762,7.752,21.691,0.000,0.000,0.000,16.804,16.834,19.611,20.001
