"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,7.729,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.373,0.000,2.459
2.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,7.729,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
3.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
4.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
5.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
6.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
7.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,0.000,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
8.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,42.400,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
9.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
10.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
11.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
12.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.531,0.000,3.014
13.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,4.146,0.000,0.000,1.531,0.000,3.014
14.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
15.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
16.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,3.565,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
17.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
18.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
19.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,0.000,0.000,10.063,0.000,0.000,1.531,0.000,3.014
20.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,26.366,0.000,10.063,0.000,0.000,1.531,0.000,3.014
21.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,27.582,0.000,10.063,0.000,0.000,1.531,0.000,3.014
22.000,0.000,0.000,0.000,6.377,0.000,0.000,0.000,0.000,0.000,0.000,8.917,9.029,0.000,0.000,0.000,70.953,10.981,0.000,0.000,27.582,0.000,10.063,0.000,0.000,1.531,0.000,3.014
