"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
2.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
3.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
4.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
5.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
6.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
7.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
8.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
9.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
10.00,8.00,6.00,8.00,30.00,35.00,1.00,0.37,10.00,6.11,0.00,5.00,2.40,15.00,1.40,1.50,3.00,5.00,16.00,6.00,6.00,25.64,12.00,0.10,0.00,20.00,16.00,6.39,0.80,4.50,2.88,3.70,140.00,140.00,20.00,20.00,20.00,20.00,64.50,70.65,64.50,1.06,65.00,45.00,20.00,20.00,4.69,10.00,10.00,10.00,20.00,20.00,20.00,20.00
