"ETAPA \ GENERADOR","YAUPI","MALPASO","CAHUA","CHEVES G1","CHEVES G2","CANON DEL PATO","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","MATUCANA G1","MATUCANA G2","PLATANAL G1","PLATANAL G2","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CHIMAY G2","CHAGLLA G1","CHAGLLA G2"
18.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
19.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
20.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
21.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
22.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
23.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
24.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
25.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
26.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
27.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
28.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
29.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
30.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
31.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
32.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
33.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
34.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
35.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
36.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
37.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
38.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
39.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
40.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
41.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
42.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
43.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
44.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
45.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
46.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
47.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
48.00,105.00,33.75,48.00,85.00,85.00,251.70,30.50,30.00,30.50,69.00,68.00,69.00,69.00,67.00,68.50,110.50,110.50,180.00,193.00,180.00,75.00,233.00,233.00
