"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,12.80,23.67,8.70,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.90,13.86,18.05,0.00,9.40,9.00,55.63,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,9.64,20.60,42.85,3.50,0.00,19.51,19.32,104.66,18.15,22.39,0.60,19.51,19.51,19.51,2.40,65.82,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,13.10,15.50,18.00,0.70,1.00,37.00,45.68,4.00,4.70,69.73,56.10,68.21,0.20,2.00,77.99
2.00,10.10,23.40,6.20,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.63,13.56,18.05,0.00,9.40,8.20,54.89,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,10.40,21.00,45.45,3.50,0.00,19.51,19.32,118.82,18.15,22.75,0.60,19.51,19.51,19.51,2.40,75.93,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,12.30,14.90,18.00,0.66,1.00,41.00,50.69,4.50,5.40,73.09,59.01,77.88,0.10,2.00,76.14
3.00,7.00,23.52,3.90,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,17.85,12.96,18.05,0.00,9.40,8.20,55.13,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,9.83,21.90,49.39,3.50,0.00,19.51,19.32,118.24,18.15,21.67,0.60,19.51,19.51,19.51,2.40,84.24,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,11.10,13.60,18.00,0.55,1.00,46.00,56.28,5.20,6.00,77.36,67.37,86.11,0.10,2.00,71.57
4.00,3.90,23.45,2.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,16.55,11.66,18.05,0.00,9.40,8.00,54.46,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,8.24,22.60,51.67,3.50,0.00,19.51,19.32,100.19,18.15,21.81,0.60,19.51,19.51,19.51,2.40,95.79,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,10.00,12.40,18.00,0.40,1.00,49.00,60.96,5.70,6.50,65.70,75.38,93.21,0.10,2.00,58.81
5.00,1.70,23.40,0.60,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,13.25,13.40,18.05,0.00,9.40,7.30,51.06,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,6.94,22.50,57.36,3.50,0.00,19.51,19.32,49.36,18.15,10.26,0.60,19.51,19.51,19.51,2.40,97.34,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.90,11.50,18.00,0.34,1.00,51.00,63.71,5.60,6.20,39.15,81.88,102.67,0.10,2.00,33.20
6.00,0.20,23.39,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,5.91,6.05,18.05,0.00,9.40,6.60,48.28,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,2.52,22.50,58.28,3.50,0.00,19.51,19.32,10.22,18.15,3.55,0.60,19.51,19.51,19.51,2.40,104.07,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,7.80,10.50,18.00,0.24,1.00,53.00,67.68,5.40,5.80,12.66,82.45,106.29,0.10,2.00,13.79
7.00,0.00,23.48,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,1.00,0.94,18.05,0.00,9.40,6.10,47.34,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.11,22.40,63.47,3.50,0.00,19.51,19.32,1.50,18.15,0.29,0.60,19.51,19.51,19.51,2.40,104.89,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,6.50,9.10,18.00,0.08,1.00,53.00,70.59,4.90,5.00,2.28,86.91,104.80,0.00,2.00,4.12
8.00,0.00,23.56,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,0.11,0.00,18.05,0.00,9.40,5.60,46.17,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,22.20,62.96,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,110.54,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,5.40,7.80,18.00,0.04,1.00,53.00,72.86,4.30,4.20,0.00,91.40,107.37,0.00,2.00,0.92
9.00,0.00,23.38,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,0.00,0.00,18.05,0.00,9.40,5.10,44.33,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,21.90,60.69,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,110.87,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,4.70,6.70,18.00,0.00,1.00,52.00,73.81,3.90,3.70,0.00,95.57,102.78,0.00,2.00,0.00
10.00,0.00,23.40,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,0.00,0.00,18.05,0.00,9.40,4.70,41.96,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,21.40,58.15,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,109.30,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,4.10,5.80,18.00,0.00,1.00,50.00,69.51,3.50,3.30,0.00,99.42,94.36,0.00,2.00,0.00
