"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,14.63,23.38,13.30,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,13.10,16.90,17.49,0.00,9.00,3.54,8.30,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,16.00,2.40,11.00,3.40,27.00,19.44,18.17,103.70,17.88,21.70,0.00,19.44,19.44,19.44,1.20,5.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.16,0.75,18.90,0.76,1.00,1.10,3.80,0.38,0.96,77.20,10.80,5.00,0.30,2.00,53.20,181.90,0.00,127.60,22.00,0.28,43.35
2.00,15.88,23.83,13.92,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,12.60,17.10,17.49,0.00,9.00,3.80,10.50,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,15.50,2.76,13.40,3.40,27.00,19.44,18.17,96.90,17.88,20.40,0.00,19.44,19.44,19.44,1.20,8.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.41,0.99,18.90,0.78,1.00,1.40,3.60,0.53,1.37,75.70,10.10,8.00,0.30,2.00,54.90,184.90,0.00,115.10,22.00,0.30,41.50
3.00,16.69,23.85,14.06,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,11.50,17.10,17.49,0.00,9.00,4.67,10.70,8.10,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,15.00,3.17,14.70,3.40,27.00,19.44,18.17,86.90,17.88,18.20,0.00,19.44,19.44,19.44,1.20,12.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,1.73,1.43,18.90,0.77,1.00,1.70,3.10,0.54,1.19,73.10,11.60,12.00,0.40,2.00,56.50,195.40,0.00,119.30,22.00,0.32,39.64
4.00,17.00,23.83,14.14,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,10.80,16.80,17.49,0.00,9.00,5.74,11.20,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,14.70,3.63,15.70,3.40,27.00,19.44,18.17,84.90,17.88,16.10,0.00,19.44,19.44,19.44,1.20,15.00,12.83,19.44,8.20,9.00,0.00,0.00,1.20,2.07,1.93,18.90,0.78,1.00,2.30,3.20,0.51,0.81,71.20,12.00,15.00,0.40,2.00,61.30,204.00,0.00,139.00,22.00,0.32,28.23
5.00,16.81,23.88,13.77,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,9.80,16.50,17.49,0.00,9.00,6.58,12.30,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,14.00,3.78,16.40,3.40,27.00,19.44,18.17,84.40,17.88,13.50,0.60,19.44,19.44,19.44,1.20,18.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,3.16,2.91,18.90,0.77,1.00,3.80,4.90,0.60,0.91,68.30,9.30,18.00,0.40,2.00,63.90,207.60,0.00,147.60,22.00,0.33,16.83
6.00,16.20,23.71,12.77,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,9.40,15.80,17.49,0.00,9.00,7.35,13.50,8.00,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,12.70,3.64,17.10,3.40,27.00,19.44,18.17,75.70,17.88,10.90,0.60,19.44,19.44,19.44,1.20,20.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,4.50,4.04,18.90,0.77,1.00,5.10,6.20,0.74,1.18,62.80,7.50,20.00,0.40,2.00,61.40,193.60,0.00,128.70,22.00,0.31,17.07
7.00,15.23,23.75,11.37,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,9.50,15.10,17.49,0.00,9.00,8.04,14.60,7.50,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,11.70,3.51,17.90,3.40,27.00,19.44,18.17,68.10,17.88,8.40,0.60,19.44,19.44,19.44,1.20,24.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,5.48,4.94,18.90,0.77,1.00,5.30,6.40,0.82,1.28,56.00,8.60,24.00,0.30,2.00,50.10,161.10,0.00,107.50,22.00,0.30,17.30
8.00,13.95,23.81,9.81,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,8.60,14.20,17.49,0.00,9.00,8.71,15.70,7.50,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,10.80,3.40,18.60,3.40,27.00,19.44,18.17,59.90,17.88,7.10,0.60,19.44,19.44,19.44,1.20,30.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,6.33,5.77,18.90,0.65,1.00,5.70,6.90,0.89,1.32,48.60,9.70,30.00,0.20,2.00,39.90,155.90,0.00,94.50,22.00,0.27,14.17
9.00,12.11,23.79,8.05,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,8.10,13.30,17.49,0.00,9.00,9.58,16.30,7.50,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,10.00,3.40,19.50,3.40,27.00,19.44,18.17,52.90,17.88,5.80,0.60,19.44,19.44,19.44,1.20,34.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,7.06,6.51,18.90,0.63,1.00,6.80,8.40,0.82,1.27,42.40,11.30,34.00,0.20,2.00,35.70,140.90,0.00,85.50,22.00,0.25,11.05
10.00,10.04,23.74,6.12,0.00,2.90,0.00,12.24,19.14,3.55,0.40,3.40,5.00,8.40,12.30,17.49,0.00,9.00,10.53,16.80,7.50,10.88,15.45,5.00,20.00,19.24,19.44,19.44,1.40,9.30,3.52,19.30,3.40,27.00,19.44,18.17,40.10,17.88,4.40,0.60,19.44,19.44,19.44,1.20,37.00,12.83,19.44,8.20,9.00,0.00,17.49,1.20,7.73,7.22,18.90,0.59,1.00,7.50,9.40,0.70,1.19,33.20,12.20,37.00,0.10,2.00,33.90,110.70,0.00,69.90,22.00,0.21,8.73
