"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,18.92,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,13.72,29.24,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,23.00,61.60,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,50.70,12.82,19.42,7.00,10.00,8.64,14.56,2.40,6.60,11.21,18.00,0.00,0.00,0.00,1.00,73.10,87.10,1.39,1.69,0.00,81.26,42.90,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,18.92,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,13.72,29.24,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,22.60,59.90,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,54.20,12.82,19.42,7.00,10.00,8.64,14.56,2.40,6.60,11.21,18.00,0.00,0.00,0.00,1.00,70.10,86.00,1.39,1.69,0.00,76.27,50.00,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,20.01,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,14.62,29.55,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,22.10,58.90,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,61.20,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.58,11.25,18.00,0.00,0.00,0.00,1.00,65.70,85.40,1.27,1.55,0.00,72.88,56.60,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,19.69,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,14.08,29.31,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,21.80,58.10,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,65.70,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.70,11.33,18.00,0.00,0.00,0.00,1.00,61.60,84.50,1.30,1.59,0.00,69.49,59.90,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,19.84,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,13.71,29.02,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,21.90,57.60,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,63.00,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.78,11.40,18.00,0.00,0.00,0.00,1.00,57.50,82.20,1.31,1.60,0.00,68.14,53.50,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,20.30,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,13.83,28.63,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,22.00,57.00,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,60.00,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.75,11.47,18.00,0.00,0.00,0.00,1.00,53.80,79.90,1.25,1.52,0.00,66.78,47.80,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,20.43,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,14.13,28.32,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,22.20,56.20,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,55.70,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.70,11.47,18.00,0.00,0.00,0.00,1.00,50.30,77.20,1.18,1.44,0.00,65.50,43.80,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,20.28,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,14.96,28.25,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,22.00,55.10,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,51.30,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.60,11.30,18.00,0.00,0.00,0.00,1.00,46.90,74.40,1.05,1.38,0.00,64.21,40.20,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,20.17,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,15.55,28.15,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,20.90,52.90,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,46.40,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.60,11.17,18.00,0.00,0.00,0.00,1.00,43.30,71.20,0.93,1.31,0.00,62.39,37.70,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,19.93,0.00,14.00,0.00,7.60,6.40,7.30,2.60,0.40,3.50,20.00,0.00,0.00,17.48,0.00,6.80,15.43,27.95,8.00,4.00,3.40,5.00,18.45,18.25,10.00,13.59,1.45,0.00,20.00,50.70,3.30,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,42.10,12.82,19.42,7.00,10.80,8.64,14.56,2.40,6.88,11.18,18.00,0.00,0.00,0.00,1.00,40.20,67.90,0.86,1.16,0.00,60.57,35.10,0.00,2.00,0.00,0.00,11.00,0.00
