"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,88.22,5.13,2.82,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,64.73,64.33,62.94,44.42,184.17,197.14,184.23,0.00,74.91,76.30,50.55,40.27,61.05,30.67,30.56,30.55,35.78,35.79,110.26,110.21,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,83.90,5.13,2.82,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,47.14,62.92,63.67,47.05,184.17,197.14,184.23,0.00,74.91,76.30,50.56,40.27,61.05,30.67,30.56,30.55,35.64,35.65,88.87,88.83,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,63.13,44.91,63.49,31.00,184.17,197.14,184.23,0.00,74.91,76.30,50.55,40.27,61.05,30.67,30.56,30.55,35.64,35.65,61.28,61.27,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,0.00,51.16,63.82,63.28,177.08,189.98,177.14,0.00,74.91,76.30,50.55,40.28,61.05,30.67,30.56,30.55,35.64,35.65,55.80,55.79,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.21,5.13,2.82,163.91,112.36,132.71,36.25,34.30,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.46,3.45,19.77,0.00,0.00,62.73,62.34,0.00,31.32,168.87,181.51,168.93,0.00,74.91,76.30,50.70,40.13,61.05,30.67,30.56,30.55,35.64,35.65,55.80,55.79,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,80.51,5.13,2.82,163.91,112.36,132.71,36.25,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,78.16,3.45,18.08,0.00,0.00,35.13,35.08,35.18,35.11,161.94,174.16,162.00,0.00,74.91,76.30,44.74,44.70,61.05,30.67,30.56,30.55,35.50,35.50,22.25,22.25,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,80.57,5.13,2.82,163.91,112.36,132.71,36.25,34.29,171.71,14.58,1.97,6.88,87.69,6.39,9.98,81.70,3.45,18.90,0.00,0.00,61.31,0.00,61.66,23.65,164.33,176.71,164.39,0.00,74.91,76.30,51.12,41.09,61.05,30.67,30.56,30.55,35.78,35.79,71.99,71.97,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,82.51,5.13,2.82,163.91,112.36,132.71,36.25,34.29,171.71,14.58,1.97,6.88,87.69,6.39,9.98,74.87,3.45,17.32,0.00,0.00,66.78,0.00,67.15,0.00,161.87,174.09,161.93,0.00,74.91,76.30,49.86,38.21,61.05,30.67,30.56,30.55,35.49,35.50,60.06,60.05,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,83.75,5.13,2.82,163.91,112.36,132.71,36.25,27.56,171.71,14.58,1.97,6.88,87.69,6.39,9.98,77.66,3.45,17.96,0.00,0.00,53.58,0.00,53.81,0.00,165.26,177.71,165.33,0.00,74.91,75.00,51.27,42.32,61.05,30.67,30.56,30.55,35.78,35.79,67.25,67.24,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,26.42,14.92,81.71,5.13,2.82,163.91,112.36,132.71,36.25,34.29,171.71,14.58,1.97,6.88,87.69,6.39,9.98,73.46,3.45,16.99,0.00,0.00,46.40,46.27,46.51,0.00,160.70,172.82,160.76,0.00,74.91,76.30,50.70,40.13,61.05,30.67,30.56,30.55,35.64,35.65,57.44,57.43,203.20,19.42,20.25
