"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,88.20,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,4.64,3.45,0.00,144.33,144.33,64.25,21.88,63.79,21.88,69.11,75.43,69.11,0.00,74.91,53.40,46.05,44.77,55.90,30.67,30.56,30.55,44.46,44.48,0.00,0.00,193.88,19.40,0.00
2.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,80.16,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,43.85,3.45,10.14,144.33,144.33,21.75,21.75,44.91,44.68,66.50,72.84,66.50,0.00,67.79,45.79,36.56,34.15,55.90,30.67,30.56,30.55,44.31,44.33,0.00,0.00,191.62,19.40,0.00
3.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,79.83,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,48.83,3.45,11.30,144.33,144.33,22.00,44.53,44.85,22.00,0.00,81.88,75.66,0.00,73.24,51.72,36.41,34.05,55.90,30.67,30.56,30.55,44.32,44.34,0.00,0.00,191.15,19.40,0.00
4.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,81.72,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,4.64,3.45,0.00,144.33,144.33,44.26,21.74,44.41,21.75,0.00,97.51,91.53,0.00,71.32,63.46,37.02,34.47,55.90,30.67,30.56,30.55,44.31,44.33,0.00,0.00,192.30,19.40,0.00
5.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,79.56,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,52.27,3.45,12.09,144.33,144.33,67.23,0.00,0.00,67.05,0.00,92.09,86.07,0.00,71.18,60.73,29.23,40.48,55.90,30.67,30.56,30.55,44.32,44.34,0.00,0.00,191.27,19.40,0.00
6.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,83.32,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,71.09,3.45,16.44,195.14,0.00,66.81,0.00,0.00,66.63,83.20,89.27,83.20,0.00,74.91,0.00,35.21,35.20,55.90,30.67,30.56,30.55,44.32,44.34,0.00,0.00,192.76,19.40,0.00
7.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,80.82,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,55.26,3.45,12.78,186.88,0.00,23.30,67.10,0.00,23.30,103.25,0.00,103.26,0.00,0.00,76.30,43.10,44.01,55.90,30.67,30.56,30.55,44.17,44.19,0.00,0.00,192.44,19.40,0.00
8.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,85.92,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,0.00,3.45,0.00,194.81,0.00,21.72,23.91,23.91,21.72,123.63,0.00,123.66,0.00,74.91,53.40,47.05,40.59,55.90,30.67,30.56,30.55,44.32,44.34,0.00,0.00,195.24,19.40,0.00
9.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,95.41,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,0.00,3.45,0.00,209.69,0.00,22.02,48.97,22.02,49.11,180.45,0.00,180.52,0.00,0.00,0.00,40.18,36.53,55.90,30.67,30.56,30.55,44.33,44.35,0.00,0.00,198.21,19.40,0.00
10.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.44,4.01,22.63,14.92,97.75,5.13,2.82,133.33,112.36,103.32,44.06,35.37,186.24,13.33,1.97,6.88,72.86,6.39,9.98,85.48,3.45,19.77,0.00,0.00,22.01,45.62,22.01,45.73,184.15,0.00,184.22,0.00,74.91,53.40,38.28,35.31,55.90,30.67,30.56,30.55,44.47,44.49,0.00,0.00,199.52,19.40,0.00
