"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,22.57,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,17.00,45.00,3.90,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,25.84,78.21,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,69.48,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.00,0.18,18.00,0.98,1.65,0.00,0.00,82.42,74.27,6.07,4.79,0.00,92.36,81.61,0.00,2.00,0.00
2.00,0.00,22.69,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,20.70,27.80,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,21.78,63.20,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,67.42,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.33,0.33,18.00,0.98,1.65,0.00,0.00,45.34,59.00,5.90,3.27,0.00,91.44,79.19,0.00,2.00,0.00
3.00,0.00,22.67,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,20.94,26.89,4.10,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,21.18,61.07,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,65.21,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.32,0.34,18.00,0.98,1.65,0.00,0.00,44.20,57.84,5.65,3.06,0.00,89.96,73.41,0.00,2.00,0.00
4.00,0.00,22.89,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,21.30,25.94,4.10,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,20.63,58.99,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,63.42,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.34,0.36,18.00,0.98,1.65,0.00,0.00,43.38,56.97,5.45,2.96,0.00,88.93,68.16,0.00,2.00,0.00
5.00,0.00,23.07,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,21.70,25.91,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,20.53,58.65,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,62.40,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.33,0.35,18.00,0.98,1.65,0.00,0.00,43.03,55.78,5.25,2.81,0.00,87.66,69.53,0.00,2.00,0.00
6.00,0.00,23.12,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,22.12,26.18,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,20.58,58.89,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,61.65,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.30,0.32,18.00,0.98,1.65,0.00,0.00,42.85,54.48,5.05,2.64,0.00,86.32,73.10,0.00,2.00,0.00
7.00,0.00,23.40,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,22.51,26.51,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,20.91,60.27,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,62.90,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.32,0.31,18.00,0.98,1.65,0.00,0.00,43.52,54.59,5.11,2.68,0.00,85.81,82.02,0.00,2.00,0.00
8.00,0.00,23.88,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,22.90,26.86,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,21.33,62.03,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,64.82,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.35,0.30,18.00,0.98,1.65,0.00,0.00,44.47,55.16,5.26,2.80,0.00,85.59,92.74,0.00,2.00,0.00
9.00,0.00,23.78,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,23.01,27.40,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,21.69,63.26,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,68.75,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.35,0.39,18.00,0.98,1.65,0.00,0.00,47.14,57.65,5.39,3.04,0.00,87.27,95.92,0.00,2.00,0.00
10.00,0.00,23.87,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.00,0.00,17.56,11.12,5.00,23.05,28.00,3.90,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.00,22.04,64.30,3.67,0.00,19.51,18.54,0.00,18.24,0.00,0.60,19.51,19.51,10.00,2.40,73.34,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.35,0.51,18.00,0.98,1.65,0.00,0.00,50.39,60.78,5.52,3.32,0.00,89.60,96.59,0.00,2.00,0.00
11.00,0.00,23.96,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,0.54,0.06,17.56,11.12,5.00,23.12,28.05,4.00,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,0.10,22.41,65.95,3.67,0.00,19.51,18.54,3.47,18.24,1.07,0.60,19.51,19.51,10.00,2.40,77.18,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.37,0.69,18.00,0.98,1.65,0.00,0.00,53.05,63.12,5.90,3.96,1.91,91.30,99.40,0.00,2.00,0.78
12.00,0.00,23.85,0.00,14.00,4.20,6.70,9.05,12.10,3.60,0.00,3.50,15.00,2.02,1.08,17.56,11.12,5.00,23.22,27.92,4.10,3.50,14.63,4.20,19.32,19.32,19.51,18.73,2.80,2.06,22.78,67.80,3.67,0.00,19.51,18.54,31.74,18.24,5.54,0.60,19.51,19.51,10.00,2.40,80.75,9.00,17.56,19.51,5.00,10.80,7.45,17.56,2.40,0.41,0.88,18.00,0.98,1.65,0.00,0.00,55.52,65.20,6.37,4.71,21.04,92.80,102.91,0.00,2.00,12.23
