"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,47.09,18.44,3.47,28.16,14.92,64.99,6.14,3.37,163.91,112.36,34.18,36.25,0.00,143.38,14.58,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,144.33,0.00,59.12,0.00,59.44,0.00,0.00,0.00,0.00,0.00,70.03,70.05,47.07,41.09,51.45,30.67,30.56,30.55,41.98,41.99,0.00,0.00,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,45.89,18.44,3.47,28.16,14.92,15.46,6.14,0.00,163.91,112.36,32.72,36.25,0.00,140.98,14.58,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,144.33,0.00,62.33,0.00,62.68,0.00,0.00,0.00,0.00,0.00,0.00,75.00,46.23,36.66,51.45,30.67,30.56,30.55,41.69,41.71,0.00,0.00,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,62.28,18.44,3.47,28.16,14.92,15.46,6.14,0.00,62.28,112.36,52.67,36.25,0.00,139.97,14.58,1.97,6.88,34.03,6.39,9.98,0.00,3.45,0.00,144.33,0.00,62.33,0.00,62.68,0.00,0.00,0.00,0.00,0.00,0.00,75.00,66.56,0.00,0.00,30.67,30.56,30.55,41.86,41.87,0.00,0.00,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,59.15,18.44,3.47,28.16,4.29,15.46,6.14,0.00,62.28,112.36,48.85,36.25,4.12,143.27,14.58,1.97,6.88,34.03,6.39,9.98,16.49,3.45,3.81,144.33,0.00,62.33,0.00,62.68,0.00,0.00,0.00,0.00,0.00,67.34,67.34,62.93,0.00,0.00,30.67,30.56,30.55,41.81,41.82,0.00,0.00,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,68.07,18.44,3.47,28.16,12.26,15.46,6.14,0.00,62.28,112.36,59.71,36.25,4.12,171.71,14.58,1.97,6.88,34.03,6.39,9.98,16.49,3.45,3.81,144.33,0.00,62.33,0.00,62.68,0.00,0.00,0.00,0.00,0.00,69.39,69.40,39.18,20.62,0.00,30.67,30.56,30.55,41.83,41.85,0.00,0.00,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,87.58,18.44,3.47,28.16,12.26,20.21,6.14,0.00,62.28,112.36,83.45,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,26.51,3.45,6.13,144.33,0.00,0.00,0.00,67.88,0.00,0.00,0.00,0.00,0.00,74.91,75.00,44.92,31.34,0.00,30.67,30.56,30.55,41.83,41.85,0.00,0.00,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,100.18,18.44,3.47,28.16,14.92,31.44,6.14,0.00,62.28,112.36,98.77,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,58.01,3.45,13.42,144.33,0.00,0.00,0.00,67.88,0.00,0.00,0.00,0.00,0.00,74.91,75.00,44.92,31.35,0.00,30.67,30.56,30.55,41.83,41.85,0.00,0.00,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,103.52,18.44,3.47,28.16,9.60,30.17,6.14,0.00,62.28,112.36,102.84,36.25,34.11,171.71,14.58,1.97,6.88,34.03,6.39,9.98,62.85,3.45,14.54,144.33,0.00,54.60,0.00,54.86,0.00,0.00,0.00,0.00,0.00,74.91,75.00,45.98,30.28,0.00,30.67,30.56,30.55,41.83,41.85,23.02,0.00,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,146.22,7.75,8.13,110.37,18.44,3.47,28.16,14.85,57.78,6.14,0.00,62.28,112.36,111.18,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,85.48,3.45,19.77,0.00,0.00,45.41,0.00,62.79,0.00,0.00,0.00,0.00,0.00,74.91,75.00,56.78,53.63,0.00,30.67,30.56,30.55,41.84,41.85,110.26,0.00,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,9.67,59.35,6.14,0.00,62.28,112.36,111.18,36.25,35.37,171.71,14.58,1.97,6.88,34.03,6.39,9.98,85.48,3.45,19.77,0.00,0.00,62.56,0.00,45.64,0.00,0.00,0.00,0.00,0.00,74.91,75.00,55.26,50.60,0.00,30.67,30.56,30.55,41.83,41.85,55.80,55.79,203.20,19.42,20.25
