"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,130.00,15.00,1.74,6.88,88.00,57.68,6.39,9.00,50.10,10.21,11.69,143.00,143.00,0.00,0.00,66.67,66.12,91.65,97.56,91.66,2.83,76.05,35.00,59.82,53.12,82.28,16.59,0.00,16.57,74.45,74.59,110.50,111.19
2.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,130.00,15.00,1.74,6.88,88.00,57.68,6.39,9.98,55.38,10.21,12.92,143.00,143.00,0.00,0.00,66.67,66.12,97.32,103.27,97.33,0.00,76.05,35.00,56.66,51.47,82.28,0.00,0.00,0.00,79.57,79.72,110.50,111.19
3.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,130.00,15.00,1.74,6.88,88.00,57.68,6.39,9.00,4.60,10.21,0.00,143.00,143.00,0.00,0.00,66.67,66.12,98.83,104.80,98.83,2.68,76.05,55.00,65.05,64.99,82.28,0.00,0.00,30.82,81.82,81.98,110.50,111.19
4.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,215.73,15.00,1.74,6.88,88.00,57.68,6.39,9.00,50.44,10.21,11.77,0.00,213.37,0.00,0.00,66.67,66.12,87.84,93.76,87.84,1.72,76.05,55.00,62.11,55.55,82.28,0.00,0.00,16.06,75.19,75.33,110.50,111.19
5.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,57.68,6.39,9.00,52.94,10.21,12.35,0.00,211.67,0.00,0.00,66.67,66.12,84.75,90.71,84.75,1.44,76.05,55.00,62.37,55.77,82.28,0.00,0.00,11.78,0.00,88.04,110.50,111.19
6.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,57.68,6.39,9.00,48.40,10.21,11.29,0.00,207.06,0.00,0.00,66.67,66.12,78.67,84.75,78.67,1.44,76.05,55.00,56.66,51.47,82.28,0.00,0.00,11.78,0.00,88.04,110.50,111.19
7.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,57.68,6.39,9.00,45.86,10.21,10.70,0.00,205.51,0.00,0.00,66.67,66.12,115.59,0.00,115.61,1.44,76.05,55.00,54.82,55.71,82.28,0.00,0.00,11.78,0.00,88.04,110.50,111.19
8.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,34.97,6.39,9.00,4.60,10.21,0.00,143.00,143.00,0.00,0.00,66.67,66.12,185.79,0.00,0.00,1.44,76.05,55.00,57.36,50.77,82.28,0.00,0.00,11.78,62.86,62.95,110.50,111.19
9.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,29.90,6.39,9.00,43.02,10.21,10.04,143.00,143.00,0.00,0.00,46.47,28.83,185.79,0.00,0.00,1.44,76.05,72.80,57.14,50.99,82.28,0.00,0.00,11.78,59.00,59.07,110.50,39.51
10.00,78.57,30.22,67.73,647.01,212.34,7.99,2.95,111.35,19.36,3.98,37.94,10.04,65.00,0.00,6.86,165.35,113.35,133.88,44.45,36.54,246.00,15.00,1.74,6.88,88.00,33.39,6.39,9.00,46.55,10.21,10.86,143.00,143.00,0.00,0.00,53.67,28.69,185.79,0.00,0.00,1.44,76.05,72.80,54.92,54.85,82.28,0.00,0.00,11.78,60.19,60.27,110.50,0.00
