"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.000,11.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.877,0.000,1.297
2.000,0.000,0.000,6.771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.256,0.000,3.014
3.000,0.000,0.000,6.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.122,0.000,3.014
4.000,0.000,0.000,3.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.642,0.000,3.014
5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,55.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
11.000,0.000,0.000,0.000,0.000,0.000,0.000,3.471,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.562,0.000,1.781
12.000,0.000,0.000,0.000,0.000,0.000,0.000,2.666,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.687,0.000,2.335
14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.828,0.000,3.014
15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.612,0.000,3.621
16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.822,0.000,4.532
17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.675,0.000,3.877
18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.822,0.000,4.532
19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.552,0.000,3.334
20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.822,0.000,4.532
21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.552,0.000,3.334
22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.822,0.000,4.532
23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.512,0.000,3.160
24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.822,0.000,4.532
25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.512,0.000,3.160
26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,0.000,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.922,3.926,0.000,5.004
27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.535,17.529,7.671,0.000,0.000,82.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.165,3.926,0.000,5.004
