"ETAPA \ GENERADOR","YAUPI","MALPASO","CAHUA","CHEVES G1","CHEVES G2","CANON DEL PATO","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","MATUCANA G1","MATUCANA G2","PLATANAL G1","PLATANAL G2","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CHIMAY G2","CHAGLLA G1","CHAGLLA G2"
14.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
15.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
16.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
17.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
18.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
19.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
20.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
21.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
22.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
23.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
24.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
25.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
26.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
27.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
28.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
29.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
30.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
31.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
32.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
33.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
34.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
35.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
36.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
37.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
38.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
39.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
40.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
41.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
42.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
43.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
44.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
45.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
46.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
47.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
48.00,10.00,18.00,10.00,20.00,20.00,162.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.50,20.50,65.00,72.00,66.00,45.00,140.00,140.00
