"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,3.01,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.42,0.00,0.00,2.02,0.12,0.42,4.84,4.83,1.43,1.42,1.44,0.43,3.78,4.05,3.90,0.00,1.60,1.54,1.41,1.20,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
2.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,2.36,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.42,0.00,0.00,1.15,0.12,0.27,4.84,4.83,0.62,1.17,1.31,0.62,3.78,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
3.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,2.37,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.33,0.00,0.00,1.18,0.12,0.28,4.84,4.83,0.46,1.31,1.33,0.46,1.73,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
4.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,2.18,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,1.94,0.00,0.00,0.78,0.12,0.18,4.84,4.83,0.43,0.43,1.11,1.11,1.73,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
5.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,2.04,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,1.87,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.48,0.47,0.47,3.78,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
6.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,1.95,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,1.49,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.43,0.43,0.43,3.41,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
7.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,1.53,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,0.64,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,1.11,1.11,0.43,1.73,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
8.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,0.60,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,0.11,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,1.11,1.11,0.43,1.73,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
9.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,2.34,0.20,0.00,0.59,0.21,1.31,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,0.35,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,0.43,0.56,0.00,3.58,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
10.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,0.00,0.20,0.00,0.59,0.21,2.12,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.15,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,1.11,1.11,0.43,1.73,4.05,3.90,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
11.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,0.00,0.20,0.00,0.59,0.21,1.65,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,1.91,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.56,0.00,1.44,0.43,1.95,4.05,3.90,0.00,1.60,1.54,1.41,1.18,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
12.00,1.65,0.32,1.42,13.59,2.52,0.00,0.00,0.00,0.20,0.00,0.59,0.17,1.06,0.00,0.08,3.47,2.38,1.87,0.93,0.77,5.19,0.27,0.00,0.00,1.85,0.11,0.00,0.00,0.00,0.12,0.00,3.00,3.00,0.43,0.00,0.43,0.43,3.52,4.04,3.89,0.00,1.60,1.54,1.41,1.41,1.28,0.00,0.00,0.00,1.85,0.00,2.34,2.33
