"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,21.968,10.500,60.623,25.656,14.436,10.729,0.000,0.000,0.000,7.545,19.471,88.341,170.892,30.317,101.047,145.319,14.045,15.287,232.955,15.985,16.804,44.966,14.353,29.888,40.857,12.500
2.000,0.000,17.271,10.500,60.623,20.091,11.246,10.774,0.000,0.000,0.000,7.545,19.471,88.341,132.053,28.951,101.047,145.319,14.119,15.269,232.955,9.104,16.804,44.870,15.514,27.529,40.865,12.500
3.000,0.000,16.621,10.500,60.623,20.193,10.959,10.805,0.000,0.000,0.000,7.545,19.471,88.341,121.198,28.446,101.047,145.319,14.194,14.685,192.218,9.319,16.804,44.787,15.514,27.013,40.873,12.500
4.000,0.000,14.332,10.500,60.623,18.523,10.724,10.820,0.000,0.000,0.000,7.545,19.471,88.341,116.029,28.163,101.047,145.319,14.270,12.238,192.218,6.148,16.804,44.714,15.514,25.204,40.880,12.500
5.000,0.000,6.629,10.500,60.623,17.337,10.515,10.815,0.000,0.000,0.000,7.545,19.471,88.341,113.069,27.979,101.047,145.319,14.348,11.818,232.955,0.000,16.804,44.650,15.514,22.186,40.887,12.500
6.000,0.000,5.992,10.500,60.623,16.569,10.315,10.774,0.000,0.000,0.000,7.545,19.471,88.341,111.210,27.849,101.047,145.319,14.427,9.375,225.645,0.000,16.804,44.596,15.514,22.186,40.893,12.500
7.000,0.000,14.332,10.500,60.623,13.057,10.118,10.646,0.000,0.000,0.000,7.545,19.471,88.341,109.978,27.754,101.047,145.319,14.507,4.055,192.218,0.000,16.804,44.549,15.514,22.186,40.898,12.500
8.000,0.000,14.332,10.500,60.623,5.073,9.925,10.487,0.000,0.000,0.000,7.545,19.471,88.341,109.135,27.682,101.047,145.319,14.588,0.663,192.218,0.000,16.804,44.509,15.514,22.186,40.903,12.500
9.000,0.000,6.591,10.500,60.623,11.175,9.737,10.477,0.000,0.000,0.000,7.545,19.471,88.341,108.544,27.629,101.047,145.319,14.672,2.203,228.962,0.000,16.804,44.476,15.514,22.186,40.908,12.500
10.000,0.000,14.332,10.500,60.623,18.021,9.550,10.474,0.000,0.000,0.000,7.545,19.471,88.341,108.123,21.124,101.047,145.319,14.756,13.554,192.218,0.000,16.804,44.450,15.514,22.186,40.912,12.500
11.000,0.000,11.291,10.500,60.623,14.078,9.361,6.946,0.000,0.000,0.000,7.545,19.471,88.341,107.821,21.104,101.047,145.319,14.842,12.082,196.665,0.000,16.804,44.430,14.281,21.219,40.916,12.500
12.000,0.000,5.992,10.500,60.623,9.000,9.170,5.334,5.000,0.000,0.000,7.545,19.471,88.341,107.602,21.086,101.047,90.220,14.930,0.663,227.085,0.000,16.804,44.416,15.514,22.186,40.919,12.500
13.000,0.000,3.995,10.500,50.125,2.738,9.059,8.000,5.000,0.000,0.000,7.545,19.471,88.341,107.443,21.067,101.047,0.000,15.019,0.663,176.061,0.000,16.804,40.611,14.835,21.648,40.921,12.500
14.000,0.000,3.995,10.500,60.623,2.824,8.988,8.000,5.000,0.000,0.000,7.545,19.471,88.341,107.326,21.050,101.047,0.000,15.110,0.663,228.962,0.000,16.804,44.399,15.514,22.186,40.924,12.500
