"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,13.54,20.91,13.46,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,10.77,12.83,3.10,10.00,20.97,25.52,3.80,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,9.05,26.38,78.49,2.50,0.00,6.00,16.62,109.00,14.49,29.56,0.60,4.00,4.00,5.00,1.15,107.88,6.70,21.00,8.00,10.70,7.54,5.50,2.30,14.47,14.53,9.50,1.16,0.70,110.78,106.69,16.49,15.60,78.48,111.80,126.38,0.00,1.12,62.10,175.41,11.00,162.86,17.69,0.39,37.54,86.45
2.00,11.92,20.53,12.05,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,10.72,11.81,3.10,10.00,21.05,30.18,3.70,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,7.25,26.66,78.23,2.50,0.00,6.00,16.62,109.00,14.49,29.87,0.60,4.00,4.00,5.00,1.15,110.32,6.70,21.00,8.00,10.70,7.54,5.50,2.30,14.58,14.41,9.50,0.98,0.70,112.79,107.46,16.93,15.39,78.48,110.30,129.75,0.00,1.12,62.70,180.77,11.00,164.85,17.69,0.39,37.93,87.37
3.00,11.21,20.48,11.15,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,9.68,10.14,3.10,10.00,21.14,33.44,3.70,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,5.15,27.05,78.22,2.50,0.00,6.00,16.62,109.00,14.49,30.18,0.60,4.00,4.00,5.00,1.15,112.76,6.70,21.00,8.00,10.70,7.54,5.50,2.30,14.28,14.29,9.50,0.95,0.70,113.70,108.63,17.07,15.18,78.48,108.14,136.33,0.00,1.12,62.50,169.04,11.00,163.35,17.69,0.39,38.33,85.95
4.00,8.89,20.53,9.14,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,8.85,7.93,3.10,10.00,21.22,36.70,0.60,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,3.68,27.44,78.33,2.50,0.00,6.00,16.62,109.00,14.49,25.76,0.60,4.00,4.00,5.00,1.15,115.20,6.70,21.00,8.00,10.70,7.54,5.50,2.30,14.08,14.18,9.50,0.89,0.70,114.62,109.90,17.31,14.87,78.48,105.98,142.91,0.00,1.12,61.30,121.41,11.00,157.45,17.69,0.38,32.71,81.41
5.00,7.90,20.19,7.68,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,6.54,5.08,3.10,10.00,21.90,37.66,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,2.49,27.83,78.25,2.50,0.00,6.00,16.62,98.00,14.49,21.33,0.60,4.00,4.00,5.00,1.15,117.64,6.70,21.00,8.00,10.70,7.54,5.50,2.30,13.98,13.96,9.50,0.75,0.70,115.23,111.58,17.45,14.66,70.56,103.98,147.59,0.00,1.08,56.70,64.12,11.00,146.43,17.69,0.35,27.09,75.09
6.00,5.03,20.40,5.12,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,4.45,2.87,3.10,10.00,22.59,38.52,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,1.72,28.32,78.09,2.50,0.00,6.00,16.62,77.00,14.49,16.09,0.60,4.00,4.00,5.00,1.15,118.08,6.70,21.00,8.00,10.70,7.54,5.50,2.30,13.99,13.74,9.50,0.54,0.64,115.84,113.15,17.58,14.45,55.44,101.88,152.27,0.00,1.12,42.70,36.09,11.00,101.27,17.69,0.30,20.43,46.06
7.00,3.77,20.47,3.15,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,1.07,0.83,3.10,10.00,20.27,37.28,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.56,28.30,77.84,2.50,0.00,6.00,16.62,50.00,14.49,10.85,0.60,4.00,4.00,5.00,1.15,118.52,6.70,21.00,8.00,10.70,7.54,5.50,2.30,13.29,13.43,9.50,0.47,0.66,114.75,112.72,17.32,13.94,36.00,99.91,147.55,0.00,1.12,21.20,18.38,11.00,44.32,17.69,0.22,13.78,16.21
8.00,0.82,20.55,0.82,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.17,0.03,3.10,10.00,17.96,36.04,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.06,28.39,77.71,2.50,0.00,6.00,16.62,19.00,14.49,5.70,0.60,4.00,4.00,5.00,1.15,118.96,6.70,21.00,8.00,10.70,7.54,5.50,2.30,12.69,13.01,9.50,0.32,0.65,113.76,112.30,17.16,13.43,13.68,97.94,142.73,0.00,1.12,5.50,5.01,11.00,8.74,17.69,0.14,7.24,1.37
9.00,0.36,20.41,0.19,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,16.44,40.30,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.01,28.48,77.19,2.50,0.00,6.00,16.62,2.00,14.49,0.55,0.60,4.00,4.00,5.00,1.15,119.40,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.89,12.49,9.50,0.11,0.65,112.57,111.77,16.80,12.92,1.44,96.00,142.40,0.00,1.20,0.40,0.17,11.00,0.54,17.69,0.05,0.70,0.00
10.00,0.00,20.26,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,14.82,44.56,6.30,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.57,76.93,2.50,0.00,6.00,16.62,0.00,14.49,0.28,0.60,4.00,4.00,5.00,1.15,119.84,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.20,11.97,9.50,0.05,0.65,111.48,111.14,16.54,12.41,0.00,93.77,142.08,0.00,1.20,0.00,0.00,11.00,0.00,17.69,0.02,0.35,0.00
11.00,0.00,20.18,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,13.01,46.02,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.76,76.80,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,119.28,6.70,21.00,8.00,10.70,7.54,5.50,2.30,10.50,11.66,9.50,0.00,0.65,109.59,110.21,16.18,11.90,0.00,91.42,140.26,0.00,1.20,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
12.00,0.00,20.10,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,11.60,46.50,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.90,77.15,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,118.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,9.90,11.20,9.50,0.00,0.65,108.10,109.10,15.80,11.50,0.00,90.60,139.70,0.00,1.20,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
13.00,0.00,20.24,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,11.20,46.50,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.90,76.85,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,116.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,10.70,11.30,9.50,0.00,0.65,108.00,108.70,15.70,11.40,0.00,90.20,138.00,0.00,1.24,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
14.00,0.00,20.55,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,10.90,46.60,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.90,76.65,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,113.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.60,11.40,9.50,0.00,0.65,107.90,108.30,15.60,11.40,0.00,89.24,136.20,0.00,1.20,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
15.00,0.00,20.26,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,10.60,41.10,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.90,75.77,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,107.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.20,11.40,9.50,0.00,0.65,108.10,108.70,15.60,11.40,0.00,88.04,136.10,0.00,1.24,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
16.00,0.00,20.42,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,10.40,35.60,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.90,75.30,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,100.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,10.90,11.40,9.50,0.00,0.65,108.30,109.00,15.60,11.50,0.00,87.41,136.10,0.00,1.28,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
17.00,0.00,20.58,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,10.60,31.00,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.80,74.98,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,93.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.00,11.30,9.50,0.00,0.65,109.40,109.20,15.70,11.40,0.00,86.86,137.80,0.00,1.24,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
18.00,0.00,20.67,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,10.80,26.40,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.70,74.93,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,87.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.10,11.30,9.50,0.00,0.65,110.50,109.40,15.80,11.40,0.00,86.43,139.50,0.00,1.28,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
19.00,0.00,20.61,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,11.70,23.80,8.00,6.00,15.46,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.50,74.55,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,96.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.20,11.30,9.50,0.00,0.65,109.40,108.60,15.50,11.20,0.00,85.80,135.50,0.00,1.24,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
20.00,0.00,21.29,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,12.60,21.20,8.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.40,74.44,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,87.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.20,11.30,9.50,0.00,0.65,108.30,107.90,15.30,11.00,0.00,85.30,131.40,0.00,1.24,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
21.00,0.00,21.23,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,12.90,20.50,1.70,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.20,73.88,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,81.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,11.10,11.30,9.50,0.00,0.65,107.30,106.70,15.10,10.60,0.00,83.79,127.40,0.00,1.28,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
22.00,0.00,21.64,0.00,16.00,4.50,7.20,3.60,10.00,1.70,0.00,3.50,19.00,0.00,0.00,3.10,10.00,13.20,19.80,0.00,6.00,10.00,2.60,18.00,10.00,4.00,6.50,1.40,0.00,28.10,73.23,2.50,0.00,6.00,16.62,0.00,14.49,0.00,0.60,4.00,4.00,5.00,1.15,79.00,6.70,21.00,8.00,10.70,7.54,5.50,2.30,10.90,11.30,9.50,0.00,0.65,106.40,105.60,14.90,10.20,0.00,82.04,123.50,0.00,1.20,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
