"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,2.23,13.96,0.00,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,0.45,0.34,4.00,0.00,7.00,19.33,4.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.64,1.58,0.93,0.00,27.40,3.80,10.68,9.24,16.50,1.13,0.60,3.00,3.50,3.50,2.40,3.85,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,4.20,6.32,18.90,0.00,0.00,0.03,1.23,1.19,0.87,0.02,0.02,5.59,0.59,6.08,0.00,0.92,3.31,15.65,0.00,6.50
2.00,7.79,14.24,0.64,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,0.99,2.99,4.00,0.00,7.00,19.45,4.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,7.01,1.41,0.97,0.00,27.40,3.80,10.68,49.62,16.50,8.99,0.60,3.00,3.50,3.50,2.40,4.67,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,4.65,6.74,18.90,0.00,0.00,0.07,1.23,0.96,1.40,0.02,0.02,36.63,1.01,5.39,0.00,0.92,23.55,60.83,0.00,6.50
3.00,10.44,13.88,3.73,14.00,4.20,7.60,3.40,4.60,1.56,0.40,3.40,17.00,1.82,8.67,4.00,0.00,7.00,19.44,5.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,11.15,1.19,1.05,0.00,27.20,3.80,10.68,94.30,16.50,19.19,0.60,3.00,3.50,3.50,2.40,5.29,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,5.01,7.23,18.90,0.00,0.00,0.08,1.23,1.02,1.08,0.03,0.03,69.03,0.75,4.68,0.00,0.88,49.47,122.39,0.00,6.50
4.00,11.71,13.77,6.82,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,3.95,14.10,4.00,0.00,7.00,19.04,12.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.04,0.83,0.55,0.00,27.20,3.80,10.68,118.45,16.50,27.58,0.60,3.00,3.50,3.50,2.40,5.29,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,5.14,7.93,18.90,0.00,0.00,0.12,1.23,1.42,1.18,0.07,0.11,84.12,0.60,3.85,0.00,0.92,62.64,196.26,0.00,6.50
5.00,12.43,13.57,9.85,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,8.09,15.91,4.00,0.00,7.00,18.77,20.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.51,0.58,1.17,0.00,27.20,3.80,10.68,124.49,16.50,30.41,0.60,3.00,3.50,3.50,2.40,4.85,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,5.49,8.74,18.90,0.00,0.00,0.59,1.23,0.60,1.08,0.14,0.22,90.43,1.49,3.39,0.10,0.88,66.89,240.66,0.00,6.50
6.00,13.03,13.67,12.10,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,11.78,16.56,4.00,0.00,7.00,18.88,30.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.76,0.67,1.31,0.00,27.20,3.80,10.68,126.84,16.50,31.50,0.60,3.00,3.50,3.50,2.40,3.08,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,6.53,9.89,18.90,0.00,0.00,0.80,1.23,0.62,1.22,0.26,0.43,94.30,1.49,4.02,0.20,0.92,69.45,250.00,0.00,6.50
7.00,13.79,14.08,13.82,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,14.50,16.89,4.00,0.00,7.00,18.91,35.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,12.94,0.71,0.58,0.00,27.10,3.80,10.68,128.00,16.50,31.96,0.60,3.00,3.50,3.50,2.40,1.72,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,7.60,11.00,18.90,0.00,0.00,0.99,1.23,1.24,1.10,0.42,0.59,96.57,0.53,4.41,0.20,0.92,70.14,250.00,0.00,6.50
8.00,14.39,13.86,15.21,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,15.98,16.96,4.00,0.00,7.00,18.71,45.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.03,0.58,2.85,0.00,26.90,3.80,10.68,128.51,16.50,32.24,0.60,3.00,3.50,3.50,2.40,1.60,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,8.76,12.03,18.90,0.00,0.00,1.11,1.23,6.67,0.87,0.67,0.60,97.21,0.99,4.05,0.30,0.88,70.63,245.39,0.00,6.50
9.00,14.83,13.09,16.29,14.00,4.20,7.60,3.40,4.60,0.00,0.40,3.40,17.00,16.55,16.90,4.00,0.00,7.00,18.71,54.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.06,0.59,3.42,0.00,26.90,3.80,10.68,128.82,16.50,32.38,0.60,3.00,3.50,3.50,2.40,2.00,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,9.78,12.89,18.90,0.00,0.00,1.21,1.23,7.35,2.26,0.95,0.66,97.55,1.25,4.90,0.30,0.88,71.02,240.21,0.00,6.50
10.00,15.19,12.87,17.13,14.00,4.20,7.60,3.40,4.60,0.00,0.40,3.40,17.00,16.62,16.84,4.00,0.00,7.00,19.30,60.00,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,13.10,1.00,5.46,0.00,26.70,3.80,10.68,129.34,16.50,32.47,0.60,3.00,3.50,3.50,2.40,3.99,7.50,6.50,19.42,2.00,10.60,7.59,5.90,1.20,10.36,13.24,18.90,0.00,0.00,1.23,1.23,10.57,4.38,1.35,0.88,97.56,1.36,9.35,0.30,0.92,71.50,239.87,0.00,6.50
