"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,184.68,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,37.90,67.16,0.00,37.90,184.35,197.33,184.41,5.67,74.99,76.38,54.10,54.03,75.12,30.70,30.59,30.58,87.20,62.59,65.69,110.32,155.00,20.46,20.42,10.69,10.67,5.06
2.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,46.05,66.10,0.00,27.72,184.35,197.33,184.41,5.67,74.99,76.38,45.39,62.74,75.12,30.70,30.59,30.58,87.20,67.92,77.27,110.32,155.00,20.46,20.42,10.69,10.67,5.06
3.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,180.78,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,43.43,60.58,0.00,20.60,184.35,197.33,184.41,5.67,74.99,76.38,45.89,62.24,75.12,30.70,30.59,30.58,83.99,50.55,91.74,0.00,155.00,20.46,20.42,10.69,10.67,5.06
4.00,77.86,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,46.57,62.99,0.00,20.60,184.35,197.33,184.41,5.67,74.99,76.38,45.17,56.35,75.12,30.70,30.59,30.58,77.23,46.25,91.74,0.00,155.00,20.46,20.42,10.69,10.67,5.06
5.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,184.68,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,20.60,0.00,67.94,55.20,184.35,197.33,184.41,5.67,74.99,76.38,45.89,62.24,75.12,30.70,30.59,30.58,48.77,49.03,91.74,64.78,155.00,20.46,20.42,10.69,10.67,5.06
6.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,180.78,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,55.20,0.00,67.94,20.60,184.35,197.33,184.41,5.67,74.99,76.38,45.89,62.24,75.12,30.70,30.59,30.58,87.20,60.60,84.59,75.78,155.00,20.46,20.42,10.69,10.67,5.06
7.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,20.60,0.00,67.94,55.20,184.35,197.33,184.41,5.67,74.99,76.38,47.36,65.57,75.12,30.70,30.59,30.58,86.02,52.31,91.74,110.32,155.00,20.46,20.42,10.69,10.67,5.06
8.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,20.60,0.00,31.59,55.20,184.35,197.33,184.41,5.67,74.99,76.38,45.84,62.00,75.12,30.70,30.59,30.58,52.96,87.36,91.74,110.32,155.00,20.46,20.42,10.69,10.67,5.06
9.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,20.60,0.00,55.20,67.39,184.35,197.33,184.41,5.67,74.99,76.38,45.60,60.72,75.12,30.70,30.59,30.58,87.20,53.45,91.74,110.32,155.00,20.46,20.42,10.69,10.67,5.06
10.00,78.57,29.98,67.20,650.00,211.66,3.72,3.90,110.48,19.21,3.37,41.90,0.00,50.02,7.26,3.90,80.39,112.47,124.84,47.08,182.73,15.91,6.88,43.97,0.00,6.39,9.98,47.49,5.47,15.59,0.00,228.42,37.90,0.00,67.94,37.90,184.35,197.33,184.41,5.67,74.99,76.38,45.49,59.93,75.12,30.70,30.59,30.58,87.20,53.45,91.74,110.32,155.00,20.46,20.42,10.69,10.67,5.06
