"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.46,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,5.00,8.10,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,5.60,22.90,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.00,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.00,4.80,18.00,1.02,1.64,0.00,1.23,19.10,40.30,2.10,1.40,0.00,47.00,0.00,0.00,2.00,0.00
2.00,0.00,23.46,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,8.00,8.10,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,4.80,17.90,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.00,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.30,5.40,18.00,1.02,1.64,0.00,1.23,14.40,35.70,2.10,1.30,0.00,40.10,0.00,0.00,2.00,0.00
3.00,0.00,23.52,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,9.00,8.00,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,3.50,16.00,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.00,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.70,6.30,18.00,1.02,1.64,0.00,1.23,14.60,36.40,2.00,1.10,0.00,31.20,0.00,0.00,2.00,0.00
4.00,0.00,23.34,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,9.00,8.00,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,6.50,14.50,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.00,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.50,6.30,18.00,1.02,1.64,0.00,1.23,14.40,30.58,2.00,1.00,0.00,28.80,0.00,0.00,2.00,0.00
5.00,0.00,23.37,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,6.00,9.00,8.00,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,5.50,13.00,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.00,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.20,5.90,18.00,1.02,1.64,0.00,1.23,14.00,29.80,2.10,0.90,0.00,29.80,0.00,0.00,2.00,0.00
6.00,0.00,23.40,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,6.00,9.00,8.00,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,4.50,15.80,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.50,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,4.00,5.80,18.00,1.02,1.64,0.00,1.23,14.20,28.50,2.30,0.90,0.00,27.80,0.00,0.00,2.00,0.00
7.00,0.00,23.46,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,6.00,9.00,8.00,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,5.50,19.90,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.30,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,3.80,5.70,18.00,1.02,1.64,0.00,1.23,14.60,27.50,2.50,0.90,0.00,26.80,0.00,0.00,2.00,0.00
8.00,0.00,23.34,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,6.00,9.00,8.10,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,4.50,21.60,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.50,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,3.60,5.70,18.00,1.02,1.64,0.00,1.23,15.10,27.50,2.50,1.00,0.00,25.80,0.00,0.00,2.00,0.00
9.00,0.00,23.41,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,9.00,8.10,10.93,15.41,5.00,19.32,19.32,19.51,19.51,2.80,0.00,6.50,22.50,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.50,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,3.40,5.70,18.00,1.02,1.64,0.00,1.23,15.60,29.50,2.30,1.00,0.00,29.80,0.00,0.00,2.00,0.00
10.00,0.00,23.44,0.00,14.00,4.20,7.40,12.29,16.00,3.60,0.00,3.40,14.00,0.00,0.00,18.44,10.93,8.35,5.00,9.00,1.70,10.93,6.00,5.00,19.32,19.32,19.51,19.51,2.80,0.00,6.80,23.60,3.30,0.00,19.51,17.56,0.00,18.34,0.00,0.60,20.00,20.00,20.00,1.20,0.36,12.88,20.49,0.00,8.00,10.60,7.80,20.00,2.40,3.10,5.30,18.00,1.02,1.64,0.00,1.23,16.70,27.50,2.10,1.00,0.00,27.50,0.00,0.00,2.00,0.00
