"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,14.70,23.65,11.84,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,18.20,18.06,17.49,0.00,8.00,10.89,45.12,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,14.72,25.76,79.77,3.30,23.50,19.44,18.46,125.62,17.88,27.61,0.00,19.44,19.44,19.44,1.20,85.65,12.83,19.44,8.00,10.70,5.67,17.49,2.40,2.84,1.94,19.00,0.77,1.00,110.79,117.39,5.88,10.50,95.35,117.26,97.48,0.30,2.00,77.46,215.01,11.00,174.89,22.00,0.27,43.75
2.00,13.46,23.90,9.87,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,18.59,17.94,17.49,0.00,8.00,11.04,54.38,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,14.53,26.35,82.20,3.30,23.20,19.44,18.46,112.64,17.88,22.29,0.00,19.44,19.44,19.44,1.20,100.84,12.83,19.44,8.00,10.70,5.67,17.49,2.40,2.76,1.79,19.00,0.65,1.00,111.62,117.08,6.16,10.62,87.27,115.81,118.36,0.20,2.00,76.67,195.81,11.00,153.50,22.00,0.25,40.92
3.00,11.85,23.67,7.64,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,18.19,17.71,17.49,0.00,8.00,11.17,62.86,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,14.27,26.88,84.42,3.30,23.90,19.44,18.46,100.58,17.88,18.03,0.00,19.44,19.44,19.44,1.20,114.79,12.83,19.44,8.00,10.70,5.67,17.49,2.40,2.85,1.77,19.00,0.63,1.00,113.00,117.32,6.34,10.70,79.74,114.89,137.51,0.20,2.00,74.71,178.04,11.00,133.83,22.00,0.22,36.89
4.00,9.80,23.62,5.86,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,17.23,17.31,17.49,0.00,8.00,11.26,69.04,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,13.89,27.27,86.04,3.30,24.10,19.44,18.46,91.33,17.88,15.19,0.00,19.44,19.44,19.44,1.20,125.00,12.83,19.44,8.00,10.70,5.67,17.49,2.40,3.46,2.12,19.00,0.59,1.00,114.14,117.44,6.23,10.72,73.86,114.29,151.52,0.10,2.00,73.51,164.60,11.00,119.28,22.00,0.19,32.85
5.00,7.63,23.69,4.30,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,15.58,16.90,17.49,0.00,8.00,10.96,68.80,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,13.31,27.22,85.87,3.30,24.30,19.44,18.46,79.37,17.88,12.87,0.00,19.44,19.44,19.44,1.20,125.60,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.81,2.32,19.00,0.50,1.00,114.39,116.90,6.10,10.72,64.62,114.61,152.13,0.10,2.00,73.05,143.88,11.00,104.86,22.00,0.16,26.33
6.00,5.21,23.66,2.61,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,12.72,16.21,17.49,0.00,8.00,10.31,68.27,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,12.22,27.09,85.51,3.30,23.70,19.44,18.46,53.03,17.88,10.94,0.00,19.44,19.44,19.44,1.20,126.91,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.39,2.09,19.00,0.36,1.00,113.93,115.74,5.96,10.64,44.30,114.42,153.47,0.10,2.00,66.90,98.30,11.00,73.12,22.00,0.12,19.81
7.00,2.96,23.78,1.48,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,9.12,15.13,17.49,0.00,8.00,9.67,67.73,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,10.45,26.97,85.15,3.30,24.10,19.44,18.46,26.70,17.88,8.42,0.00,19.44,19.44,19.44,1.20,128.23,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.12,2.05,19.00,0.31,1.00,111.80,114.24,5.85,10.53,23.97,112.79,154.82,0.10,2.00,47.55,52.71,11.00,41.38,22.00,0.09,13.44
8.00,1.47,23.77,0.73,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,3.32,12.51,17.49,0.00,8.00,9.37,67.49,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,6.95,26.91,84.98,3.30,24.40,19.44,18.46,14.73,17.88,5.15,0.00,19.44,19.44,19.44,1.20,128.83,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.31,2.57,19.00,0.22,1.00,108.41,111.84,5.84,10.32,14.74,111.23,155.43,0.10,2.00,24.17,31.99,11.00,26.95,22.00,0.06,7.07
9.00,0.53,23.72,0.21,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.17,7.37,17.49,0.00,8.00,8.69,66.60,7.50,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,2.74,26.61,83.85,3.30,24.40,19.44,18.46,5.37,17.88,2.22,0.00,19.44,19.44,19.44,1.20,128.42,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.50,2.92,19.00,0.07,1.00,101.10,106.51,5.77,10.03,5.50,109.82,152.06,0.00,2.00,10.13,12.79,11.00,8.54,22.00,0.03,3.79
10.00,0.08,23.79,0.01,14.00,2.90,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,2.88,17.49,0.00,8.00,8.10,65.25,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.95,26.36,83.09,3.30,24.70,19.44,18.46,1.33,17.88,0.77,0.00,19.44,19.44,19.44,1.20,127.84,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.67,2.77,19.00,0.04,1.00,95.51,102.35,5.48,9.47,1.29,108.37,147.92,0.00,2.00,3.74,2.02,11.00,1.61,22.00,0.02,0.51
11.00,0.00,23.74,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.74,17.49,0.00,8.00,7.75,62.34,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.19,26.26,83.43,3.30,24.90,19.44,18.46,0.00,17.88,0.16,0.00,19.44,19.44,19.44,1.20,126.61,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.72,2.61,19.00,0.00,1.00,94.97,101.45,5.17,8.93,0.00,106.79,141.21,0.00,2.00,0.96,0.00,11.00,0.00,22.00,0.00,0.25
12.00,0.00,23.68,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,7.41,59.11,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,26.19,83.39,3.30,24.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,124.56,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.42,2.43,19.00,0.00,1.00,95.35,101.30,4.79,8.42,0.00,104.88,134.11,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
13.00,0.00,23.71,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,7.11,54.80,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,26.19,82.20,3.30,25.20,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,120.00,12.83,19.44,8.00,10.70,6.42,17.49,2.40,3.13,2.25,19.00,0.00,1.00,98.37,103.21,4.47,7.93,0.00,101.97,125.62,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
14.00,0.00,23.70,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,6.78,50.41,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,26.09,80.93,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,114.88,12.83,19.44,8.00,10.70,6.42,17.49,2.40,2.84,2.07,19.00,0.00,1.00,100.57,104.56,4.31,7.50,0.00,99.38,117.75,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
15.00,0.00,23.66,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,6.39,45.73,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,25.70,79.40,3.30,25.20,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,108.06,12.83,19.44,8.00,10.70,6.42,17.49,2.40,2.52,1.84,19.00,0.00,1.00,100.27,104.19,4.16,7.13,0.00,97.72,111.67,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
16.00,0.00,23.86,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,6.03,41.17,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,25.21,77.56,3.30,25.30,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,101.15,12.83,19.44,8.00,10.70,6.42,17.49,2.40,2.11,1.48,19.00,0.00,1.00,99.20,103.65,4.06,6.93,0.00,96.32,104.61,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
17.00,0.00,23.81,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,5.72,36.60,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,24.46,74.77,3.30,25.30,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,93.57,12.83,19.44,8.00,10.70,6.42,17.49,2.40,1.76,1.17,19.00,0.00,1.00,95.65,101.75,3.93,6.71,0.00,95.65,93.98,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
18.00,0.00,23.72,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,5.39,32.27,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,23.73,71.88,3.30,24.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,87.28,12.83,19.44,8.00,10.70,6.42,17.49,2.40,1.61,1.04,19.00,0.00,1.00,91.59,99.50,3.73,6.39,0.00,94.44,84.98,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
19.00,0.00,23.73,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.99,28.72,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,23.09,68.72,3.30,25.30,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,84.81,12.83,19.44,8.00,10.70,6.42,17.49,2.40,1.43,0.87,19.00,0.00,1.00,86.01,96.20,3.54,6.02,0.00,91.58,80.88,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
20.00,0.00,23.83,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.62,25.26,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,22.47,65.79,3.30,25.20,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,82.10,12.83,19.44,8.00,10.70,6.42,17.49,2.40,1.17,0.59,19.00,0.00,1.00,79.55,91.93,3.39,5.49,0.00,89.54,76.38,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
21.00,0.00,23.85,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.39,22.10,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,21.90,63.56,3.30,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,78.67,12.83,19.44,8.00,10.70,6.42,17.49,2.40,0.96,0.38,18.90,0.00,1.00,70.45,84.73,3.29,5.01,0.00,89.98,70.66,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
22.00,0.00,24.05,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.20,19.14,8.00,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,21.35,61.30,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,74.75,12.83,19.44,8.00,10.70,6.42,17.49,2.40,0.91,0.36,18.90,0.00,1.00,62.44,78.23,3.34,4.69,0.00,90.01,65.02,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
