"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,10.70,17.92,10.32,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,15.02,15.92,17.56,0.00,5.60,23.77,29.20,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,12.95,20.50,38.20,2.20,26.60,19.51,18.05,143.69,18.05,38.61,0.60,19.51,19.51,19.51,1.20,22.10,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.73,0.76,18.90,0.44,1.00,48.30,61.30,1.50,2.95,107.04,27.00,12.80,0.20,2.00,77.75,252.40,11.00,201.39,24.00,24.00,0.26
2.00,12.06,17.66,12.96,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,16.35,17.34,17.56,0.00,5.60,23.54,34.60,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,14.14,19.87,39.70,2.20,26.40,19.51,18.05,144.45,18.05,39.03,0.60,19.51,19.51,19.51,1.20,7.80,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.85,0.77,18.90,0.59,1.00,54.90,65.10,1.98,3.69,109.44,30.00,10.50,0.20,2.00,79.49,252.40,11.00,203.34,24.00,27.00,0.31
3.00,13.90,17.89,14.57,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,16.77,17.97,17.56,0.00,5.60,23.28,40.90,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,14.71,19.43,41.90,2.20,26.30,19.51,18.05,144.45,18.05,39.38,0.60,19.51,19.51,19.51,1.20,10.30,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.96,0.89,18.90,0.74,1.00,63.50,70.90,2.54,4.51,111.16,32.00,10.10,0.30,2.00,79.89,252.40,11.00,204.00,24.00,27.00,0.34
4.00,15.73,17.63,15.77,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,16.89,18.32,17.56,0.00,5.60,22.94,47.40,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.02,19.58,44.60,2.20,26.30,19.51,18.05,144.45,18.05,39.58,0.60,19.51,19.51,19.51,1.20,8.00,9.00,19.51,6.00,10.80,8.23,5.00,2.40,2.03,1.35,18.90,0.83,1.00,71.20,76.60,3.31,5.52,111.82,33.60,12.80,0.30,2.00,79.99,252.40,11.00,204.00,24.00,29.00,0.35
5.00,16.91,17.04,16.96,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,17.24,18.50,17.56,0.00,5.60,22.57,53.80,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.21,19.93,47.50,2.20,26.10,19.51,18.05,144.46,18.05,39.68,0.60,19.51,19.51,19.51,1.20,12.40,9.00,19.51,6.00,10.80,8.23,5.00,2.40,2.26,1.98,18.90,0.90,1.00,78.70,82.30,3.98,6.46,112.15,35.00,21.50,0.30,2.00,80.00,252.40,11.00,204.00,24.00,31.00,0.35
6.00,17.73,14.39,18.00,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,17.58,18.58,17.56,0.00,5.60,22.16,60.40,2.20,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.42,20.94,54.10,2.20,25.90,19.51,18.05,144.45,18.05,39.76,0.60,19.51,19.51,19.51,1.20,16.30,9.00,19.51,6.00,10.80,8.23,5.00,2.40,3.00,3.09,18.90,0.92,1.00,83.90,86.70,4.38,7.17,112.37,35.60,28.30,0.40,2.00,80.00,252.40,11.00,204.00,24.00,33.00,0.35
7.00,18.21,14.21,18.44,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,17.73,18.52,17.56,0.00,5.60,21.57,67.00,2.60,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.59,21.83,55.40,2.20,25.70,19.51,18.05,142.17,18.05,39.80,0.60,19.51,19.51,19.51,1.20,30.00,9.00,19.51,6.00,10.80,8.23,5.00,2.40,3.80,4.14,18.90,0.91,1.00,88.50,90.60,4.72,7.75,112.39,40.90,29.30,0.40,2.00,80.00,252.40,11.00,204.00,24.00,36.00,0.36
8.00,18.39,14.23,18.53,14.00,4.20,8.50,6.00,7.30,1.50,0.00,2.50,0.00,17.55,18.53,17.56,0.00,5.60,20.46,70.90,3.30,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.64,22.40,57.50,2.20,25.40,19.51,18.05,135.68,18.05,39.82,0.60,19.51,19.51,19.51,1.20,55.70,9.00,19.51,6.00,10.80,8.23,5.00,2.40,4.79,5.00,18.90,0.93,1.00,91.50,92.90,4.93,7.97,112.23,51.80,51.70,0.40,2.00,80.00,252.40,11.00,204.00,24.00,40.00,0.35
9.00,18.28,14.21,18.24,14.00,4.20,8.50,6.00,7.30,1.50,0.00,2.50,0.00,16.92,18.60,17.56,0.00,5.60,19.76,74.00,3.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.66,22.85,59.90,2.20,25.30,19.51,18.05,142.01,18.05,39.82,0.60,19.51,19.51,19.51,1.20,82.00,9.00,19.51,6.00,10.80,8.23,5.00,2.40,6.11,6.39,18.90,0.92,1.00,94.10,94.70,5.12,8.19,112.05,57.90,79.40,0.40,2.00,80.00,252.40,11.00,204.00,24.00,42.00,0.36
10.00,17.78,14.21,17.48,14.00,4.20,8.50,6.00,7.30,1.50,0.00,2.50,0.00,16.98,18.59,17.56,0.00,5.60,20.28,75.50,2.90,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,15.66,22.95,65.70,2.20,25.00,19.51,18.05,144.36,18.05,39.77,0.60,19.51,19.51,19.51,1.20,93.50,9.00,19.51,6.00,10.80,8.23,5.00,2.40,8.39,9.38,18.90,0.92,1.00,96.60,96.80,5.24,8.41,111.87,58.90,84.20,0.30,2.00,80.00,252.40,11.00,204.00,24.00,40.00,0.36
