"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,96.01,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,73.19,6.39,0.00,0.00,5.64,0.00,203.46,203.24,0.00,0.00,68.48,0.00,185.79,198.88,185.86,0.00,76.05,73.16,59.05,53.89,63.75,0.00,0.00,0.00,87.88,0.00,111.24,80.87
2.00,78.57,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,88.00,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,62.37,6.39,0.00,0.00,5.64,0.00,202.82,202.61,0.00,0.00,68.48,0.00,185.79,198.88,185.86,0.00,76.05,73.16,56.29,51.84,63.75,0.00,0.00,0.00,87.88,0.00,111.24,86.29
3.00,77.39,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,83.49,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,53.44,6.39,0.00,0.00,5.64,0.00,201.21,201.01,0.00,0.00,65.88,0.00,185.79,198.88,185.86,0.00,76.05,73.16,58.29,53.36,63.75,0.00,0.00,0.00,87.88,0.00,111.24,98.04
4.00,77.53,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,79.76,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,52.09,6.39,0.00,0.00,5.64,0.00,200.74,200.54,0.00,0.00,61.27,0.00,185.79,198.88,185.86,0.00,76.05,73.16,56.82,51.31,63.75,0.00,0.00,0.00,87.88,0.00,111.24,103.79
5.00,77.10,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,79.37,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,44.12,6.39,0.00,0.00,5.64,0.00,199.61,199.41,0.00,0.00,52.09,0.00,185.79,198.88,185.86,0.00,76.05,73.16,53.19,54.06,63.75,0.00,0.00,0.00,87.88,0.00,111.24,92.23
6.00,77.24,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,82.14,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,40.28,6.39,0.00,0.00,5.64,0.00,199.35,199.16,0.00,0.00,45.97,0.00,185.79,198.88,185.86,0.00,76.05,73.16,53.34,54.19,63.75,0.00,0.00,0.00,87.88,0.00,111.24,87.78
7.00,77.41,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,81.83,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,37.57,6.39,0.00,0.00,5.64,0.00,199.60,199.40,0.00,0.00,51.65,0.00,185.79,198.88,185.86,0.00,76.05,73.16,54.77,50.78,63.75,0.00,0.00,0.00,87.88,0.00,111.24,86.71
8.00,78.08,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,89.70,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,42.09,6.39,0.00,0.00,5.64,0.00,199.68,199.48,0.00,0.00,54.95,0.00,185.79,198.88,185.86,0.00,76.05,73.16,55.86,51.53,63.75,0.00,0.00,0.00,87.88,0.00,111.24,103.91
9.00,78.57,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,92.17,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,53.73,6.39,0.00,0.00,5.64,0.00,202.83,202.62,0.00,0.00,59.20,0.00,185.79,198.88,185.86,0.00,76.05,73.16,56.30,51.83,63.75,0.00,0.00,0.00,87.88,0.00,111.24,101.86
10.00,78.57,30.22,67.73,600.01,191.00,5.41,1.32,111.35,19.36,3.99,30.28,10.04,91.42,0.00,3.86,165.35,113.35,133.88,44.45,36.54,247.10,12.68,0.21,6.88,88.00,57.90,6.39,0.00,0.00,5.64,0.00,202.53,202.32,0.00,0.00,48.51,0.00,185.79,198.88,185.86,0.00,76.05,73.16,51.40,57.32,63.75,0.00,0.00,0.00,87.88,0.00,111.24,0.00
