"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.218,0.253,21.995,29.994,0.079,0.111,0.358,0.045,300.000,0.720,0.148,0.816,0.608,0.916,2.646,355.527,0.156,0.201,25.747,0.308,0.578,0.324,0.022,0.030,0.445,0.031
2.000,0.000,0.216,0.246,21.991,29.990,0.077,0.120,0.365,0.045,300.000,0.720,0.148,0.831,0.564,0.910,2.793,355.555,0.162,0.205,25.634,0.316,0.578,0.334,0.025,0.030,0.441,0.031
3.000,0.000,0.215,0.240,21.986,29.987,0.076,0.128,0.373,0.045,300.000,0.720,0.148,0.847,0.538,0.905,2.939,355.584,0.168,0.212,25.521,0.324,0.578,0.340,0.028,0.030,0.442,0.031
4.000,0.000,0.214,0.232,21.981,29.986,0.074,0.134,0.380,0.045,300.000,0.720,0.148,0.862,0.522,0.899,3.085,355.614,0.173,0.218,25.408,0.332,0.578,0.345,0.031,0.030,0.444,0.031
5.000,0.000,0.216,0.223,21.976,29.985,0.073,0.140,0.388,0.045,300.000,0.720,0.148,0.878,0.510,0.893,3.232,355.646,0.179,0.226,25.296,0.341,0.578,0.353,0.035,0.030,0.443,0.031
6.000,0.000,0.218,0.213,21.972,29.983,0.072,0.147,0.395,0.045,300.000,0.720,0.148,0.894,0.502,0.888,3.378,355.677,0.184,0.236,25.183,0.349,0.578,0.363,0.038,0.030,0.440,0.031
7.000,0.000,0.219,0.204,21.967,29.981,0.070,0.154,0.403,0.045,300.000,0.720,0.148,0.909,0.496,0.882,3.445,355.709,0.189,0.246,25.149,0.357,0.578,0.373,0.042,0.030,0.436,0.030
8.000,0.000,0.219,0.195,21.962,29.977,0.069,0.163,0.410,0.045,300.000,0.720,0.148,0.925,0.492,0.876,3.445,355.740,0.194,0.255,25.182,0.365,0.578,0.377,0.045,0.030,0.439,0.030
9.000,0.000,0.219,0.186,21.958,29.971,0.068,0.173,0.418,0.045,300.000,0.720,0.148,0.940,0.489,0.871,3.445,355.768,0.199,0.261,25.216,0.373,0.578,0.382,0.048,0.030,0.440,0.030
10.000,0.000,0.221,0.176,21.953,29.966,0.066,0.183,0.426,0.045,300.000,0.720,0.148,0.956,0.487,0.865,3.445,355.796,0.204,0.266,25.249,0.381,0.578,0.420,0.052,0.030,0.409,0.030
11.000,0.000,0.219,0.169,21.948,29.964,0.065,0.190,0.433,0.045,300.000,0.720,0.148,0.971,0.485,0.860,3.445,355.822,0.208,0.267,25.283,0.389,0.578,0.423,0.054,0.030,0.414,0.031
12.000,0.000,0.218,0.163,21.943,29.966,0.064,0.193,0.432,0.045,300.000,0.720,0.148,0.987,0.484,0.854,3.445,355.852,0.213,0.270,25.316,0.397,0.578,0.425,0.057,0.030,0.418,0.031
13.000,0.000,0.210,0.163,21.955,29.982,0.062,0.183,0.430,0.045,300.000,0.720,0.148,1.081,0.483,0.848,3.445,355.884,0.217,0.270,25.349,0.405,0.578,0.427,0.058,0.030,0.423,0.031
14.000,0.000,0.202,0.164,21.985,30.001,0.061,0.168,0.429,0.045,300.000,0.720,0.148,1.105,0.482,0.843,3.445,355.914,0.221,0.268,25.383,0.413,0.578,0.429,0.057,0.030,0.428,0.031
15.000,0.000,0.194,0.169,22.050,30.021,0.060,0.154,0.427,0.045,300.000,0.720,0.148,1.129,0.482,0.837,3.445,355.946,0.225,0.270,25.416,0.422,0.578,0.431,0.058,0.030,0.433,0.031
16.000,0.000,0.184,0.175,22.131,30.040,0.058,0.139,0.426,0.045,300.000,0.720,0.148,1.146,0.481,0.832,3.445,355.979,0.229,0.270,25.450,0.430,0.578,0.433,0.060,0.030,0.437,0.031
17.000,0.000,0.174,0.177,22.135,30.060,0.057,0.124,0.425,0.045,300.000,0.720,0.148,1.162,0.481,0.826,3.445,355.999,0.233,0.270,25.483,0.438,0.578,0.435,0.060,0.030,0.442,0.031
18.000,0.000,0.165,0.177,22.130,30.073,0.056,0.116,0.423,0.045,300.000,0.720,0.148,1.256,0.481,0.821,3.445,355.995,0.236,0.261,25.517,0.446,0.578,0.437,0.058,0.030,0.447,0.031
19.000,0.000,0.168,0.178,22.125,30.070,0.054,0.124,0.422,0.045,300.000,0.720,0.148,1.349,0.480,0.815,3.445,355.992,0.239,0.253,25.550,0.441,0.578,0.439,0.056,0.030,0.452,0.031
20.000,0.000,0.170,0.180,22.121,30.069,0.053,0.130,0.420,0.045,300.000,0.720,0.148,1.443,0.480,0.809,3.445,355.988,0.243,0.244,25.584,0.437,0.578,0.441,0.053,0.030,0.456,0.031
21.000,0.000,0.181,0.182,22.116,30.063,0.052,0.141,0.411,0.045,300.000,0.720,0.148,1.500,0.480,0.804,3.445,355.984,0.245,0.236,25.617,0.422,0.578,0.443,0.051,0.030,0.461,0.031
22.000,0.000,0.187,0.186,22.111,30.061,0.050,0.148,0.404,0.045,300.000,0.720,0.148,1.500,0.480,0.798,3.445,355.981,0.248,0.227,25.650,0.412,0.578,0.445,0.049,0.030,0.466,0.031
23.000,0.000,0.189,0.189,22.106,30.064,0.049,0.150,0.397,0.045,300.000,0.720,0.148,1.500,0.480,0.793,3.445,355.977,0.251,0.218,25.684,0.407,0.578,0.447,0.047,0.030,0.471,0.031
