"ETAPA \ GENERADOR","KALLPATG1GAS","KALLPATG2GAS","KALLPATG3GAS","KALLPACC1GAS","KALLPACC2GAS","KALLPACC3GAS","KALLPACC12GAS","KALLPACC23GAS","KALLPACC13GAS","KALLPACC123GAS","CHILCA1TG1GAS","CHILCA1TG2GAS","CHILCA1TG3GAS","CHILCA1CC1GAS","CHILCA1CC2GAS","CHILCA1CC3GAS","CHILCA1CC12GAS","CHILCA1CC23GAS","CHILCA1CC13GAS","CHILCA1CC123GAS","AGETG1GAS","AGETG2GAS","MAL2TGN4GAS","MAL3TG5D2","VENT3D2","VENT4D2","VENT3GAS","VENT4GAS","VENTCC3GAS","VENTCC4GAS","VENTCC34GAS","VENTCC3GASFD","VENTCC4GASFD","VENTCC34GASFD","RFILO2TG1D2","RFILO2TG2D2","RFILO2TG3D2","INDEPGAS","OLLEROSTG1GAS","LFLORESTG1GAS","SNTV1R500","SNTV2R500","SNTV3R500","SHCUMMINS","CHILSLZ12R500D2","MOLL123D2","FENIXGT12GAS","FENIXCCGT12GAS","FENIXGT11GAS","FENIXCCGT11GAS","FENIXCCGT11GT12GAS","RECKA TG1  D2","PTOBRVO TG3  D2","PTOBRVO TG1  D2","PTOBRVO TG4  D2","PTOBRVO TG2  D2","FENIXCCGT11GT12D2","CTNEPITG43D2","CTNEPITG42D2","CTNEPITG41D2","RF ETEN TG1  D2","RF ETEN TG2  D2","RF PTO MALDONADO  D2","RF PUCALLPA  D2","CHILCA2 CCOMB TG41  GAS","CHILCA2 TG41  GAS","CHILINA TG  D2","STA ROSA UTI 6  GAS","STA ROSA UTI 5  D2","STA ROSA WEST TG7  D2 CON H2O","STA ROSA UTI 6  D2","STA ROSA UTI 5  GAS","STA ROSA WEST TG7  GAS CON H2O","STA ROSA WEST TG7  GAS","STAROSA TG8 GAS","MALACAS3 TG 5  GAS","OLLEROS CCOMB TG1  GAS","FENIX GT12  D2","FENIX GT11  D2","FENIX CCOMB GT12  D2","FENIX CCOMB GT11  D2","LFLORES CCOMB TG1  GAS","TUMBES MAK 1  D2","TUMBES MAK 2  D2","REFTALARA TV1TV2FXRFG","MAL1TG6D2","MAL1TG6GAS"
1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,3497.514,0.000,0.000,0.000,0.000,0.000,0.000,6982.415,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,3347.475,4150.264,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,1996.205,0.000,0.000,10437.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,3335.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,3497.514,0.000,0.000,0.000,0.000,0.000,0.000,6982.415,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,4279.361,4150.264,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,1996.205,0.000,0.000,10437.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,3350.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,3228.485,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,3105.052,4150.264,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,2319.226,0.000,0.000,10437.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,2686.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,1202.566,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,3533.881,4150.264,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,2319.226,0.000,0.000,10437.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,3325.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,1202.566,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,4279.361,2359.409,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,2699.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,3578.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10113.536,0.000,1642.994,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,3834.951,2359.409,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,2699.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1611.860,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,4215.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10187.206,0.000,1642.994,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1981.876,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,4279.364,2359.409,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,2699.561,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1611.860,0.000,1473.437,0.000,0.000,0.000,1047.257,0.000,0.000,4215.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10187.206,0.000,2052.724,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,3841.852,2359.409,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,3879.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1611.860,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,4215.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10187.206,0.000,2052.724,0.000,0.000,0.000,0.000,0.000,0.000,7637.769,0.000,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,4279.364,2359.409,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,3879.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1611.860,0.000,1400.314,0.000,0.000,0.000,1047.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10187.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11136.873,0.000,1666.837,0.000,0.000,0.000,0.000,3139.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,390.482,0.000,2731.833,0.000,0.000,0.000,0.000,0.000,0.000,3672.975,0.000,0.000,3879.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1106.110,0.000,0.000,0.000,1047.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.332
