"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,14.86,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,9.96,29.93,0.00,4.00,15.41,4.00,16.78,9.50,10.00,13.66,1.40,0.00,16.13,41.33,2.25,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,57.32,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.56,10.93,18.90,0.00,0.00,0.00,1.00,47.58,51.47,5.97,2.95,0.00,68.45,52.28,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
2.00,0.00,14.86,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,9.96,29.93,0.00,4.00,15.41,4.00,16.78,9.50,10.00,13.66,1.40,0.00,16.13,41.33,2.25,26.80,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,57.32,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.56,10.93,18.90,0.00,0.00,0.00,1.00,47.58,51.47,5.97,2.95,0.00,68.45,52.28,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
3.00,0.00,15.18,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,11.06,28.32,0.00,4.00,15.41,4.00,16.78,9.50,10.00,13.66,1.40,0.00,15.64,39.53,2.25,26.90,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,56.72,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.27,10.84,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,67.11,53.22,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
4.00,0.00,15.01,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,11.72,26.44,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,15.01,37.70,2.25,27.00,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,51.08,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.28,11.03,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,65.63,46.54,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
5.00,0.00,15.24,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,12.44,24.86,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,14.31,35.77,2.25,27.10,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,46.20,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.30,11.22,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,63.67,40.14,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
6.00,0.00,15.27,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,13.36,24.18,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,13.41,33.53,2.25,27.10,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,43.59,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.38,11.43,18.90,0.00,0.00,0.00,1.00,38.33,42.09,4.73,2.24,0.00,60.28,34.61,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
7.00,0.00,16.25,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,14.22,23.67,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.71,31.62,2.25,27.00,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,41.56,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.36,11.59,18.90,0.00,0.00,0.00,1.00,43.51,50.23,5.17,2.24,0.00,57.55,30.27,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
8.00,0.00,16.68,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,14.93,23.68,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.56,30.65,2.25,27.10,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,41.23,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.09,11.61,18.90,0.00,0.00,0.00,1.00,43.51,50.23,5.17,2.24,0.00,56.80,29.50,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
9.00,0.00,16.71,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,15.66,24.01,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.47,30.05,2.25,27.20,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,40.96,7.50,17.56,3.00,10.80,0.00,4.00,2.40,6.92,11.61,18.90,0.00,0.00,0.00,1.00,43.51,50.23,5.17,2.24,0.00,55.99,28.88,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
10.00,0.00,16.73,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.00,0.00,11.22,0.00,5.60,16.47,25.28,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.56,30.55,2.25,27.20,8.00,18.05,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,40.84,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.09,11.59,18.90,0.00,0.00,0.00,1.00,43.51,50.23,5.17,2.24,0.00,54.99,28.75,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
11.00,0.02,17.01,0.00,0.00,4.20,8.30,7.20,6.30,1.78,0.00,2.50,0.00,0.38,0.28,11.22,0.00,5.60,17.08,26.37,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.16,12.77,31.11,2.25,27.20,8.00,18.05,3.26,17.07,0.72,0.60,19.51,19.51,19.51,1.20,41.10,7.50,17.56,3.00,10.80,0.00,4.00,2.40,7.45,11.67,19.00,0.00,0.00,0.00,1.00,31.50,34.02,4.07,2.24,2.82,54.85,29.07,0.00,2.00,0.38,11.39,11.00,37.00,24.00,0.00,0.52
