"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,0.00,13.87,0.00,14.00,1.45,7.70,5.80,4.90,1.40,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,8.90,23.00,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,13.43,38.57,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,37.00,9.90,10.00,3.00,10.80,8.18,6.30,2.40,2.50,3.60,18.00,0.00,0.00,0.00,1.23,54.96,61.51,1.45,4.79,0.00,57.05,27.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00
2.00,0.00,13.84,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,13.41,23.74,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,15.10,38.16,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,37.50,9.90,10.00,3.00,10.80,8.18,6.30,2.40,3.89,4.83,18.00,0.00,0.00,0.00,1.23,50.21,65.12,1.11,1.54,0.00,66.83,27.64,0.00,2.00,0.00,0.00,11.00,0.00,23.00
3.00,0.00,14.25,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,14.63,24.14,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,14.48,36.39,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,33.48,9.90,10.00,3.00,10.80,8.18,6.30,2.40,4.38,5.80,18.00,0.00,0.00,0.00,1.23,50.11,63.70,1.02,1.56,0.00,66.07,26.11,0.00,2.00,0.00,0.00,11.00,0.00,23.00
4.00,0.00,14.59,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,15.65,25.08,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,13.98,35.08,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,30.04,9.90,10.00,3.00,10.80,8.18,6.30,2.40,4.67,6.62,18.00,0.00,0.00,0.00,1.23,50.03,62.54,0.97,1.65,0.00,65.34,24.95,0.00,2.00,0.00,0.00,11.00,0.00,23.00
5.00,0.00,14.93,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,16.69,25.96,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,13.87,34.81,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,31.78,9.90,10.00,3.00,10.80,8.18,6.30,2.40,5.13,7.80,18.00,0.00,0.00,0.00,1.23,50.01,61.07,0.97,1.71,0.00,64.76,26.44,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,14.72,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,17.74,26.81,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,13.88,34.88,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.24,9.90,10.00,3.00,10.80,8.18,6.30,2.40,5.64,9.10,18.00,0.00,0.00,0.00,1.23,50.01,59.50,0.98,1.76,0.00,64.22,28.82,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,15.43,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,18.59,25.96,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,14.14,35.71,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,37.81,9.90,10.00,3.00,10.80,8.18,6.30,2.40,6.36,10.16,18.00,0.00,0.00,0.00,1.23,47.83,58.33,0.90,1.62,0.00,64.72,31.88,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,15.67,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,19.38,24.54,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,14.48,36.81,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,40.09,9.90,10.00,3.00,10.80,8.18,6.30,2.40,7.15,11.15,18.00,0.00,0.00,0.00,1.23,44.92,57.31,0.79,1.43,0.00,65.56,35.16,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,15.88,0.00,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.00,0.00,13.66,0.00,0.00,19.77,22.84,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,14.82,37.69,1.95,28.12,10.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,43.95,9.90,10.00,3.00,10.80,8.18,6.30,2.40,7.34,11.41,18.00,0.00,0.00,0.00,1.23,42.05,55.61,0.69,1.28,0.00,66.78,38.16,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.01,16.06,0.04,14.00,1.45,7.70,5.80,4.90,1.20,0.40,3.30,20.33,0.06,0.07,13.66,0.00,0.00,20.03,21.04,0.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,0.00,15.15,38.50,1.95,28.12,10.00,13.17,1.88,17.95,0.47,0.60,19.51,19.51,19.51,1.20,48.34,9.90,10.00,3.00,10.80,8.18,6.30,2.40,7.34,11.44,18.00,0.00,0.00,0.00,1.23,39.21,53.68,0.59,1.13,1.49,68.13,41.07,0.00,2.00,0.16,0.00,11.00,0.00,23.00
