"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,26.94,20.73,20.73,20.73,0.00,111.62,151.15,0.00,0.00,31.09,49.44,43.00,34.44,0.00,0.00,0.00,0.00,20.73,0.00,0.00,202.13,20.34,2.98,10.83,10.81,5.06
2.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,20.73,20.73,20.73,20.73,0.00,187.44,0.00,0.00,0.00,36.56,53.27,43.98,34.44,0.00,0.00,0.00,0.00,20.73,0.00,0.00,202.13,20.34,2.98,21.65,0.00,5.06
3.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,20.73,20.73,26.94,0.00,0.00,187.44,0.00,0.00,0.00,31.09,47.12,42.34,34.44,0.00,0.00,0.00,0.00,20.73,0.00,0.00,202.13,20.34,2.98,21.65,0.00,5.06
4.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,26.94,20.73,0.00,0.00,0.00,187.44,0.00,0.00,0.00,45.00,51.73,43.70,34.44,0.00,0.00,0.00,0.00,20.73,0.00,0.00,202.13,20.34,2.98,0.00,21.65,5.06
5.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,26.94,20.73,0.00,0.00,0.00,142.67,0.00,0.00,0.00,31.09,45.69,41.95,34.44,0.00,0.00,0.00,0.00,20.73,0.00,20.73,202.13,20.34,2.98,21.65,0.00,5.06
6.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,7.62,3.03,3.83,0.00,0.00,20.73,20.73,26.94,0.00,0.00,140.63,0.00,0.00,0.00,33.74,46.18,46.27,34.44,0.00,0.00,0.00,0.00,20.73,0.00,20.73,202.13,20.34,2.98,10.83,10.81,5.06
7.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,12.69,3.03,5.00,0.00,0.00,29.04,0.00,21.18,21.18,0.00,102.95,0.00,0.00,0.00,73.81,49.53,42.92,34.44,0.00,0.00,0.00,0.00,20.73,0.00,20.73,202.13,20.34,2.98,0.00,21.65,5.06
8.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,44.98,3.03,12.43,0.00,0.00,48.00,0.00,31.28,51.37,0.00,146.42,0.00,0.00,0.00,75.00,51.18,41.26,34.44,0.00,0.00,0.00,0.00,20.73,0.00,20.73,202.13,20.34,2.98,21.65,0.00,5.06
9.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,77.04,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,76.45,3.03,19.68,0.00,0.00,23.19,0.00,23.19,67.00,0.00,187.44,0.00,0.00,0.00,75.93,48.65,48.60,34.44,0.00,0.00,0.00,0.00,20.73,0.00,51.74,202.13,20.34,2.98,10.83,10.81,5.06
10.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,0.00,40.07,3.03,11.30,0.00,0.00,26.94,0.00,43.66,43.46,0.00,196.19,0.00,0.00,0.00,62.80,51.18,41.26,34.44,0.00,0.00,0.00,0.00,20.73,0.00,90.27,202.13,20.34,2.98,20.70,0.00,5.06
11.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,9.00,32.18,3.03,9.49,0.00,0.00,62.40,0.00,22.04,22.04,0.00,122.98,0.00,1.35,0.00,58.81,46.23,46.21,34.44,0.00,10.36,0.00,0.00,20.73,0.00,29.24,202.13,20.34,2.98,21.65,0.00,5.06
12.00,72.37,29.81,66.81,649.07,210.14,7.36,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,0.00,6.88,87.26,26.00,6.39,9.00,7.62,3.03,3.83,0.00,0.00,26.94,0.00,20.73,20.73,0.00,136.27,75.42,1.35,0.00,52.85,43.25,44.39,34.44,0.00,10.36,0.00,0.00,20.73,0.00,44.65,202.13,20.34,2.98,21.65,0.00,5.06
13.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,15.46,6.88,87.26,26.00,6.39,9.00,16.88,3.03,5.97,0.00,0.00,26.23,0.00,26.23,45.36,0.00,162.05,87.44,1.35,0.00,52.85,51.18,41.26,34.44,0.00,10.36,0.00,0.00,20.73,50.82,27.29,202.13,20.34,2.98,21.65,0.00,5.06
14.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,0.00,84.34,15.46,6.88,87.26,26.00,6.39,9.00,27.32,3.03,8.37,0.00,0.00,23.29,30.24,36.22,30.26,0.00,165.92,99.72,1.35,67.36,31.09,51.18,41.26,34.44,0.00,10.36,0.00,0.00,20.73,52.33,25.78,202.13,20.34,2.98,21.65,0.00,5.06
15.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,4.15,84.34,15.46,6.88,87.26,26.00,6.39,9.00,58.52,3.03,15.55,0.00,0.00,26.69,58.35,26.69,58.56,0.00,187.44,0.00,2.02,67.36,31.09,51.18,41.27,34.44,0.00,10.36,10.36,0.00,20.73,39.75,38.36,202.13,20.34,2.98,21.65,0.00,5.06
16.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,4.15,84.34,15.46,6.88,87.26,26.00,6.39,9.00,64.31,3.03,16.88,0.00,0.00,22.69,66.07,22.69,66.30,0.00,172.86,0.00,2.02,67.36,31.09,45.95,46.49,34.44,0.00,10.36,10.36,0.00,20.73,20.73,66.32,202.13,20.34,2.98,21.65,0.00,5.06
17.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,25.82,84.34,15.46,6.88,87.26,26.00,6.39,9.00,68.08,3.03,17.75,0.00,0.00,24.30,66.77,24.30,67.00,0.00,196.19,0.00,2.03,67.36,45.00,49.23,43.23,34.44,0.00,10.44,10.44,0.00,20.73,20.73,59.16,202.13,20.34,2.98,21.65,0.00,5.06
18.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,45.00,84.34,15.46,6.88,87.26,26.00,6.39,9.00,69.52,3.03,18.08,0.00,0.00,56.80,34.35,67.55,34.38,0.00,196.19,0.00,2.51,67.36,59.07,49.21,43.22,34.44,0.00,14.10,14.10,20.73,20.73,20.73,46.67,202.13,20.34,2.98,21.65,0.00,5.06
19.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,25.22,84.34,15.46,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,0.00,67.18,66.77,67.55,67.00,0.00,0.00,0.00,4.63,73.08,61.06,54.29,42.96,34.44,0.00,30.41,30.40,0.00,20.73,96.21,20.73,202.13,20.34,2.98,21.65,0.00,5.06
20.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,24.87,84.34,15.46,6.88,87.26,26.00,6.39,9.00,73.03,3.03,18.89,0.00,0.00,28.80,53.37,60.87,53.55,0.00,126.69,0.00,2.02,67.36,31.09,48.00,39.64,34.44,0.00,10.36,10.36,20.73,20.73,83.37,58.63,202.13,20.34,2.98,21.65,0.00,5.06
21.00,54.69,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,36.83,84.34,15.46,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,0.00,26.94,66.77,67.55,67.00,0.00,117.55,0.00,2.46,67.36,31.09,20.73,26.94,34.44,0.00,27.48,0.00,20.73,0.00,29.07,109.68,202.13,20.34,2.98,21.65,0.00,5.06
22.00,52.79,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,38.30,84.34,15.46,6.88,87.26,26.00,6.39,9.00,75.73,3.03,19.51,0.00,0.00,56.68,52.18,67.55,52.34,0.00,121.96,0.00,1.35,67.36,31.09,20.73,26.94,34.44,0.00,10.36,0.00,20.73,0.00,20.79,74.06,202.13,20.34,2.98,21.65,0.00,5.06
23.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,45.00,84.34,15.46,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,0.00,60.87,0.00,0.00,0.00,0.00,83.62,0.00,2.65,69.68,35.69,57.25,45.66,34.44,0.00,30.41,0.00,20.73,0.00,63.36,85.65,202.13,20.34,2.98,21.65,0.00,5.06
24.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,23.37,84.34,15.46,6.88,87.26,26.00,6.39,9.00,76.43,3.03,19.67,0.00,0.00,60.87,0.00,0.00,0.00,0.00,106.96,0.00,1.35,67.36,0.00,43.84,43.80,34.44,0.00,10.36,0.00,20.73,0.00,79.56,43.22,202.13,20.34,2.98,21.65,0.00,5.06
25.00,72.37,29.81,66.81,649.07,210.14,0.00,4.81,100.47,18.18,1.72,9.38,50.00,7.10,3.81,162.51,111.81,90.01,30.11,84.34,15.46,6.88,87.26,26.00,6.39,9.00,76.45,3.03,19.68,0.00,0.00,67.18,0.00,0.00,0.00,0.00,131.50,89.76,1.49,67.36,0.00,49.40,47.85,34.44,0.00,12.49,0.00,20.73,20.73,46.42,108.75,202.13,20.34,2.98,21.65,0.00,5.06
