"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,17.86,20.90,18.37,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.05,18.46,12.68,0.00,0.00,9.74,69.80,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.82,18.13,61.94,2.30,26.00,4.00,16.10,140.51,17.95,39.19,0.60,19.51,19.51,19.51,1.20,46.48,12.88,19.51,6.00,10.80,6.71,5.80,2.40,11.06,13.20,18.90,0.00,0.00,0.91,1.00,63.45,61.90,5.90,3.70,111.56,81.37,52.96,0.40,2.00,80.00,249.52,11.00,204.00,1.23,23.00
2.00,17.88,20.43,18.40,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,17.61,18.56,12.68,0.00,0.00,15.10,72.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.85,18.42,64.60,2.30,26.00,4.00,16.10,137.20,17.95,39.08,0.60,19.51,19.51,19.51,1.20,57.76,12.88,19.51,6.00,10.80,6.71,5.80,2.40,10.52,12.79,18.90,0.00,0.00,0.93,1.00,67.83,65.32,6.50,4.26,111.65,85.87,62.20,0.40,2.00,80.00,248.16,11.00,204.00,1.23,23.00
3.00,17.70,20.07,18.13,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,17.14,18.61,12.68,0.00,0.00,12.15,73.90,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.86,18.96,67.07,2.30,25.60,4.00,16.10,142.54,17.95,38.93,0.60,19.51,19.51,19.51,1.20,74.95,12.88,19.51,6.00,10.80,6.71,5.80,2.40,9.97,12.33,18.90,0.00,0.00,0.92,1.00,70.73,68.93,7.00,4.85,111.54,88.94,76.38,0.40,2.00,80.00,249.62,11.00,204.00,1.23,23.00
4.00,17.14,19.64,17.38,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,17.33,18.60,12.68,0.00,0.00,12.29,74.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.85,19.41,69.02,2.30,25.30,4.00,16.10,144.44,17.95,38.74,0.60,19.51,19.51,19.51,1.20,90.61,12.88,19.51,6.00,10.80,6.71,5.80,2.40,9.39,11.74,18.90,0.00,0.00,0.92,1.00,73.30,71.91,7.70,5.54,111.44,91.32,89.88,0.30,2.00,80.00,250.40,11.00,204.00,1.11,23.00
5.00,15.73,19.54,15.92,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.19,18.54,12.68,0.00,0.00,12.47,75.00,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.73,19.64,69.41,2.30,25.90,4.00,16.10,144.47,17.95,38.69,0.60,19.51,19.51,19.51,1.20,101.65,12.88,19.51,6.00,10.80,6.71,5.80,2.40,8.64,10.88,18.90,0.00,0.00,0.92,1.00,74.87,72.97,8.40,6.20,111.52,91.59,101.32,0.20,2.00,80.00,250.40,11.00,204.00,0.99,23.00
6.00,13.92,19.28,14.72,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.75,18.61,12.68,0.00,0.00,12.76,74.50,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.69,19.81,69.69,2.30,25.90,4.00,16.10,144.48,17.95,38.54,0.60,19.51,19.51,19.51,1.20,111.30,12.88,19.51,6.00,10.80,6.71,5.80,2.40,7.38,9.19,18.90,0.00,0.00,0.77,1.00,76.01,73.84,8.40,6.77,111.39,91.25,111.47,0.20,2.00,80.00,250.40,11.00,204.00,0.86,23.00
7.00,12.10,19.71,13.51,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.71,18.59,12.68,0.00,0.00,13.05,73.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.61,19.85,69.62,2.30,25.90,4.00,16.10,144.48,17.95,38.19,0.60,19.51,19.51,19.51,1.20,116.77,12.88,19.51,6.00,10.80,6.71,5.80,2.40,6.15,7.57,18.90,0.00,0.00,0.75,1.00,75.85,74.11,8.30,7.16,110.73,89.04,117.74,0.10,2.00,79.99,250.19,11.00,204.00,0.74,23.00
8.00,10.89,19.76,11.74,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.20,18.40,12.68,0.00,0.00,13.36,73.50,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.43,19.90,69.68,2.30,25.90,4.00,16.10,144.47,17.95,37.40,0.60,19.51,19.51,19.51,1.20,121.31,12.88,19.51,6.00,10.80,6.71,5.80,2.40,5.03,6.11,18.90,0.00,0.00,0.70,1.00,75.91,74.45,8.10,6.96,109.44,87.00,123.08,0.10,2.00,79.96,246.97,11.00,203.40,0.62,23.00
9.00,9.70,19.66,10.08,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,16.96,18.00,12.68,0.00,0.00,13.73,73.70,4.60,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.98,20.02,70.16,2.30,25.90,4.00,16.10,143.80,17.95,35.86,0.60,19.51,19.51,19.51,1.20,123.03,12.88,19.51,6.00,10.80,6.71,5.80,2.40,4.12,4.86,18.90,0.00,0.00,0.59,1.00,76.64,74.98,7.80,6.75,106.19,85.47,125.63,0.10,2.00,79.45,238.25,11.00,197.40,0.49,23.00
10.00,7.73,19.79,8.15,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,15.33,17.17,12.68,0.00,0.00,14.26,73.30,6.80,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.22,20.06,70.17,2.30,25.90,4.00,16.10,139.31,17.95,33.33,0.60,19.51,19.51,19.51,1.20,124.38,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.81,4.24,18.90,0.00,0.00,0.43,1.00,77.29,75.19,7.60,6.49,100.37,83.83,127.35,0.10,2.00,76.14,221.98,11.00,181.70,0.37,23.00
11.00,4.58,19.63,4.64,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,11.19,15.52,12.68,0.00,0.00,14.86,72.90,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.61,19.89,68.79,2.30,26.00,4.00,16.10,113.04,17.95,27.79,0.60,19.51,19.51,19.51,1.20,124.58,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.59,3.74,18.90,0.00,0.00,0.37,1.00,77.72,74.40,7.30,6.22,87.38,81.82,126.59,0.10,2.00,64.68,188.55,11.00,147.60,0.25,23.00
12.00,2.03,19.32,1.90,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,1.70,11.93,12.68,0.00,0.00,15.69,70.50,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.37,19.79,67.43,2.30,26.10,4.00,16.10,68.47,17.95,17.15,0.60,19.51,19.51,19.51,1.20,124.46,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.62,3.55,18.90,0.00,0.00,0.25,1.00,77.44,74.07,6.80,5.89,59.42,80.53,125.05,0.00,2.00,42.07,141.66,11.00,90.90,0.12,23.00
13.00,0.52,19.40,0.13,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,6.90,12.68,0.00,0.00,16.27,67.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,4.15,19.92,66.16,2.30,26.30,4.00,16.10,29.97,17.95,7.05,0.60,19.51,19.51,19.51,1.20,123.36,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.52,3.30,18.90,0.00,0.00,0.09,1.00,75.04,75.08,6.20,5.53,27.40,81.39,121.19,0.00,2.00,16.84,82.03,11.00,34.30,0.06,23.00
14.00,0.07,20.06,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,2.55,12.68,0.00,0.00,16.10,64.40,7.60,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.95,20.08,64.73,2.30,26.40,4.00,16.10,10.28,17.95,2.28,0.60,19.51,19.51,19.51,1.20,121.47,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.04,2.86,18.90,0.00,0.00,0.04,1.00,72.42,76.23,5.80,5.06,9.38,81.84,116.33,0.00,2.00,5.14,20.73,11.00,7.40,0.00,23.00
15.00,0.00,19.99,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,0.42,12.68,0.00,0.00,15.76,61.00,7.50,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.08,20.32,62.88,2.30,26.60,4.00,16.10,1.28,17.95,0.22,0.60,19.51,19.51,19.51,1.20,117.20,12.88,19.51,6.00,10.80,6.71,5.80,2.40,2.52,2.33,18.90,0.00,0.00,0.00,1.00,69.16,77.75,5.50,4.62,0.85,81.06,108.49,0.00,2.00,0.65,0.00,11.00,0.00,0.00,23.00
16.00,0.00,20.05,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,0.00,12.68,0.00,0.00,14.91,54.70,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,20.29,60.52,2.30,26.70,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,110.50,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.90,1.54,18.90,0.00,0.00,0.00,1.00,66.59,79.28,5.30,4.24,0.00,79.77,98.53,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
17.00,0.00,20.77,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,0.00,12.68,0.00,0.00,14.21,47.40,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,19.40,56.67,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,96.50,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.36,0.91,18.90,0.00,0.00,0.00,1.00,66.12,80.82,5.10,3.84,0.00,76.98,82.19,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
