"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,21.51,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.00,34.00,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,22.06,61.16,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,77.00,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.00,0.00,18.00,0.00,0.00,2.00,1.00,97.34,100.27,10.00,7.23,0.00,75.86,74.00,0.00,2.00,0.00,0.00,19.42,0.00,11.00
2.00,0.00,21.79,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.63,32.14,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.42,70.26,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,85.45,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.91,0.96,18.00,0.00,0.00,2.00,1.00,60.92,78.48,3.09,4.31,0.00,98.12,82.61,0.00,2.00,0.00,0.00,19.42,0.00,11.00
3.00,0.00,22.29,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.39,30.90,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.12,69.29,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,87.56,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.92,1.04,18.00,0.00,0.00,2.00,1.00,61.19,78.30,3.12,4.31,0.00,97.99,86.64,0.00,2.00,0.00,0.00,19.42,0.00,11.00
4.00,0.00,22.50,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.23,29.50,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,23.61,68.01,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,90.30,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.90,1.10,18.00,0.00,0.00,2.00,1.00,61.33,78.22,3.14,4.31,0.00,97.60,91.09,0.00,2.00,0.00,0.00,19.42,0.00,11.00
5.00,0.00,22.61,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.37,29.05,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,23.81,67.54,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,94.17,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.90,1.27,18.00,0.00,0.00,2.00,1.00,62.42,78.44,3.26,4.55,0.00,98.26,95.76,0.00,2.00,0.00,0.00,19.42,0.00,11.00
6.00,0.00,22.28,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.63,28.92,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.25,67.36,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,98.42,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,0.92,1.47,18.00,0.00,0.00,2.00,1.00,63.83,78.75,3.43,4.87,0.00,99.27,100.50,0.00,2.00,0.00,0.00,19.42,0.00,11.00
7.00,0.00,22.42,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.83,29.71,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.56,67.45,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,101.65,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,1.05,2.17,18.00,0.00,0.00,2.00,1.00,65.02,79.40,3.59,5.20,0.00,100.20,102.92,0.00,2.00,0.00,0.00,19.42,0.00,11.00
8.00,0.00,22.61,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,16.02,30.81,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.82,67.64,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,104.55,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,1.22,3.03,18.00,0.00,0.00,2.00,1.00,66.13,80.15,3.76,5.53,0.00,101.10,104.57,0.00,2.00,0.00,0.00,19.42,0.00,11.00
9.00,0.00,22.56,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,6.80,15.71,32.07,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.72,67.21,0.00,27.00,19.42,17.48,0.00,17.96,0.00,0.60,11.65,12.14,12.14,2.40,105.91,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,1.68,3.93,18.00,0.00,0.00,2.00,1.00,66.47,80.80,3.79,5.67,0.00,102.04,106.94,0.00,2.00,0.00,0.00,19.42,0.00,11.00
10.00,0.00,22.10,0.00,14.00,2.90,6.90,6.00,12.82,3.35,0.40,3.50,19.00,0.02,0.00,15.53,0.00,6.80,15.24,33.39,0.00,4.00,5.00,4.50,18.93,18.93,19.42,19.42,1.40,0.00,24.51,66.57,0.00,27.00,19.42,17.48,0.03,17.96,0.01,0.60,11.65,12.14,12.14,2.40,106.75,12.62,10.19,0.00,7.00,10.80,8.24,17.48,1.20,2.23,4.84,18.00,0.00,0.00,2.00,1.00,66.56,81.42,3.78,5.73,0.05,102.99,109.55,0.00,2.00,0.00,0.00,19.42,0.00,11.00
