"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.78,29.95,67.13,598.22,194.61,6.19,3.05,83.44,18.62,0.63,16.00,14.92,15.46,5.13,2.82,119.05,54.98,65.00,32.63,34.48,80.82,14.14,1.97,6.88,65.05,0.00,0.00,9.00,43.46,4.43,10.05,0.00,0.00,0.00,67.10,67.88,67.33,0.00,0.00,0.00,2.67,0.00,45.00,36.49,39.25,27.02,30.67,0.00,0.00,0.00,87.27,94.90,97.89,101.60
2.00,65.78,29.95,67.13,603.75,196.41,6.19,3.05,83.44,18.62,0.63,16.00,14.92,15.46,5.13,2.82,119.05,57.34,65.00,32.63,25.91,80.82,14.14,1.97,6.88,65.05,0.00,0.00,9.00,49.77,4.43,11.51,0.00,0.00,0.00,67.10,67.88,25.33,0.00,0.00,0.00,2.67,0.00,45.00,38.59,37.16,27.02,30.67,0.00,0.00,0.00,87.27,20.62,61.03,101.60
3.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,35.10,5.13,2.82,119.05,61.59,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,22.59,0.00,0.00,0.00,2.67,0.00,45.00,39.41,41.14,27.02,30.67,0.00,0.00,0.00,87.27,20.62,110.22,101.60
4.00,65.78,29.95,67.13,599.35,194.98,6.19,3.05,83.44,18.62,0.63,16.00,14.92,63.04,5.13,2.82,119.05,64.61,65.00,26.80,34.48,80.82,17.17,1.97,6.88,65.05,0.00,0.00,9.00,66.63,4.43,15.41,0.00,0.00,0.00,67.10,67.88,22.59,0.00,72.84,0.00,2.33,0.00,45.00,35.43,38.54,27.02,25.53,0.00,0.00,0.00,87.27,20.62,110.22,101.60
5.00,65.78,29.95,67.13,608.98,198.11,6.19,3.05,83.44,18.62,0.63,16.00,14.92,80.53,5.13,2.82,119.05,68.39,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,0.00,9.00,65.15,4.43,15.07,0.00,0.00,0.00,67.10,67.88,22.59,0.00,101.68,0.00,2.38,0.00,45.00,34.68,38.03,27.02,26.18,0.00,0.00,0.00,87.27,20.62,104.34,101.60
6.00,65.78,29.95,67.13,619.14,201.42,6.19,3.05,83.44,18.62,0.63,16.00,14.92,81.71,5.13,2.82,119.05,70.44,65.00,26.80,34.48,80.82,17.17,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,22.59,108.46,114.85,0.00,1.91,0.00,45.00,39.41,41.14,27.02,18.93,0.00,0.00,0.00,87.27,20.62,0.00,101.60
7.00,65.78,29.95,67.13,587.72,191.19,6.19,3.05,83.44,18.62,0.63,16.00,14.92,81.71,5.13,2.82,119.05,70.44,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.00,69.66,4.43,16.11,0.00,0.00,0.00,67.10,67.88,22.59,127.91,136.06,0.00,1.46,0.00,45.00,35.11,38.32,27.02,12.09,0.00,0.00,0.00,87.27,20.62,110.22,101.60
8.00,65.78,29.95,67.13,591.27,192.35,6.19,3.05,83.44,18.62,0.63,16.00,14.92,81.71,5.13,2.82,119.05,70.44,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.00,75.99,4.43,17.58,0.00,0.00,0.00,67.10,67.88,22.59,149.20,160.17,0.00,2.35,0.00,45.00,35.00,38.25,27.02,25.70,0.00,0.00,0.00,87.27,20.62,110.22,101.60
9.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,105.72,5.13,2.82,119.05,88.33,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,22.59,184.17,197.14,0.00,2.67,0.00,45.00,36.49,39.25,27.02,30.67,0.00,0.00,0.00,87.27,20.62,110.22,101.60
10.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,142.31,5.13,2.82,119.05,109.20,65.00,32.63,28.65,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.98,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,22.59,184.17,197.14,0.00,2.74,0.00,48.54,36.85,39.49,27.02,30.67,0.00,0.00,0.00,87.27,20.62,110.22,101.60
