"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,56.99,29.81,66.81,600.68,194.47,7.71,5.18,94.71,18.53,0.86,20.02,49.80,7.14,3.83,111.78,14.78,82.23,18.00,92.00,15.11,6.88,60.79,0.00,6.39,0.00,32.40,3.90,8.84,0.00,145.08,60.97,60.59,0.00,55.15,0.00,96.24,0.00,0.00,67.36,52.85,0.00,58.29,30.04,10.36,10.36,10.36,32.62,0.00,0.00,48.84,10.36,5.08,20.30,21.99,0.00,5.06
2.00,61.19,29.81,66.81,600.68,194.47,7.71,5.18,97.10,18.53,0.86,20.02,49.80,7.14,3.83,111.78,20.26,85.15,18.00,92.00,15.11,6.88,60.79,0.00,6.39,0.00,32.05,3.90,8.76,0.00,145.08,48.57,65.12,0.00,27.19,0.00,196.19,0.00,0.00,67.36,45.00,32.14,31.99,30.04,10.36,10.36,10.36,20.73,0.00,0.00,20.73,10.36,5.08,20.30,11.01,10.98,5.06
3.00,72.37,29.81,66.81,600.68,194.47,7.71,5.18,101.06,18.53,0.86,20.02,49.80,7.14,3.83,111.78,23.95,90.00,0.00,92.00,15.11,6.88,60.79,0.00,6.39,0.00,53.08,3.90,13.60,0.00,145.08,26.38,0.00,0.00,26.38,0.00,168.04,0.00,0.00,67.36,52.85,42.17,45.47,30.04,13.71,13.71,13.71,26.56,0.00,0.00,109.69,10.36,5.08,20.30,11.01,10.98,5.06
4.00,78.57,29.81,66.81,600.68,194.47,7.71,5.18,101.06,18.53,0.86,20.02,49.80,7.14,3.83,111.78,34.22,90.00,18.00,92.00,15.11,6.88,60.79,0.00,6.39,0.00,79.46,3.90,19.68,0.00,151.50,27.06,0.00,0.00,27.06,0.00,155.88,0.00,0.00,67.36,31.09,63.96,44.17,30.04,22.22,22.15,22.15,70.50,20.73,0.00,78.28,10.36,5.08,20.30,21.99,0.00,5.06
5.00,78.57,29.81,66.81,600.68,194.47,7.71,5.18,101.06,18.53,0.86,20.02,49.80,7.14,3.83,111.78,45.65,90.00,12.03,92.00,15.11,6.88,60.79,16.00,6.39,0.00,79.46,3.90,19.68,0.00,154.88,67.18,0.00,0.00,26.94,0.00,122.38,0.00,0.00,70.61,45.37,53.04,59.90,30.04,20.49,20.44,20.44,20.73,68.71,109.73,109.69,19.36,5.08,20.30,11.01,10.98,5.06
6.00,78.57,29.81,66.81,600.68,194.47,7.71,5.18,101.06,18.53,0.86,20.02,60.01,7.14,3.83,111.78,51.85,90.00,14.97,92.00,15.11,6.88,60.79,36.00,6.39,0.00,79.46,3.90,19.68,0.00,151.60,53.14,52.89,53.37,53.03,0.00,90.35,0.00,0.00,71.20,62.30,57.43,50.70,30.04,16.42,16.41,16.41,20.73,62.39,109.73,100.52,44.88,5.08,20.30,21.99,0.00,5.06
7.00,76.39,29.81,66.81,600.68,194.47,7.71,5.18,100.43,18.53,0.86,20.02,135.17,7.14,3.83,111.78,61.58,89.23,0.00,92.00,15.11,6.88,60.79,36.00,6.39,0.00,69.70,3.90,17.43,0.00,145.08,38.96,31.92,20.73,31.94,159.79,196.19,0.00,0.00,67.36,31.09,60.42,42.19,30.04,17.25,17.23,17.23,28.71,0.00,105.01,63.30,77.44,5.08,20.30,11.01,10.98,5.06
8.00,70.68,29.81,66.81,600.68,194.47,7.71,5.18,95.33,18.53,0.86,20.02,141.62,7.14,3.83,111.78,66.76,82.99,0.00,92.00,15.11,6.88,60.79,36.00,6.39,0.00,58.58,3.90,14.87,0.00,145.08,56.44,23.78,56.72,56.31,180.23,177.43,0.00,0.00,0.00,61.06,51.78,36.37,30.04,10.36,10.36,10.36,20.73,0.00,58.78,32.03,85.75,5.08,20.30,11.01,10.98,5.06
9.00,56.47,29.81,66.81,600.68,194.47,7.71,5.18,86.10,18.53,0.86,20.02,141.62,7.14,3.83,111.78,68.05,71.71,0.00,92.00,15.11,6.88,60.79,36.00,6.39,0.00,76.61,3.90,19.02,0.00,224.84,67.18,66.77,47.02,20.73,143.36,102.48,143.41,0.00,0.00,70.11,0.00,52.17,30.04,11.79,11.79,11.79,41.05,0.00,37.07,109.69,91.08,5.08,20.30,21.99,0.00,5.06
10.00,68.54,29.81,66.81,600.68,194.47,7.71,5.18,82.23,18.53,0.86,20.02,141.62,7.14,3.83,111.78,65.06,66.97,0.00,92.00,15.11,6.88,60.79,56.00,6.39,0.00,60.94,3.90,15.41,0.00,217.80,67.18,38.86,34.41,38.91,126.57,114.34,126.58,0.00,0.00,59.86,50.22,31.34,30.04,10.36,10.36,10.36,82.80,0.00,39.88,47.39,88.69,5.08,20.30,11.01,10.98,5.06
