"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,12.46,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,19.00,56.54,8.10,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,20.10,60.30,2.25,26.60,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,105.44,7.50,17.56,3.00,9.00,0.00,4.00,2.40,11.10,13.30,18.90,0.00,0.00,0.00,1.00,106.00,118.20,11.99,5.93,0.00,87.41,84.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
2.00,0.00,12.13,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,18.10,51.75,8.10,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,21.10,62.50,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,96.38,7.50,17.56,3.00,9.00,0.00,4.00,2.40,10.60,13.00,18.90,0.00,0.00,0.00,1.00,105.50,117.20,11.99,5.93,0.00,89.63,78.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
3.00,0.00,11.28,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,17.00,46.52,8.10,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.10,64.80,2.25,26.80,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,87.35,7.50,17.56,3.00,9.00,0.00,4.00,2.40,10.20,12.80,18.90,0.00,0.00,0.00,1.00,105.10,116.40,10.36,4.79,0.00,92.07,73.50,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
4.00,0.00,11.24,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,15.90,39.95,8.10,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.60,65.90,2.25,26.80,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,75.64,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.70,12.50,18.90,0.00,0.00,0.00,1.00,104.50,115.00,10.36,4.79,0.00,92.13,66.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
5.00,0.00,11.31,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,14.80,33.70,8.00,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.80,66.50,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,63.03,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.20,12.10,18.90,0.00,0.00,0.00,1.00,103.90,113.60,9.91,4.79,0.00,91.41,59.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
6.00,0.00,11.28,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,14.70,28.39,5.90,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.80,66.90,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,57.16,7.50,17.56,3.00,9.00,0.00,4.00,2.40,8.80,12.00,18.90,0.00,0.00,0.00,1.00,99.40,110.00,9.91,4.79,0.00,88.84,57.10,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
7.00,0.00,11.68,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,15.00,23.95,5.40,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.70,67.20,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,53.54,7.50,17.56,3.00,9.00,0.00,4.00,2.40,8.50,11.80,18.90,0.00,0.00,0.00,1.00,83.60,100.70,4.01,1.60,0.00,85.65,55.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
8.00,0.00,13.38,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,16.60,22.17,0.90,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,22.10,65.60,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,49.32,7.50,17.56,3.00,9.00,0.00,4.00,2.40,8.10,11.70,18.90,0.00,0.00,0.00,1.00,75.00,93.00,4.01,1.60,0.00,81.80,55.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
9.00,0.00,13.97,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,18.60,20.37,0.00,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,21.40,63.30,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,44.89,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.60,11.50,18.90,0.00,0.00,0.00,1.00,65.60,84.30,3.68,1.27,0.00,77.73,56.50,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
10.00,0.00,14.37,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,19.10,18.52,0.00,4.00,15.41,4.00,16.78,9.50,18.00,20.00,1.40,0.00,20.80,61.70,2.25,26.70,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,41.21,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.20,11.40,18.90,0.00,0.00,0.00,1.00,56.70,75.20,3.68,1.27,0.00,74.71,55.40,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
