"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,12.65,18.77,4.28,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,13.61,15.06,4.00,0.00,6.60,10.40,59.79,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,13.14,22.82,70.39,2.10,26.00,5.80,12.62,114.65,17.86,21.61,0.60,4.20,4.70,4.70,2.40,127.53,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,15.60,16.74,18.60,0.00,0.00,0.96,1.00,117.26,109.22,8.81,7.10,83.52,113.77,154.32,0.20,1.16,64.45,234.36,6.00
2.00,11.75,18.66,2.58,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,13.04,14.77,4.00,0.00,6.60,10.83,59.10,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,12.79,22.99,71.02,2.10,25.90,5.80,12.62,110.21,17.86,19.49,0.60,4.20,4.70,4.70,2.40,132.00,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,15.43,16.81,18.60,0.00,0.00,0.90,1.00,120.89,106.41,8.88,7.12,79.77,113.68,159.71,0.10,1.20,61.44,218.91,6.00
3.00,10.86,18.55,1.94,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,10.46,14.05,4.00,0.00,6.60,11.54,60.32,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,11.52,23.19,71.34,2.10,25.90,5.80,12.62,94.56,17.86,13.72,0.60,4.20,4.70,4.70,2.40,132.00,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,15.26,16.69,18.60,0.00,0.00,0.76,1.00,119.96,108.28,8.63,7.20,70.28,113.76,158.77,0.10,1.20,52.32,204.67,6.00
4.00,9.72,18.67,1.50,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,5.25,12.70,4.00,0.00,6.60,12.35,62.19,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,8.65,23.44,71.36,2.10,26.00,5.80,12.62,62.86,17.86,5.08,0.60,4.20,4.70,4.70,2.40,132.00,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,15.09,16.51,18.60,0.00,0.00,0.55,1.00,116.94,104.85,8.27,7.31,52.93,113.84,155.45,0.10,1.20,35.31,190.59,6.00
5.00,8.30,18.36,1.00,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,1.15,8.12,4.00,0.00,6.60,12.75,60.28,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,3.91,23.57,71.29,2.10,26.20,5.80,12.62,28.05,17.86,2.76,0.60,4.20,4.70,4.70,2.40,130.63,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,14.65,16.11,18.60,0.00,0.00,0.47,1.00,118.22,106.32,7.62,6.84,27.10,113.17,149.74,0.10,1.24,14.99,146.73,6.00
6.00,5.39,18.76,0.48,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,0.08,2.41,4.00,0.00,6.60,13.03,57.12,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,0.44,23.61,71.13,2.10,26.30,5.80,12.62,6.54,17.86,0.82,0.60,4.20,4.70,4.70,2.40,124.26,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,14.12,15.64,18.60,0.00,0.00,0.33,1.00,113.26,101.93,6.87,6.17,7.13,112.50,134.65,0.10,1.28,2.67,75.02,6.00
7.00,0.26,19.00,0.06,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,0.02,0.09,4.00,0.00,6.60,13.12,56.65,0.00,3.60,6.50,1.90,18.25,14.17,3.50,5.00,2.80,0.00,23.56,70.24,2.10,26.40,5.80,12.62,0.15,17.86,0.00,0.60,4.20,4.70,4.70,2.40,115.99,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,13.49,15.39,18.60,0.00,0.00,0.11,1.00,107.88,102.25,6.31,5.21,0.18,110.46,122.98,0.00,1.32,0.07,27.22,6.00
8.00,0.00,18.80,0.00,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,13.17,57.07,5.40,3.60,15.53,1.90,18.25,14.17,3.50,5.00,2.80,0.00,23.42,68.63,2.10,26.50,5.80,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,106.34,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,12.82,15.22,18.60,0.00,0.00,0.05,1.00,103.30,95.13,5.81,4.17,0.00,108.41,107.05,0.00,1.40,0.00,6.30,6.00
9.00,0.00,18.68,0.00,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,12.57,54.95,8.00,3.60,15.53,1.90,18.25,14.17,3.50,5.00,2.80,0.00,23.16,66.05,2.10,26.70,5.80,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,102.84,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,12.62,15.24,18.60,0.00,0.00,0.00,1.00,87.32,92.20,5.22,3.38,0.00,105.16,91.32,0.00,1.48,0.00,0.00,6.00
10.00,0.00,18.63,0.00,0.00,4.20,7.70,3.80,4.30,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,11.77,51.98,8.00,3.60,15.53,1.90,18.25,14.17,3.50,5.00,2.80,0.00,22.79,62.49,2.10,26.80,5.80,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,89.00,7.50,5.50,18.06,2.50,10.80,7.24,6.90,1.20,12.56,15.33,18.60,0.00,0.00,0.00,1.00,75.60,84.56,4.60,2.68,0.00,101.90,74.23,0.00,1.52,0.00,0.00,6.00
