"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.65,20.41,0.24,0.00,2.90,7.50,2.30,7.30,1.60,0.40,3.50,19.50,0.06,0.14,3.10,0.00,6.80,15.90,15.30,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,0.21,26.15,70.81,2.10,28.12,3.20,10.00,2.40,17.67,0.29,0.60,3.80,4.20,4.40,2.40,75.19,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,6.01,11.34,18.00,0.00,0.00,0.00,1.23,65.59,78.72,2.99,1.83,1.46,83.10,63.81,0.00,0.84,0.92,2.76,0.00,1.00,11.00
2.00,5.09,21.59,2.29,0.00,2.90,7.50,2.30,7.30,1.60,0.40,3.50,19.50,0.98,2.09,3.10,0.00,6.80,16.31,15.40,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,3.54,26.01,70.25,2.10,28.12,3.20,10.00,24.50,17.67,3.11,0.60,3.80,4.20,4.40,2.40,74.72,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,6.57,11.56,18.00,0.00,0.00,0.00,1.23,66.98,79.17,3.40,2.39,17.84,82.91,65.58,0.00,0.88,12.83,34.67,0.00,18.00,11.00
3.00,8.72,21.01,4.40,0.00,2.90,7.50,2.30,7.30,1.60,0.40,3.50,19.50,2.40,7.00,3.10,0.00,6.80,16.66,16.10,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,9.16,25.97,69.92,2.10,28.12,3.20,10.00,66.13,17.67,9.13,0.60,3.80,4.20,4.40,2.40,74.06,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,7.12,11.71,18.00,0.00,0.00,0.03,1.23,68.11,79.41,3.87,3.07,50.46,82.39,67.17,0.00,0.84,33.45,102.02,0.00,61.00,11.00
4.00,10.62,20.50,6.74,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,3.68,13.22,3.10,0.00,6.80,16.72,17.00,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,12.79,25.53,70.50,2.10,28.12,3.20,10.00,107.96,17.67,18.54,0.60,3.80,4.20,4.40,2.40,71.31,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,7.66,11.84,18.00,0.00,0.00,0.06,1.23,68.77,77.90,4.28,3.50,80.45,81.20,67.35,0.00,0.84,60.35,177.46,0.00,105.00,11.00
5.00,11.78,20.65,9.16,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,8.02,16.30,3.10,0.00,6.80,16.75,18.60,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,14.12,24.80,71.23,2.10,28.12,3.20,10.00,130.77,17.67,25.89,0.60,3.80,4.20,4.40,2.40,67.87,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,8.43,12.21,18.00,0.00,0.00,0.08,1.23,69.28,75.81,4.67,3.84,94.97,79.79,62.04,0.00,0.88,74.27,181.66,0.00,194.00,11.00
6.00,12.45,20.56,11.16,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,12.17,17.39,3.10,0.00,6.80,16.84,20.50,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,14.57,24.30,72.20,2.10,28.12,3.20,10.00,136.61,17.67,29.89,0.60,3.80,4.20,4.40,2.40,65.27,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,9.27,12.66,18.00,0.00,0.00,0.12,1.23,67.09,76.03,5.26,4.33,99.32,79.30,61.01,0.00,0.84,76.77,209.59,0.00,199.00,11.00
7.00,13.07,21.30,12.82,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,14.13,17.98,3.10,0.00,6.80,16.90,23.90,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,14.84,23.95,73.40,2.10,28.12,3.20,10.00,138.95,17.67,31.95,0.60,3.80,4.20,4.40,1.20,62.66,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,10.37,13.28,18.00,0.00,0.00,0.55,1.23,65.65,77.02,5.91,4.86,101.53,79.10,59.77,0.10,0.84,77.51,222.16,0.00,202.00,11.00
8.00,13.78,20.15,14.39,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,15.48,18.35,3.10,0.00,6.80,16.81,27.90,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,15.04,24.37,71.03,2.10,28.12,3.20,10.00,140.66,17.67,33.61,0.60,3.80,4.20,4.40,1.20,62.72,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,11.56,13.96,18.00,0.00,0.00,0.75,1.23,66.65,74.07,6.70,5.38,103.19,80.93,53.07,0.20,0.88,77.90,219.96,0.00,203.00,11.00
9.00,14.38,20.66,15.84,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,16.24,18.52,3.10,0.00,6.80,16.63,34.10,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,15.19,25.09,74.20,2.10,28.12,3.20,10.00,141.83,17.67,34.85,0.60,3.80,4.20,4.40,1.20,59.68,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,12.36,14.42,18.00,0.00,0.00,0.93,1.23,66.46,76.48,7.53,5.90,104.71,83.43,52.90,0.20,0.84,78.36,208.51,0.00,203.00,11.00
10.00,14.98,20.62,17.14,0.00,2.90,7.50,2.30,7.30,1.50,0.40,3.50,19.50,17.20,18.62,3.10,0.00,6.80,17.41,40.50,0.00,5.00,0.00,4.60,19.22,10.00,7.00,10.00,2.80,15.35,25.66,72.00,2.10,28.12,3.20,10.00,142.68,17.67,35.69,0.60,3.80,4.20,4.40,1.20,58.56,6.60,8.00,19.42,2.50,10.70,0.00,0.00,2.40,13.03,14.81,18.00,0.00,0.00,1.04,1.23,63.93,73.93,8.22,6.59,105.89,86.37,51.69,0.30,0.84,79.03,208.75,0.00,203.00,11.00
