"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,18.09,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,17.40,21.76,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,20.67,54.29,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,15.06,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.99,13.58,18.00,0.00,0.00,0.00,1.22,46.00,72.30,3.70,2.50,0.00,83.42,16.00,0.00,1.04,0.00,0.00,5.00,0.00,11.00
2.00,0.00,18.09,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.10,21.76,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,20.67,54.29,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,15.06,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.99,13.58,18.00,0.00,0.00,0.00,1.22,47.00,72.80,3.40,2.30,0.00,83.42,16.00,0.00,1.04,0.00,0.00,5.00,0.00,11.00
3.00,0.00,18.22,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.60,18.92,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,19.43,52.44,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,10.69,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.84,13.40,18.00,0.00,0.00,0.00,1.22,49.80,74.50,3.20,2.10,0.00,81.53,12.05,0.00,1.00,0.00,0.00,5.00,0.00,11.00
4.00,0.00,18.12,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.70,16.40,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.12,51.16,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,7.78,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.76,13.27,18.00,0.00,0.00,0.00,1.22,50.30,75.30,2.90,1.80,0.00,80.16,9.05,0.00,1.00,0.00,0.00,5.00,0.00,11.00
5.00,0.00,17.94,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.60,14.04,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,17.28,48.42,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,6.02,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.75,13.38,18.00,0.00,0.00,0.00,1.22,50.10,75.90,2.60,1.60,0.00,78.79,6.52,0.00,1.00,0.00,0.00,5.00,0.00,11.00
6.00,0.00,17.70,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.50,11.72,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,16.61,45.20,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,4.65,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.77,13.58,18.00,0.00,0.00,0.00,1.22,48.10,74.30,2.30,1.30,0.00,77.41,4.15,0.00,0.96,0.00,0.00,5.00,0.00,11.00
7.00,0.00,18.56,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,18.30,10.04,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,17.22,44.41,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,5.37,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.79,13.57,18.00,0.00,0.00,0.00,1.22,45.50,71.90,2.00,1.10,0.00,77.67,3.82,0.00,1.00,0.00,0.00,5.00,0.00,11.00
8.00,0.00,19.47,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,17.40,8.57,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.25,44.43,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,6.79,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.80,13.48,18.00,0.00,0.00,0.00,1.22,42.20,69.80,2.00,1.10,0.00,78.47,4.16,0.00,0.96,0.00,0.00,5.00,0.00,11.00
9.00,0.00,19.32,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.20,7.73,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.64,45.56,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,8.36,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.95,13.68,18.00,0.00,0.00,0.00,1.22,38.70,67.70,2.00,1.20,0.00,79.14,6.25,0.00,0.92,0.00,0.00,5.00,0.00,11.00
10.00,0.00,19.46,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,14.70,7.10,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.82,47.05,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,9.97,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,10.14,13.98,18.00,0.00,0.00,0.00,1.22,37.20,65.90,2.00,1.20,0.00,79.77,8.91,0.00,0.96,0.00,0.00,5.00,0.00,11.00
