"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,18.46,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.84,30.66,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,19.17,50.38,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,23.16,12.82,19.42,7.00,10.00,8.44,17.48,2.40,0.60,0.40,9.50,0.00,0.00,0.00,1.00,41.11,69.88,1.38,1.72,0.00,73.05,19.11,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,18.46,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.84,30.66,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,19.17,50.38,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,23.16,12.82,19.42,7.00,10.00,8.44,17.48,2.40,0.60,0.40,9.50,0.00,0.00,0.00,1.00,41.11,69.88,1.38,1.72,0.00,73.05,19.11,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,18.62,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,16.20,30.98,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,18.06,47.26,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,17.72,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.56,0.39,9.50,0.00,0.00,0.00,1.00,36.82,66.07,1.19,1.50,0.00,70.72,14.68,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,19.23,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,16.47,31.62,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,16.94,44.36,3.46,26.90,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,12.95,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.50,0.36,9.50,0.00,0.00,0.00,1.00,32.67,61.85,1.03,1.30,0.00,68.38,10.32,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,19.44,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,17.02,32.20,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,16.28,42.75,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,10.68,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.45,0.34,9.50,0.00,0.00,0.00,1.00,27.35,56.84,0.89,1.05,0.00,66.48,8.66,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,19.97,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,17.66,32.77,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,15.76,41.58,3.46,27.10,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,9.23,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.41,0.31,9.50,0.00,0.00,0.00,1.00,21.64,51.55,0.75,0.80,0.00,64.74,7.91,0.00,2.00,0.00,0.00,0.00,11.00
7.00,0.00,20.15,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,18.36,32.02,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,15.55,40.67,3.46,27.10,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,10.69,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.38,0.31,9.50,0.00,0.00,0.00,1.00,18.71,49.05,0.65,0.66,0.00,63.64,9.10,0.00,2.00,0.00,0.00,0.00,11.00
8.00,0.00,20.05,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,19.07,30.84,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,15.45,39.85,3.46,27.10,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,13.12,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.35,0.31,9.50,0.00,0.00,0.00,1.00,16.70,47.48,0.57,0.56,0.00,62.74,10.94,0.00,2.00,0.00,0.00,0.00,11.00
9.00,0.00,20.04,0.00,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,19.24,29.60,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,15.34,39.44,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.00,19.42,19.42,19.42,0.00,18.10,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.35,0.31,9.50,0.00,0.00,0.00,1.00,16.71,46.54,0.52,0.50,0.00,61.79,15.00,0.00,2.00,0.00,0.00,0.00,11.00
10.00,0.01,20.16,0.10,14.00,2.90,7.40,8.20,8.90,0.00,0.40,3.50,19.00,0.17,0.15,17.48,0.00,3.40,19.22,28.33,5.80,0.00,3.30,3.30,18.45,9.50,15.53,19.42,0.00,0.00,15.22,39.16,3.46,27.10,19.42,17.96,2.07,17.96,0.42,0.00,19.42,19.42,19.42,0.00,23.93,12.82,19.42,7.00,10.80,8.44,17.48,2.40,0.34,0.31,9.50,0.00,0.00,0.00,1.00,17.40,45.81,0.49,0.44,2.10,60.82,19.81,0.00,2.00,0.05,0.04,0.00,11.00
