"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,15.71,18.47,18.27,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,18.29,17.48,3.10,0.00,7.60,18.64,43.85,2.90,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,13.86,24.90,69.96,2.46,27.00,5.00,10.68,136.20,16.99,34.67,0.60,8.00,8.00,8.00,1.20,19.89,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,15.66,16.39,18.90,0.00,0.00,1.22,1.00,63.61,75.19,7.63,5.66,102.33,94.55,29.82,0.40,1.16,76.78,248.23,5.00,0.00,7.00
2.00,15.75,18.39,18.32,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,18.00,17.49,3.10,0.00,7.60,18.96,47.54,2.90,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,13.97,24.57,70.08,2.46,27.00,5.00,10.68,136.93,16.99,34.56,0.60,8.00,8.00,8.00,1.20,25.40,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,15.61,16.62,18.90,0.00,0.00,1.25,1.00,64.75,75.83,8.32,6.31,101.95,94.44,39.12,0.40,1.16,77.06,250.00,5.00,0.00,7.00
3.00,15.54,18.31,18.05,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,17.98,17.53,3.10,0.00,7.60,20.33,51.48,2.70,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,14.14,24.15,70.44,2.46,27.00,5.00,10.68,137.49,16.99,34.51,0.60,8.00,8.00,8.00,1.20,33.83,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,15.60,16.73,18.90,0.00,0.00,1.23,1.00,66.14,76.73,9.01,6.86,102.02,94.50,52.71,0.40,1.16,77.27,248.39,5.00,0.00,7.00
4.00,15.01,17.83,17.38,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,18.10,17.58,3.10,0.00,7.60,22.04,55.16,0.40,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,14.24,23.83,70.61,2.46,27.00,5.00,10.68,138.07,16.99,34.56,0.60,8.00,8.00,8.00,1.20,45.50,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.60,16.79,18.90,0.00,0.00,1.23,1.00,66.93,77.14,9.71,7.37,102.14,95.41,61.58,0.40,1.12,77.36,239.87,5.00,0.00,7.00
5.00,14.31,17.92,16.28,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,18.29,17.64,3.10,0.00,7.60,22.56,58.52,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,14.23,23.83,70.16,2.46,27.00,5.00,10.68,138.57,16.99,34.70,0.60,8.00,8.00,8.00,1.20,57.99,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.64,16.80,18.90,0.00,0.00,1.23,1.00,67.51,77.38,10.02,7.64,102.17,96.61,68.57,0.30,1.12,77.30,243.71,5.00,0.00,7.00
6.00,13.55,17.84,14.82,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,18.22,17.74,3.10,0.00,7.60,22.67,59.70,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,14.18,23.89,70.14,2.46,27.00,5.00,10.68,138.54,16.99,34.74,0.60,8.00,8.00,8.00,1.20,67.67,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.68,16.80,18.90,0.00,0.00,1.04,1.00,68.19,78.42,10.20,7.85,101.87,98.09,78.78,0.20,1.12,76.78,250.00,5.00,0.00,7.00
7.00,12.86,17.36,13.09,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,17.80,17.73,3.10,0.00,7.60,22.91,60.05,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,14.09,24.14,71.40,2.46,27.00,5.00,10.68,137.58,16.99,34.54,0.60,8.00,8.00,8.00,1.20,76.29,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.65,16.68,18.90,0.00,0.00,1.01,1.00,68.90,79.73,10.15,7.95,100.95,99.66,89.91,0.20,1.16,75.27,250.00,5.00,0.00,7.00
8.00,12.10,17.21,10.71,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,16.89,17.51,3.10,0.00,7.60,23.20,61.70,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,13.82,24.32,72.61,2.46,27.00,5.00,10.68,135.19,16.99,33.80,0.60,8.00,8.00,8.00,1.20,82.70,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.59,16.51,18.90,0.00,0.00,0.94,1.00,69.26,80.03,10.03,8.03,98.38,101.03,95.98,0.10,1.16,72.34,247.16,5.00,0.00,7.00
9.00,11.38,17.50,7.76,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,15.33,16.83,3.10,0.00,7.60,23.49,63.69,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,13.03,24.23,73.67,2.46,27.00,5.00,10.68,126.82,16.99,31.17,0.60,8.00,8.00,8.00,1.20,88.31,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,15.10,16.38,18.90,0.00,0.00,0.79,1.00,69.49,80.00,9.79,7.99,92.84,102.32,100.27,0.10,1.12,65.24,233.57,5.00,0.00,7.00
10.00,10.56,17.69,4.78,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,9.63,15.05,3.10,0.00,7.60,23.78,64.78,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,10.53,24.12,74.25,2.46,27.00,5.00,10.68,96.04,16.99,21.91,0.60,8.00,8.00,8.00,1.20,92.79,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,14.46,16.26,18.90,0.00,0.00,0.57,1.00,67.64,79.87,9.52,7.93,80.74,102.31,102.31,0.10,1.16,45.86,218.88,5.00,0.00,7.00
11.00,9.34,17.68,2.13,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.81,11.06,3.10,0.00,7.60,23.99,65.50,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,3.01,23.92,73.36,2.46,27.00,5.00,10.68,49.34,16.99,9.76,0.60,8.00,8.00,8.00,1.20,96.86,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,14.14,16.31,18.90,0.00,0.00,0.49,1.00,65.09,79.70,9.18,7.75,44.35,98.87,103.54,0.10,1.16,21.71,173.38,5.00,0.00,7.00
12.00,6.94,17.45,0.23,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,4.26,3.10,0.00,7.60,24.18,65.62,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.16,23.79,72.42,2.46,27.00,5.00,10.68,13.25,16.99,1.57,0.60,8.00,8.00,8.00,1.20,95.91,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,13.92,16.40,18.90,0.00,0.00,0.34,1.00,63.29,79.43,8.83,7.54,12.24,96.99,96.24,0.10,1.16,6.09,98.80,5.00,0.00,7.00
13.00,0.65,17.27,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.48,3.10,0.00,7.60,24.02,65.02,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,23.88,71.30,2.46,27.00,5.00,10.68,0.92,16.99,0.03,0.60,8.00,8.00,8.00,1.20,93.22,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,13.82,16.37,18.90,0.00,0.00,0.12,1.00,61.74,79.13,8.18,6.76,0.78,97.31,85.97,0.00,1.16,0.35,43.43,5.00,0.00,7.00
14.00,0.00,17.24,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.73,62.17,2.10,5.00,15.53,4.35,18.45,10.00,3.20,4.50,2.80,0.00,23.88,70.10,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,85.71,6.50,4.00,14.56,2.00,10.80,7.80,5.10,1.20,13.75,16.29,18.90,0.00,0.00,0.06,1.00,61.27,79.86,7.43,5.79,0.00,97.15,72.46,0.00,1.20,0.00,10.78,5.00,0.00,7.00
