"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,17.83,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,16.04,51.10,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,13.30,15.59,18.90,0.00,0.00,0.00,1.00,47.40,77.60,7.13,5.97,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
2.00,0.00,17.73,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,14.09,51.60,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,12.91,15.58,18.90,0.00,0.00,0.00,1.00,47.40,77.60,6.67,5.68,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
3.00,0.00,17.75,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,12.43,56.30,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,12.42,15.45,18.90,0.00,0.00,0.00,1.00,47.40,77.60,6.42,5.51,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
4.00,0.00,17.75,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,11.62,59.60,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,11.65,14.99,18.90,0.00,0.00,0.00,1.00,47.40,77.60,6.84,5.68,0.00,33.00,2.00,0.00,1.40,0.00,0.00,8.00
5.00,0.00,17.66,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,10.88,59.10,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,10.91,14.48,18.90,0.00,0.00,0.00,1.00,47.40,77.60,7.14,5.82,0.00,33.00,2.00,0.00,1.40,0.00,0.00,8.00
6.00,0.00,17.82,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,10.33,56.60,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,10.30,13.88,18.90,0.00,0.00,0.00,1.00,47.40,66.70,7.11,5.85,0.00,33.00,2.00,0.00,1.48,0.00,0.00,8.00
7.00,0.00,17.79,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,9.87,48.60,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,9.72,13.39,18.90,0.00,0.00,0.00,1.00,32.40,56.80,7.12,5.79,0.00,33.00,2.00,0.00,1.36,0.00,0.00,8.00
8.00,0.00,17.72,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,9.70,41.60,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,9.24,13.28,18.90,0.00,0.00,0.00,1.00,22.10,51.00,7.26,5.48,0.00,33.00,2.00,0.00,1.32,0.00,0.00,8.00
9.00,0.00,19.89,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,9.66,37.80,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,8.89,13.22,18.90,0.00,0.00,0.00,1.00,25.90,57.50,7.26,5.11,0.00,33.00,2.00,0.00,1.36,0.00,0.00,8.00
10.00,0.00,21.69,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,10.03,34.30,8.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,8.91,13.30,18.90,0.00,0.00,0.00,1.00,31.50,63.70,6.82,4.57,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
11.00,0.00,21.77,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,10.42,43.70,0.00,4.50,15.53,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,8.94,13.30,18.90,0.00,0.00,0.00,1.00,42.40,69.30,6.28,4.15,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
12.00,0.00,21.96,0.00,0.00,4.20,7.70,3.80,8.40,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,10.86,39.80,0.00,4.50,6.30,1.90,17.48,13.79,4.00,5.50,1.40,0.00,2.00,26.00,2.25,27.00,6.00,11.65,0.00,17.86,0.00,0.60,4.30,5.00,5.20,2.40,2.00,7.40,9.00,19.42,3.50,10.80,0.00,7.30,1.20,9.00,13.07,18.90,0.00,0.00,0.00,1.00,52.10,74.70,5.38,4.07,0.00,33.00,2.00,0.00,1.28,0.00,0.00,8.00
