"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,72.37,30.10,67.46,303.54,99.23,3.52,3.69,110.91,19.29,0.52,18.56,14.99,59.98,5.16,2.83,155.00,112.91,90.38,24.23,4.10,147.39,33.49,4.42,6.88,85.11,0.00,6.39,9.98,51.51,10.56,11.97,0.00,229.31,0.00,26.67,0.00,20.51,0.00,0.00,0.00,0.00,0.00,66.67,47.43,45.01,40.39,30.82,30.70,30.70,20.51,20.51,0.00,0.00,204.20,18.53,20.35
2.00,72.37,30.10,67.46,403.47,131.90,3.52,3.69,110.91,19.29,0.52,18.56,14.99,59.98,5.16,2.83,155.00,112.91,90.38,24.23,4.10,147.78,33.49,4.42,6.88,85.11,0.00,6.39,9.98,68.29,10.56,15.87,0.00,229.31,26.67,20.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.32,47.81,49.44,40.39,30.82,30.70,30.70,20.51,20.51,57.83,0.00,204.20,18.53,20.35
3.00,72.37,30.10,67.46,404.47,132.22,3.52,3.69,110.91,19.29,0.52,18.56,14.99,59.98,5.16,2.83,164.71,112.91,90.38,24.23,45.00,147.39,33.49,4.42,6.88,88.12,0.00,6.39,9.98,57.00,10.56,13.25,0.00,229.31,46.47,65.14,65.92,20.51,0.00,80.00,0.00,0.00,66.67,66.67,46.73,40.91,40.39,30.82,30.70,30.70,42.09,20.51,29.75,0.00,204.20,18.53,20.35
4.00,72.37,30.10,67.46,470.70,153.88,3.52,3.69,110.91,19.29,0.52,18.56,14.99,93.82,5.16,2.83,164.71,112.91,90.38,24.23,4.10,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,67.08,10.56,15.59,143.59,149.74,49.15,67.34,68.13,20.51,0.00,81.07,0.00,0.00,0.00,67.32,46.60,45.84,40.39,30.82,30.70,30.70,20.51,61.54,56.24,0.00,204.20,18.53,20.35
5.00,77.54,30.10,67.46,538.80,176.14,3.52,3.69,110.91,19.29,0.52,18.56,14.99,135.93,5.16,2.83,164.71,112.91,90.38,24.23,27.31,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,158.07,163.86,50.52,65.71,66.49,20.51,0.00,168.43,0.00,0.00,75.28,67.32,49.50,56.01,40.39,30.82,30.70,30.70,54.59,20.51,33.48,33.48,204.20,18.53,20.35
6.00,78.57,30.10,67.46,585.45,191.39,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,90.38,24.23,18.00,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,175.35,170.43,30.43,67.42,68.21,20.51,0.00,120.09,108.74,0.00,75.28,75.00,48.96,59.17,40.39,30.82,30.70,30.70,26.67,73.94,109.98,109.93,204.20,18.53,20.35
7.00,78.57,30.10,67.46,603.34,197.23,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,102.25,24.23,0.00,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,179.65,175.22,67.83,0.00,68.21,42.85,0.00,132.15,121.03,0.00,75.28,75.00,48.95,59.18,40.39,30.82,30.70,30.70,20.51,39.08,84.42,84.38,204.20,18.53,20.35
8.00,78.57,30.10,67.46,616.05,201.39,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,102.88,24.23,0.00,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,179.48,175.03,20.51,0.00,68.21,67.65,0.00,139.98,128.77,0.00,75.28,75.00,49.04,59.43,40.39,30.82,30.70,30.70,20.51,61.41,98.97,98.93,204.20,18.53,20.35
9.00,78.57,30.10,67.46,623.55,203.84,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,106.76,24.23,0.00,147.78,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,180.65,176.35,67.83,0.00,68.21,44.19,0.00,149.12,137.64,0.00,75.28,75.00,49.57,60.84,40.39,30.82,30.70,30.70,20.51,37.73,109.17,109.13,204.20,18.53,20.35
10.00,78.57,30.10,67.46,623.55,203.84,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,105.13,24.23,0.00,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,180.17,175.81,67.83,0.00,68.21,45.06,0.00,153.16,141.52,0.00,75.28,75.00,49.54,60.76,40.39,30.82,30.70,30.70,20.51,36.87,109.22,109.17,204.20,18.53,20.35
11.00,78.57,30.10,67.46,618.31,202.13,3.52,3.69,110.91,19.29,0.52,18.56,14.99,143.00,5.16,2.83,164.71,112.91,99.61,24.23,0.00,147.59,33.49,4.42,6.88,88.12,0.00,6.39,9.98,85.48,10.56,19.87,178.66,174.11,67.83,0.00,68.21,47.69,0.00,148.47,137.01,0.00,75.28,75.00,48.96,59.18,40.39,30.82,30.70,30.70,20.51,34.24,92.74,92.70,204.20,18.53,20.35
