"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,3.50,14.63,1.35,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,7.12,14.36,19.00,0.00,4.30,27.80,75.50,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,11.61,27.79,84.89,2.20,27.00,19.51,18.05,94.81,0.00,23.48,0.60,19.51,19.51,19.51,1.20,126.95,10.00,15.61,5.00,10.80,8.22,6.20,2.40,6.56,6.80,18.00,0.00,0.00,109.30,112.60,4.42,10.77,78.90,105.60,129.29,0.10,2.00,60.03,245.10,11.00,159.53,18.00,8.90,0.26
2.00,1.31,14.71,0.05,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.44,10.19,19.00,0.00,4.30,27.08,75.07,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,7.67,27.94,85.01,2.20,27.00,19.51,18.05,54.53,0.00,12.51,0.60,19.51,19.51,19.51,1.20,126.95,10.00,15.61,5.00,10.80,8.22,6.20,2.40,6.33,6.47,18.00,0.00,0.00,106.80,111.90,4.35,10.59,49.22,104.50,128.95,0.00,2.00,32.24,169.59,11.00,106.38,18.00,4.45,0.20
3.00,0.27,14.05,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,4.89,19.00,0.00,4.30,25.95,74.12,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,2.70,27.87,84.67,2.20,27.00,19.51,18.05,21.13,0.00,4.67,0.60,19.51,19.51,19.51,1.20,125.97,10.00,15.61,5.00,10.80,8.22,6.20,2.40,5.88,6.04,18.00,0.00,0.00,108.90,111.00,3.75,10.01,19.68,103.00,126.52,0.00,2.00,11.64,41.44,11.00,42.00,18.00,2.23,0.13
4.00,0.04,14.22,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,1.76,19.00,0.00,4.30,24.67,73.00,6.30,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.54,27.72,84.18,2.20,27.00,19.51,18.05,5.74,0.00,1.02,0.60,19.51,19.51,19.51,1.20,124.67,10.00,15.61,5.00,10.80,8.22,6.20,2.40,5.36,5.59,18.00,0.00,0.00,105.50,109.90,2.98,9.31,5.13,101.20,123.39,0.00,2.00,3.33,9.47,11.00,9.50,18.00,0.00,0.08
5.00,0.00,13.40,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,23.60,71.03,7.20,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,27.51,83.01,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,120.71,10.00,15.61,5.00,10.80,8.22,6.20,2.40,4.99,5.28,18.00,0.00,0.00,101.50,109.40,2.52,8.84,0.00,99.20,116.02,0.00,2.00,0.14,0.50,11.00,0.23,18.00,0.00,0.03
6.00,0.00,13.27,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,22.59,68.78,8.10,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,27.27,81.63,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,115.87,10.00,15.61,5.00,10.80,8.22,6.20,2.40,4.67,5.01,18.00,0.00,0.00,97.30,109.10,2.16,8.46,0.00,96.70,107.24,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.01
7.00,0.00,13.62,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,21.59,64.73,8.10,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,27.01,79.94,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,105.68,10.00,15.61,5.00,10.80,8.22,6.20,2.40,4.03,4.20,18.00,0.00,0.00,91.50,106.20,2.07,7.34,0.00,94.10,97.77,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
8.00,0.00,14.40,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,20.60,60.08,8.10,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,26.74,78.14,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,93.71,10.00,15.61,5.00,10.80,8.22,6.20,2.40,3.30,3.20,18.00,0.00,0.00,85.20,102.50,2.06,5.97,0.00,92.30,88.07,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
9.00,0.00,15.10,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,20.06,54.53,8.10,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,26.29,76.17,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,83.60,10.00,15.61,5.00,10.80,8.22,6.20,2.40,2.69,2.35,18.00,0.00,0.00,80.10,97.90,2.02,4.85,0.00,90.80,77.16,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
10.00,0.00,17.09,0.00,18.00,4.20,8.10,5.80,7.30,1.50,0.00,2.50,0.00,0.00,0.00,19.00,0.00,4.30,19.67,48.68,8.10,0.00,15.41,3.60,18.15,15.41,16.59,19.51,1.40,0.00,25.78,74.15,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,74.10,10.00,15.61,5.00,10.80,8.22,6.20,2.40,2.13,1.54,18.00,0.00,0.00,75.30,93.00,1.98,3.81,0.00,89.30,65.85,0.00,2.00,0.00,0.00,11.00,0.00,18.00,0.00,0.00
