"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.76,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.06,19.00,0.00,8.80,8.70,40.30,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.01,10.60,32.70,3.00,27.00,20.00,19.00,0.00,19.00,0.03,0.60,20.00,20.00,20.00,1.20,70.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,4.50,4.60,18.00,0.00,0.00,0.00,1.00,2.45,4.85,0.60,0.80,0.70,70.10,70.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
2.00,0.00,23.75,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,9.00,38.70,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,9.70,29.50,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,65.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,3.90,3.80,18.00,0.00,0.00,0.00,1.00,2.30,4.90,0.50,0.70,0.00,66.90,65.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
3.00,0.00,23.74,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,9.70,36.30,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,8.90,26.10,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,60.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,3.00,2.60,18.00,0.00,0.00,0.00,1.00,2.22,5.00,0.50,0.60,0.00,63.80,60.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
4.00,0.00,23.40,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.20,34.40,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,8.00,23.20,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,50.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,2.60,1.90,18.00,0.00,0.00,0.00,1.00,2.20,4.80,0.50,0.50,0.00,59.00,50.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
5.00,0.00,23.75,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.50,32.60,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,7.10,20.40,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,37.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,2.30,1.50,18.00,0.00,0.00,0.00,1.00,2.10,4.50,0.50,0.40,0.00,53.70,37.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
6.00,0.00,23.76,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.80,31.10,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,6.30,18.20,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,26.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,1.90,1.10,18.00,0.00,0.00,0.00,1.00,2.00,3.50,0.50,0.30,0.00,49.00,26.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
7.00,0.00,23.76,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,11.00,29.70,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.60,16.10,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,18.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,1.60,0.70,18.00,0.00,0.00,0.00,1.00,3.50,5.50,0.50,0.30,0.00,44.40,18.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
8.00,0.00,23.76,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.80,28.40,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.30,15.30,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,15.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,1.40,0.50,18.00,0.00,0.00,0.00,1.00,5.10,6.50,0.60,0.30,0.00,39.30,15.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
9.00,0.00,23.75,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.60,27.10,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.10,14.80,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,12.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,1.30,0.30,18.00,0.00,0.00,0.00,1.00,5.80,8.00,0.60,0.30,0.00,34.00,12.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
10.00,0.00,23.74,0.00,12.00,4.20,6.70,11.00,20.00,3.55,0.00,3.40,15.00,0.00,0.00,19.00,0.00,8.80,10.90,25.80,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.00,14.50,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,10.00,12.83,21.00,8.20,8.00,7.03,20.00,2.40,1.20,0.30,18.00,0.00,0.00,0.00,1.00,5.70,9.00,0.60,0.30,0.00,30.90,10.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
