"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,23.78,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.00,0.00,17.49,0.00,5.20,1.20,27.76,7.90,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.00,27.77,77.15,3.40,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,27.46,12.83,20.41,8.00,7.00,6.58,13.61,2.40,0.12,0.09,18.50,0.00,1.00,48.35,67.08,20.89,20.80,0.00,99.77,21.35,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
2.00,0.00,23.50,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.00,0.00,17.49,0.00,5.20,2.24,24.53,7.90,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.00,27.43,75.60,3.40,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,34.60,12.83,20.41,8.00,7.00,6.58,13.61,2.40,0.24,0.18,18.50,0.00,1.00,52.18,69.56,19.81,19.66,0.00,98.83,28.44,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
3.00,0.00,23.52,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.00,0.00,17.49,0.00,5.20,2.86,21.25,7.90,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.00,27.43,75.24,3.40,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,40.01,12.83,20.41,8.00,7.00,6.58,13.61,2.40,0.47,0.32,18.50,0.00,1.00,54.73,71.86,18.68,18.60,0.00,99.13,34.28,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
4.00,0.00,23.59,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.00,0.00,17.49,0.00,5.20,3.28,18.34,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.00,27.57,75.28,3.40,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,45.12,12.83,20.41,8.00,7.00,6.58,13.61,2.40,0.82,0.53,18.50,0.00,1.00,57.03,74.10,17.54,17.60,0.00,99.80,39.11,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
5.00,0.00,23.89,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.00,0.00,17.49,0.00,5.20,3.63,15.74,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.00,27.82,75.83,3.40,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,50.86,12.83,20.41,8.00,7.00,6.58,13.61,2.40,1.14,0.76,18.50,0.00,1.00,59.84,76.59,16.40,16.68,0.00,100.72,44.87,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,2.12
6.00,0.00,23.91,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.50,15.00,0.03,0.01,17.49,0.00,5.20,4.03,13.58,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.02,28.17,77.33,3.40,27.00,19.44,18.46,0.26,17.88,0.05,0.60,19.44,19.44,19.44,1.20,58.34,12.83,20.41,8.00,7.00,6.58,13.61,2.40,1.38,0.96,18.50,0.00,1.00,64.63,79.90,15.33,15.92,0.20,102.03,54.62,0.00,2.00,0.01,0.16,11.00,0.12,20.00,0.00,2.11,16.70
7.00,0.01,23.95,0.00,14.00,2.90,7.10,12.24,19.14,3.65,0.40,3.50,15.00,0.54,0.43,17.49,0.00,5.20,4.38,11.71,7.90,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,0.96,28.32,78.61,3.40,27.00,19.44,18.46,6.37,17.88,1.58,0.60,19.44,19.44,19.44,1.20,65.17,12.83,20.41,8.00,7.00,6.58,13.61,2.40,1.64,1.17,18.50,0.02,1.00,69.36,83.15,14.34,15.29,5.17,103.26,63.42,0.00,2.00,0.85,6.24,11.00,3.65,20.00,0.01,4.23,36.26
8.00,0.33,23.93,0.09,14.00,2.90,7.10,12.24,19.14,3.65,0.40,3.50,15.00,1.63,1.76,17.49,0.00,5.20,4.59,10.34,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,4.37,28.16,79.16,3.40,27.00,19.44,18.46,24.10,17.88,6.22,0.60,19.44,19.44,19.44,1.20,71.08,12.83,20.41,8.00,7.00,6.58,13.61,2.40,1.96,1.35,18.50,0.05,1.00,74.05,86.36,13.51,14.93,18.19,104.32,69.54,0.00,2.00,6.67,31.68,11.00,17.27,20.00,0.03,15.17,76.97
9.00,1.13,23.80,0.78,14.00,2.90,7.10,12.24,19.14,3.65,0.40,3.50,15.00,5.40,3.33,17.49,0.00,5.20,4.92,8.76,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,7.23,27.70,79.32,3.40,27.00,19.44,18.46,45.91,17.88,12.56,0.60,19.44,19.44,19.44,1.20,76.14,12.83,20.41,8.00,7.00,6.58,13.61,2.40,2.37,1.50,18.50,0.06,1.00,79.52,89.76,12.65,14.52,35.39,105.47,69.76,0.00,2.00,17.90,78.78,11.00,48.64,20.00,0.08,26.11,85.65
10.00,2.97,23.85,2.73,14.00,2.90,7.10,12.24,19.14,3.65,0.40,3.50,15.00,9.29,5.21,17.49,0.00,5.20,5.14,7.43,8.00,9.50,12.05,5.00,19.24,19.24,19.44,19.44,2.80,9.39,27.37,79.94,3.40,27.00,19.44,18.46,67.45,17.88,18.92,0.60,19.44,19.44,19.44,1.20,78.24,12.83,20.41,8.00,7.00,6.58,13.61,2.40,2.74,1.79,18.50,0.09,1.00,81.50,91.70,11.62,13.82,49.60,107.45,66.65,0.00,2.00,29.82,111.41,11.00,97.59,20.00,0.14,33.13,90.87
