"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,39.69,5.49,9.22,0.00,229.31,40.07,20.51,40.11,40.05,185.07,198.10,185.13,5.67,0.00,0.00,54.54,58.40,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
2.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,39.58,5.49,9.20,0.00,229.31,0.00,0.00,57.93,57.50,185.07,198.10,185.13,5.67,0.00,0.00,57.86,59.49,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
3.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,39.35,5.49,9.15,0.00,229.31,0.00,0.00,49.56,64.04,185.07,198.10,185.13,5.67,0.00,0.00,51.74,56.39,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
4.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,33.84,5.49,7.87,0.00,229.31,0.00,0.00,44.79,61.63,185.07,198.10,185.13,5.67,0.00,0.00,54.70,58.04,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
5.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,35.78,5.49,8.32,0.00,229.31,0.00,0.00,52.63,52.32,185.07,198.10,185.13,5.67,0.00,0.00,55.50,58.49,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
6.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,22.04,5.49,5.12,0.00,229.31,0.00,0.00,38.41,38.30,185.07,198.10,185.13,5.67,0.00,0.00,51.69,51.63,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
7.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,35.17,5.49,8.18,0.00,229.31,0.00,0.00,59.04,41.44,185.07,198.10,185.13,5.67,0.00,0.00,57.83,54.41,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
8.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,35.54,5.49,8.26,0.00,229.31,0.00,0.00,51.68,51.40,185.07,198.10,185.13,5.67,0.00,0.00,56.67,59.16,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
9.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,35.54,5.49,8.26,0.00,229.31,0.00,0.00,44.04,61.09,185.07,198.10,185.13,5.67,0.00,0.00,58.27,59.96,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
10.00,78.57,30.10,67.46,646.80,211.44,9.09,6.63,110.91,19.29,3.99,30.17,12.77,69.94,0.00,5.13,2.82,164.71,112.91,88.82,0.00,47.27,220.00,24.95,3.89,6.88,87.66,0.00,6.39,9.98,41.53,5.49,9.65,0.00,229.31,0.00,0.00,45.39,62.01,185.07,198.10,185.13,5.67,0.00,75.09,66.88,66.80,61.01,30.82,30.70,30.70,85.00,84.00,110.80,110.76,100.00
