"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.90,0.00,0.08,3.47,2.38,1.87,0.93,0.77,4.55,0.27,0.00,0.00,1.85,1.31,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,0.43,1.07,0.00,3.77,4.09,3.81,0.00,1.60,1.54,0.99,0.72,1.45,0.00,0.00,0.00,1.85,0.00,2.34,2.33
2.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.92,0.00,0.08,3.47,2.38,1.87,0.93,0.50,4.55,0.27,0.00,0.00,1.85,0.70,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.73,0.72,1.13,0.00,3.12,3.34,3.12,0.00,1.60,1.54,0.94,0.66,1.45,0.00,0.00,0.00,1.85,0.00,2.34,2.20
3.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.91,0.00,0.08,3.47,2.38,1.87,0.93,0.47,4.55,0.27,0.00,0.00,1.85,0.60,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.69,0.69,0.88,0.00,3.06,3.28,3.06,0.00,1.60,1.54,0.80,0.80,1.45,0.00,0.00,0.00,1.85,0.00,2.34,1.26
4.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.77,0.00,0.08,3.47,2.38,1.87,0.93,0.41,4.55,0.27,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,0.43,1.40,0.00,2.53,3.36,3.14,0.00,1.60,1.54,0.92,0.69,1.45,0.00,0.00,0.00,1.85,0.00,2.34,1.17
5.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.54,0.00,0.08,3.47,2.38,1.87,0.93,0.52,4.55,0.27,0.00,0.00,1.85,0.14,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.41,2.46,3.41,0.00,1.60,1.54,0.75,0.85,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
6.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.70,0.00,0.08,3.47,2.38,1.87,0.93,0.58,4.55,0.27,0.00,0.00,1.85,0.25,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,2.72,3.68,3.42,0.00,1.60,1.54,0.75,0.85,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
7.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.57,0.00,0.08,3.47,2.38,1.87,0.93,0.45,4.55,0.27,0.00,0.00,1.85,0.14,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.05,3.26,3.06,0.00,1.60,1.54,0.90,0.61,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
8.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.75,0.00,0.08,3.47,2.38,1.87,0.93,0.56,4.55,0.27,0.00,0.00,1.85,0.39,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,2.89,3.68,3.42,0.00,1.60,1.54,0.88,0.81,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
9.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.76,0.00,0.08,3.47,2.38,1.87,0.93,0.51,4.55,0.27,0.00,0.00,1.85,0.37,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,0.00,0.00,0.00,3.44,3.07,3.44,0.00,1.60,1.54,0.91,0.62,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
10.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.96,0.00,0.08,3.47,2.38,1.87,0.93,0.52,4.55,0.27,0.00,0.00,1.85,0.59,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,0.00,0.00,0.00,3.40,3.66,3.40,0.00,1.60,1.54,0.98,0.70,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.00
11.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.86,0.00,0.08,3.47,2.38,1.87,0.93,0.35,4.55,0.27,0.00,0.00,1.85,0.65,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.97,0.00,0.97,0.00,3.13,3.35,3.13,0.00,1.60,1.54,0.83,0.77,1.45,0.00,0.00,0.00,1.85,0.00,2.34,1.52
12.00,1.39,0.58,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.39,0.00,0.08,3.47,2.38,1.87,0.93,0.17,4.55,0.27,0.00,0.00,1.85,0.45,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.97,0.00,0.97,0.00,2.44,3.88,2.44,0.00,1.60,1.54,0.90,0.60,1.45,0.00,0.00,0.00,1.85,0.00,2.34,0.57
13.00,1.43,0.60,1.42,13.59,4.01,0.00,0.00,2.34,0.39,0.00,0.72,0.21,1.58,0.00,0.08,3.47,2.38,1.87,0.93,0.77,4.55,0.27,0.00,0.00,1.85,1.74,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.43,1.41,1.05,0.00,2.98,3.19,3.61,0.00,1.60,1.52,1.00,0.73,1.45,0.00,0.00,0.00,1.85,0.00,2.34,2.33
