"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,23.02,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.17,21.41,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.24,33.17,2.30,27.00,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.26,7.08,18.90,0.00,0.00,0.00,1.00,43.51,50.23,0.72,0.85,0.00,56.27,12.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
2.00,0.00,23.02,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.17,21.41,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,10.70,30.51,2.30,27.00,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.26,7.08,18.90,0.00,0.00,0.00,1.00,43.51,50.23,0.72,0.85,0.00,53.05,11.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
3.00,0.00,22.64,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.59,19.71,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,10.18,28.14,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,15.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,2.85,6.39,18.90,0.00,0.00,0.00,1.00,24.43,26.82,0.61,0.68,0.00,51.39,11.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
4.00,0.00,22.75,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.70,19.58,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,9.70,26.06,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,15.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,2.32,5.66,18.90,0.00,0.00,0.00,1.00,24.43,26.82,0.57,0.53,0.00,49.74,11.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
5.00,0.00,22.61,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.84,19.56,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,9.30,24.36,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.83,4.99,18.90,0.00,0.00,0.00,1.00,20.05,21.28,0.55,0.45,0.00,48.76,12.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
6.00,0.00,22.58,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,21.09,19.84,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,8.99,23.05,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,18.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.44,4.51,18.90,0.00,0.00,0.00,1.00,20.05,21.28,0.57,0.55,0.00,47.78,13.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
7.00,0.00,22.72,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,21.26,20.18,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,8.75,22.00,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.09,4.06,18.90,0.00,0.00,0.00,1.00,23.44,26.65,0.60,0.62,0.00,46.84,14.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
8.00,0.00,22.65,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,21.24,20.67,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,8.56,21.23,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,18.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.84,3.68,18.90,0.00,0.00,0.00,1.00,23.44,26.65,0.62,0.59,0.00,45.90,14.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
9.00,0.00,22.51,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,21.07,20.93,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,8.37,20.66,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,18.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.69,3.43,18.90,0.00,0.00,0.00,1.00,23.44,26.65,0.61,0.58,0.00,45.34,14.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
10.00,0.00,22.32,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.46,20.51,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,8.16,20.29,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,17.00,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.87,3.54,3.90,0.00,0.00,0.00,1.00,23.44,26.65,0.53,0.64,0.00,44.79,13.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
