"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.30,23.73,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,9.80,50.50,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,26.00,80.00,2.83,0.00,19.51,19.45,17.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,131.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.30,3.60,18.00,0.10,1.00,97.43,97.71,9.00,7.90,0.00,116.60,116.00,0.00,2.00,1.24
2.00,0.00,23.82,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,9.10,48.70,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,26.00,80.70,2.83,0.00,19.51,19.45,4.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,130.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.00,3.20,18.00,0.05,1.00,94.51,96.14,8.10,6.90,0.00,118.70,112.00,0.00,2.00,0.00
3.00,0.00,23.81,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,8.30,48.20,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,26.00,81.30,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,128.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,2.60,2.70,18.00,0.00,1.00,91.55,94.62,7.10,5.90,0.00,121.90,102.00,0.00,2.00,0.00
4.00,0.00,23.93,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,8.30,45.20,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,25.60,85.60,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,126.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,2.90,3.40,18.00,0.00,1.00,85.33,91.93,6.70,5.40,0.00,124.10,112.00,0.00,2.00,0.00
5.00,0.00,24.07,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,8.50,41.40,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,25.10,83.70,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,122.00,12.88,17.49,19.51,6.40,0.00,0.00,0.00,2.40,3.50,4.50,18.00,0.00,1.00,82.11,88.91,6.50,5.10,0.00,123.90,73.00,0.00,2.00,0.00
6.00,0.00,23.81,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,8.10,40.20,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,24.70,81.70,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,117.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.40,4.40,18.00,0.00,1.00,78.97,81.40,6.20,4.80,0.00,123.10,62.00,0.00,2.00,0.00
7.00,0.00,23.80,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,7.50,39.90,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,24.40,79.70,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,111.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.00,3.90,18.00,0.00,1.00,70.84,79.04,5.90,4.40,0.00,120.20,54.00,0.00,2.00,0.00
8.00,0.00,23.81,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,7.10,38.80,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,23.60,76.70,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,102.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.60,5.30,18.00,0.00,1.00,67.72,76.40,5.30,3.90,0.00,117.50,48.00,0.00,2.00,0.00
9.00,0.00,23.86,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,6.80,37.50,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,22.70,73.30,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,93.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,4.50,7.40,18.00,0.00,1.00,59.61,73.66,4.70,3.20,0.00,114.30,44.00,0.00,2.00,0.00
10.00,0.00,23.86,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.00,0.00,18.05,0.00,8.20,6.90,36.10,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.00,21.70,69.50,2.83,0.00,19.51,19.45,0.00,9.00,0.00,0.00,19.51,19.51,19.51,2.40,82.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,4.90,8.00,18.00,0.00,1.00,54.95,70.77,3.80,2.60,0.00,110.50,41.00,0.00,2.00,0.00
