"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,71.05,29.40,67.13,594.17,193.29,0.00,6.09,83.44,18.09,0.63,19.01,14.92,77.78,5.13,2.82,120.17,99.28,65.00,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,85.48,4.43,19.77,154.85,0.00,0.00,67.10,36.12,36.12,184.17,197.14,0.00,0.00,0.00,53.40,46.15,42.95,30.02,0.00,0.00,0.00,0.00,85.00,49.75,0.00,101.60
2.00,69.73,28.86,67.13,594.17,193.29,0.00,6.09,64.13,18.09,0.63,19.01,14.92,76.24,5.13,2.82,120.17,86.33,41.51,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,41.08,4.43,9.50,144.33,0.00,0.00,67.10,46.31,20.62,184.17,197.14,0.00,1.06,0.00,58.71,45.78,39.98,30.02,16.31,0.00,0.00,0.00,25.00,109.85,0.00,101.60
3.00,72.37,29.95,67.13,594.17,193.29,0.00,6.09,83.44,18.09,0.63,19.01,14.92,79.32,5.13,2.82,120.17,86.30,65.00,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,54.27,4.43,12.55,0.00,0.00,0.00,67.10,46.31,20.62,184.17,197.14,0.00,0.00,0.00,58.71,46.51,45.94,30.02,0.00,0.00,0.00,0.00,25.00,109.85,0.00,101.60
4.00,71.05,29.40,67.13,594.17,193.29,0.00,6.09,83.44,18.09,0.63,19.01,14.92,59.77,5.13,2.82,120.17,80.49,65.00,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,16.49,4.43,3.81,0.00,0.00,0.00,67.10,46.31,20.62,176.99,189.90,0.00,0.00,0.00,58.71,46.15,42.95,30.02,0.00,0.00,0.00,0.00,25.00,109.85,0.00,101.60
5.00,64.09,29.95,67.13,594.17,193.29,0.00,6.09,83.44,18.09,0.63,19.01,14.92,58.43,5.13,2.82,120.17,79.55,65.00,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,16.49,4.43,3.81,0.00,0.00,0.00,67.10,46.31,20.62,171.86,184.63,0.00,0.00,0.00,58.71,44.43,31.76,30.02,0.00,0.00,0.00,0.00,25.00,109.85,0.00,101.60
6.00,63.48,29.95,67.13,594.17,193.29,0.00,6.09,81.05,18.09,0.63,19.01,14.92,57.46,5.13,2.82,120.17,79.17,62.10,24.99,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,0.00,66.69,33.66,33.66,160.51,172.62,0.00,0.00,0.00,66.99,42.16,24.77,30.02,0.00,0.00,0.00,0.00,65.16,62.18,0.00,101.60
7.00,63.48,29.95,67.13,594.17,193.29,0.00,6.09,80.91,18.09,0.63,19.01,14.92,58.20,5.13,2.82,120.17,79.16,61.93,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,20.62,46.30,173.64,186.46,0.00,0.00,0.00,0.00,43.79,29.20,30.02,0.00,0.00,0.00,0.00,85.00,35.65,0.00,101.60
8.00,72.06,29.95,67.13,594.17,193.29,0.00,6.09,73.26,18.09,0.63,19.01,14.92,52.19,5.13,2.82,120.17,77.68,52.62,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,20.62,20.62,134.97,144.04,0.00,0.00,0.00,66.99,45.90,40.94,30.02,0.00,0.00,0.00,0.00,85.00,61.80,0.00,101.60
9.00,64.03,29.95,67.13,594.17,193.29,0.00,6.09,78.32,18.09,0.63,19.01,14.92,54.76,5.13,2.82,120.17,77.83,58.77,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,44.66,20.62,148.52,159.40,0.00,0.00,0.00,53.40,44.31,31.24,30.02,0.00,0.00,0.00,0.00,31.96,110.26,0.00,101.60
10.00,72.37,29.95,67.13,594.17,193.29,0.00,6.09,79.02,18.09,0.63,19.01,14.92,62.29,5.13,2.82,120.17,79.67,59.63,30.81,12.00,82.93,0.00,1.97,6.88,65.66,0.00,6.39,0.00,0.00,4.43,0.00,0.00,0.00,0.00,60.93,20.62,20.62,166.71,179.24,0.00,0.00,0.00,66.99,46.05,42.16,30.02,0.00,0.00,0.00,0.00,85.00,61.80,0.00,101.60
