"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,22.97,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.70,42.10,8.00,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,86.80,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,98.30,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.00,10.80,19.00,0.00,2.00,107.40,111.50,11.70,11.00,0.00,118.10,110.10,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
2.00,0.00,23.01,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.60,37.10,8.00,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,10.00,86.10,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,88.60,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.00,10.30,19.00,0.00,2.00,104.70,110.70,11.20,10.60,0.00,116.70,100.30,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
3.00,0.00,23.17,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.60,31.60,8.00,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,85.30,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,78.70,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.00,9.70,19.00,0.00,2.00,101.80,110.00,10.50,10.00,0.00,115.10,85.90,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
4.00,0.00,23.05,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.60,27.50,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,84.70,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,70.90,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.00,9.30,19.00,0.00,2.00,99.50,109.50,9.80,9.40,0.00,113.70,74.40,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
5.00,0.00,23.02,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.60,26.10,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,84.20,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,65.40,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.18,9.60,19.00,0.00,2.00,96.80,108.60,9.60,8.90,0.00,112.50,71.70,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
6.00,0.00,23.01,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.60,24.30,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,83.60,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,61.20,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.18,9.80,19.00,0.00,2.00,93.00,107.20,9.30,8.30,0.00,111.90,69.30,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
7.00,0.00,23.19,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.70,21.70,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,82.70,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,59.90,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.18,9.90,19.00,0.00,2.00,88.70,104.60,8.60,7.70,0.00,112.90,68.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
8.00,0.00,23.20,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.80,21.90,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,9.00,81.80,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,65.80,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.18,10.00,19.00,0.00,2.00,85.70,101.10,8.10,7.20,0.00,114.80,74.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
9.00,0.00,23.24,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.70,22.00,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,8.00,81.00,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,68.20,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.18,10.40,19.00,0.00,2.00,81.80,98.30,7.70,6.60,0.00,114.60,76.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
10.00,0.00,23.21,0.00,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,13.00,0.00,0.00,17.01,0.00,7.00,5.70,21.20,7.90,10.67,13.60,5.00,18.70,18.70,18.89,18.89,2.80,0.00,8.00,79.80,3.06,26.00,18.89,17.94,0.00,17.38,0.00,0.00,18.89,18.89,18.89,2.40,65.40,12.47,18.89,8.20,0.00,8.02,19.44,2.40,0.68,10.70,19.00,0.00,2.00,78.60,96.20,7.20,6.10,0.00,113.60,73.40,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
