"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,60.01,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.72,34.19,0.00,6.39,9.98,35.18,10.52,12.33,180.00,180.00,0.00,66.47,67.25,27.79,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
2.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,51.90,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.72,34.19,0.00,6.39,9.98,25.65,10.52,10.12,180.00,180.00,0.00,66.47,67.25,27.79,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
3.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,67.41,10.52,19.79,180.00,180.00,0.00,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
4.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,57.28,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,67.41,10.52,19.79,180.00,180.00,0.00,66.70,27.89,66.93,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
5.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,67.41,10.52,19.79,180.00,180.00,0.00,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
6.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,57.29,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,90.92,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
7.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,76.64,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,83.97,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
8.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,122.27,7.31,3.92,62.51,112.47,88.74,47.08,182.72,25.02,6.88,34.19,0.00,6.39,9.98,85.13,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
9.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,109.86,7.31,3.92,164.07,112.47,88.74,47.08,182.72,25.02,6.88,87.77,0.00,6.39,9.98,75.62,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
10.00,78.57,29.98,67.20,650.00,147.02,6.28,6.58,110.48,19.21,4.79,41.90,0.00,127.32,7.31,3.92,164.07,112.47,88.74,47.08,182.72,25.02,6.88,87.77,0.00,6.39,9.98,67.41,10.52,19.79,180.00,180.00,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,56.91,87.36,110.37,110.32,203.40,20.46,20.42,16.33,21.95,5.06
