"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,62.05,29.95,67.13,635.88,206.86,7.98,8.37,41.34,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,73.49,21.64,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,16.49,4.43,3.81,0.00,0.00,0.00,64.91,65.68,64.55,0.00,72.84,0.00,0.00,0.00,30.93,44.08,27.02,32.76,0.00,0.00,0.00,0.00,25.00,100.52,0.00,95.72
2.00,72.37,29.95,67.13,635.86,206.86,7.98,8.37,37.11,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,70.31,16.49,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,4.64,4.43,0.00,0.00,0.00,0.00,0.00,32.53,65.30,0.00,72.84,0.00,0.00,0.00,67.01,46.70,40.94,32.76,0.00,0.00,0.00,0.00,67.57,110.26,0.00,85.24
3.00,66.28,29.95,67.13,635.88,206.86,7.98,8.37,41.56,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,72.54,21.91,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,16.49,4.43,3.81,0.00,0.00,0.00,0.00,67.88,67.33,0.00,72.84,0.00,0.00,0.00,67.01,44.96,32.05,32.76,0.00,0.00,0.00,0.00,25.00,88.14,0.00,97.18
4.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,47.90,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,73.17,29.62,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,16.49,4.43,3.81,0.00,0.00,0.00,0.00,63.95,43.45,0.00,72.84,0.00,0.00,0.00,67.01,47.60,44.84,32.76,0.00,0.00,0.00,0.00,25.00,94.15,0.00,103.44
5.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,60.48,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,75.25,44.93,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,4.64,4.43,0.00,0.00,0.00,0.00,0.00,67.88,39.52,0.00,118.01,0.00,0.00,0.00,30.93,46.66,47.19,32.76,0.00,0.00,0.00,0.00,25.00,106.52,0.00,110.78
6.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,57.59,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,74.79,41.41,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,4.64,4.43,0.00,0.00,0.00,0.00,0.00,67.88,20.62,0.00,76.43,95.49,0.00,0.00,45.00,46.93,44.11,32.76,0.00,0.00,0.00,0.00,50.71,100.48,0.00,109.57
7.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,68.45,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,76.50,54.63,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,46.96,4.43,10.86,0.00,0.00,0.00,0.00,56.91,56.49,0.00,79.19,164.64,0.00,0.00,67.01,47.34,45.10,32.76,0.00,0.00,0.00,0.00,25.00,79.90,0.00,114.85
8.00,68.13,29.95,67.13,635.88,206.86,7.98,8.37,75.29,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,74.42,62.95,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,6.39,0.00,71.76,4.43,16.60,0.00,0.00,0.00,56.61,20.62,56.79,0.00,77.67,184.23,0.00,0.00,67.01,45.86,40.64,32.76,0.00,0.00,0.00,0.00,43.05,62.62,0.00,108.76
9.00,62.15,29.95,67.13,635.88,206.86,7.98,8.37,82.91,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,68.18,72.21,20.85,33.55,77.31,0.00,1.97,6.88,44.02,0.00,0.00,0.00,85.48,4.43,19.77,0.00,0.00,0.00,57.75,58.39,21.87,0.00,87.58,158.79,0.00,0.00,67.01,66.56,0.00,32.76,0.00,0.00,0.00,0.00,25.00,110.26,0.00,86.42
10.00,63.12,29.93,67.13,635.88,206.86,7.98,8.37,72.60,17.56,0.45,19.00,14.92,55.00,5.13,2.82,111.58,47.34,59.67,20.85,29.55,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,52.53,4.43,12.15,0.00,0.00,0.00,67.10,67.88,0.00,0.00,72.84,66.49,0.00,0.00,67.01,66.56,0.00,32.76,0.00,0.00,0.00,0.00,43.04,76.38,0.00,64.40
11.00,62.52,29.69,67.13,635.88,206.86,7.98,8.37,78.67,17.56,0.45,19.00,9.95,61.41,5.13,2.82,111.58,43.75,67.05,20.85,34.02,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,65.30,4.43,15.10,0.00,0.00,0.00,67.10,67.88,0.00,0.00,72.84,0.00,0.00,0.00,67.01,66.56,0.00,32.76,0.00,0.00,0.00,0.00,75.63,39.32,0.00,41.59
12.00,62.71,29.69,67.13,635.88,206.86,7.98,8.37,87.51,17.56,0.45,19.00,9.95,50.10,5.13,2.82,111.58,45.35,77.82,20.85,19.61,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,84.16,4.43,19.47,0.00,0.00,0.00,67.10,0.00,67.33,0.00,78.03,0.00,1.46,0.00,66.99,66.56,0.00,32.76,0.00,12.09,0.00,0.00,57.45,80.17,0.00,39.61
13.00,62.15,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,79.00,5.13,2.82,111.58,48.70,85.06,20.85,21.18,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,66.86,67.64,47.54,0.00,81.42,0.00,1.46,0.00,75.00,66.56,0.00,32.76,0.00,12.09,0.00,0.00,25.00,110.26,0.00,53.00
14.00,60.25,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,64.49,5.13,2.82,111.58,48.95,85.06,20.85,27.13,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,66.62,67.40,20.62,0.00,95.18,184.23,1.46,0.00,30.93,66.56,0.00,32.76,0.00,12.09,0.00,0.00,73.57,77.14,0.00,48.11
15.00,62.15,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,70.10,5.13,2.82,111.58,53.46,85.06,20.85,22.36,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,20.62,67.88,67.33,131.48,75.30,131.52,1.46,0.00,57.59,66.56,0.00,32.76,0.00,12.09,0.00,0.00,72.98,110.26,0.00,51.17
16.00,62.15,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,72.50,5.13,2.82,111.58,56.77,85.06,20.85,23.22,77.31,0.00,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,30.76,67.00,30.78,67.23,152.38,75.35,152.43,1.46,0.00,67.01,66.56,0.00,32.76,0.00,12.09,0.00,0.00,34.02,99.98,0.00,52.29
17.00,62.83,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,87.36,5.13,2.82,111.58,69.98,85.06,20.85,21.92,77.31,13.13,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,57.59,63.01,63.76,20.62,161.88,75.39,161.94,1.46,0.00,75.03,66.56,0.00,32.76,0.00,12.09,0.00,0.00,85.00,99.15,0.00,0.00
18.00,66.22,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,90.99,5.13,2.82,111.58,72.11,85.06,20.85,35.37,77.31,13.13,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,66.88,66.47,20.62,66.99,173.14,75.53,173.20,1.46,0.00,57.05,66.56,0.00,32.76,0.00,12.09,0.00,0.00,76.70,110.26,0.00,0.00
19.00,70.03,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,74.23,5.13,2.82,111.58,59.13,85.06,20.85,19.12,77.31,13.13,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,43.19,66.86,67.64,43.12,161.48,75.39,161.54,1.78,0.00,76.30,66.56,0.00,32.76,0.00,16.94,0.00,0.00,48.29,110.26,0.00,53.34
20.00,68.13,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,61.38,5.13,2.82,111.58,58.06,85.06,20.85,23.75,77.31,13.13,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,51.51,51.51,141.10,75.31,141.14,1.46,0.00,54.62,66.56,0.00,32.76,0.00,12.09,0.00,0.00,85.00,99.37,0.00,47.80
21.00,71.93,29.95,67.13,635.88,206.86,7.98,8.37,93.47,17.56,0.45,19.00,9.95,97.09,5.13,2.82,111.58,59.53,85.06,20.85,25.29,77.31,13.13,1.97,6.88,44.02,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,0.00,67.88,67.33,0.00,77.67,184.23,2.66,0.00,0.00,66.56,0.00,32.76,0.00,30.56,0.00,0.00,85.00,66.88,0.00,61.08
