"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,22.98,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.63,0.81,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,1.50,8.45,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,0.00,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.00,18.00,0.00,1.00,0.00,6.09,0.18,0.31,0.00,11.48,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
2.00,0.00,23.17,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.56,0.84,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,1.78,7.88,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,0.00,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.00,18.00,0.00,1.00,0.00,3.60,0.17,0.28,0.00,11.20,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
3.00,0.00,22.95,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.49,0.73,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,2.29,7.69,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,0.00,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.01,18.00,0.00,1.00,0.16,4.98,0.20,0.27,0.00,11.71,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,23.02,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.42,0.48,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,2.54,7.39,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,0.64,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.00,18.00,0.00,1.00,0.72,5.74,0.16,0.24,0.00,12.26,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,22.98,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.34,0.34,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,2.59,6.61,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,1.71,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.00,18.00,0.00,1.00,0.00,3.80,0.12,0.18,0.00,12.64,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,23.04,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.28,0.27,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,2.58,5.59,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,2.45,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.01,18.00,0.00,1.00,0.00,1.10,0.08,0.11,0.00,13.01,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
7.00,0.00,23.01,0.00,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.00,0.00,17.01,0.00,7.20,0.21,0.21,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.00,2.54,4.60,3.24,27.00,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,4.39,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.03,18.00,0.00,1.00,0.00,0.00,0.05,0.07,0.00,13.07,1.30,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,2.12
8.00,0.00,22.98,0.03,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,0.42,0.09,17.01,0.00,7.20,0.14,0.12,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,0.12,2.45,3.99,3.24,27.00,18.89,17.94,1.11,17.38,0.36,0.60,18.89,18.89,18.89,2.40,7.90,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.00,0.06,18.00,0.00,1.00,0.00,0.00,0.03,0.06,0.83,12.36,2.48,0.00,2.00,0.46,1.12,11.00,0.37,22.00,0.00,2.70,16.70
9.00,0.00,23.14,0.54,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,1.68,1.03,17.01,0.00,7.20,0.07,0.09,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,1.32,2.44,3.58,3.24,27.00,18.89,17.94,9.22,17.38,3.05,0.60,18.89,18.89,18.89,2.40,11.00,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.06,0.12,18.00,0.02,1.00,0.00,0.00,0.02,0.05,7.20,12.13,3.84,0.00,2.00,6.27,13.35,11.00,4.52,22.00,0.00,5.40,36.26
10.00,0.00,23.12,1.48,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,2.67,2.77,17.01,0.00,7.20,0.01,0.10,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,3.47,2.59,3.31,3.24,27.00,18.89,17.94,22.42,17.38,7.49,0.60,18.89,18.89,18.89,2.40,12.31,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.09,0.11,18.00,0.04,1.00,1.67,3.25,0.02,0.07,17.07,12.97,4.67,0.00,2.00,15.88,36.14,11.00,14.99,22.00,0.04,15.77,76.97
11.00,0.02,23.03,2.46,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,5.28,5.11,17.01,0.00,7.20,0.00,0.15,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,5.73,2.33,3.20,3.24,27.00,18.89,17.94,39.29,17.38,14.81,0.60,18.89,18.89,18.89,2.40,7.65,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.05,0.05,18.00,0.05,0.00,1.79,4.56,0.02,0.07,30.37,13.28,2.91,0.00,2.00,28.28,62.65,11.00,34.45,22.00,0.07,26.14,85.65
12.00,0.81,23.02,3.91,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,8.88,7.06,17.01,0.00,7.20,0.00,0.14,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,7.45,1.97,3.32,3.24,27.00,18.89,17.94,50.58,17.38,20.56,0.60,18.89,18.89,18.89,2.40,2.67,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.10,0.02,18.00,0.08,0.00,1.78,5.79,0.02,0.08,40.59,14.65,1.21,0.00,2.00,38.82,89.40,11.00,64.14,22.00,0.12,33.17,90.87
13.00,4.12,23.11,5.96,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,11.51,8.77,17.01,0.00,7.20,0.01,0.11,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,9.06,1.73,3.32,3.24,27.00,18.89,17.94,59.29,17.38,22.97,0.60,18.89,18.89,18.89,2.40,0.89,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.32,0.02,18.00,0.37,0.00,2.53,7.31,0.03,0.14,47.72,16.10,0.61,0.10,2.00,46.26,120.80,11.00,93.99,22.00,0.16,40.21,95.35
14.00,7.82,23.17,7.62,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,13.64,10.51,17.01,0.00,7.20,0.02,0.09,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,11.05,1.56,3.24,3.24,27.00,18.89,17.94,70.27,17.38,24.29,0.60,18.89,18.89,18.89,2.40,0.12,12.47,19.64,8.00,0.00,8.10,17.00,2.40,0.67,0.06,18.00,0.50,0.00,3.97,9.22,0.05,0.21,54.57,17.33,0.26,0.20,2.00,51.71,144.33,11.00,109.41,22.00,0.20,41.52,98.10
15.00,10.14,22.86,8.68,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,14.96,12.71,17.01,0.00,7.20,0.05,0.26,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,12.85,1.46,3.43,3.24,27.00,18.89,17.94,81.88,17.38,25.62,0.60,18.89,18.89,18.89,2.40,0.01,12.47,19.64,8.00,0.00,8.10,17.00,2.40,1.25,0.18,18.00,0.62,0.00,6.67,12.90,0.29,0.46,61.79,18.23,0.12,0.20,2.00,55.67,163.43,11.00,120.36,22.00,0.24,42.84,100.43
16.00,11.83,22.94,9.99,14.00,4.20,6.00,11.90,18.62,3.60,0.40,3.50,13.00,15.85,13.88,17.01,0.00,7.20,0.19,1.22,8.00,10.86,13.97,5.00,18.70,18.70,18.89,18.89,1.40,13.44,1.53,4.44,3.24,27.00,18.89,17.94,92.13,17.38,26.67,0.60,18.89,18.89,18.89,2.40,0.17,12.47,19.64,8.00,0.00,8.10,17.00,2.40,1.73,0.26,18.00,0.70,0.00,11.99,20.76,1.27,1.23,68.54,18.46,0.20,0.30,2.00,60.61,177.40,11.00,135.63,22.00,0.27,43.61,101.78
