"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,12.62,18.24,10.60,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,10.60,13.90,3.10,0.00,7.20,22.50,66.70,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,9.40,7.83,22.70,1.85,26.10,3.20,10.49,125.90,16.99,27.80,0.60,10.00,10.00,10.00,1.20,37.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,11.70,10.90,18.90,0.00,0.00,1.00,1.00,10.40,20.40,4.00,3.12,89.10,25.60,54.00,0.20,0.88,74.98,232.40,0.00,18.05,11.00
2.00,11.86,18.13,8.40,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,10.50,13.30,3.10,0.00,7.20,22.00,66.40,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,8.60,8.12,23.80,1.85,26.20,3.20,10.49,113.30,16.99,24.30,0.60,10.00,10.00,10.00,1.20,51.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,11.60,11.10,18.90,0.00,0.00,0.93,1.00,13.50,26.40,4.10,3.26,90.20,27.40,71.00,0.10,0.88,70.52,226.50,0.00,17.46,11.00
3.00,11.16,18.36,6.20,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,7.80,12.20,3.10,0.00,7.20,21.50,66.00,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,7.80,8.44,26.30,1.85,26.30,3.20,10.49,83.20,16.99,17.20,0.60,10.00,10.00,10.00,1.20,62.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,11.00,10.70,18.90,0.00,0.00,0.79,1.00,17.10,33.20,4.00,3.43,83.90,29.70,80.00,0.10,0.92,58.19,201.70,0.00,16.88,11.00
4.00,10.33,18.06,3.80,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,1.70,10.40,3.10,0.00,7.20,20.30,65.90,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,5.80,8.79,28.50,1.85,26.40,3.20,10.49,38.10,16.99,7.60,0.60,10.00,10.00,10.00,1.20,71.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,10.50,10.40,18.90,0.00,0.00,0.57,1.00,20.50,39.60,4.00,3.56,65.10,31.80,88.00,0.10,1.00,35.32,159.60,0.00,13.73,11.00
5.00,9.19,18.66,2.00,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,5.60,3.10,0.00,7.20,19.00,66.50,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,1.60,9.18,30.00,1.85,26.50,3.20,10.49,8.20,16.99,1.30,0.60,10.00,10.00,10.00,1.20,79.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,10.10,10.30,18.90,0.00,0.00,0.49,1.00,23.30,44.40,4.10,3.68,36.20,33.00,93.00,0.10,1.04,13.26,99.90,0.00,10.59,11.00
6.00,6.70,18.52,0.50,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,1.40,3.10,0.00,7.20,17.90,66.10,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,0.00,9.61,30.90,1.85,26.70,3.20,10.49,0.40,16.99,0.00,0.60,10.00,10.00,10.00,1.20,87.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,9.80,10.30,18.90,0.00,0.00,0.34,1.00,25.90,48.50,4.20,3.42,8.00,34.20,95.00,0.10,1.08,2.53,22.50,0.00,5.28,11.00
7.00,0.69,18.60,0.00,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,0.00,3.10,0.00,7.20,16.80,62.40,0.00,0.00,4.80,4.50,18.45,10.00,0.00,0.00,2.80,0.00,10.03,30.20,1.85,26.80,3.20,10.49,0.00,16.99,0.00,0.60,10.00,10.00,10.00,1.20,90.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,9.50,10.20,18.90,0.00,0.00,0.12,1.00,28.00,50.10,4.10,3.04,0.60,35.20,95.00,0.00,1.12,0.15,1.30,0.00,0.00,11.00
8.00,0.00,18.65,0.00,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,0.00,3.10,0.00,7.20,15.70,58.70,4.40,0.00,15.53,4.50,18.45,10.00,0.00,0.00,2.80,0.00,10.45,29.70,1.85,27.00,3.20,10.49,0.00,16.99,0.00,0.60,10.00,10.00,10.00,1.20,89.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,9.10,9.80,18.90,0.00,0.00,0.06,1.00,29.90,51.40,3.90,2.87,0.00,36.30,91.00,0.00,1.12,0.00,0.00,0.00,0.00,11.00
9.00,0.00,18.24,0.00,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,0.00,3.10,0.00,7.20,14.50,55.20,7.90,0.00,15.53,4.50,18.45,10.00,0.00,0.00,2.80,0.00,11.00,29.80,1.85,27.20,3.20,10.49,0.00,16.99,0.00,0.60,10.00,10.00,10.00,1.20,86.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,8.20,8.90,18.90,0.00,0.00,0.00,1.00,31.00,52.10,3.90,2.78,0.00,37.80,85.00,0.00,1.12,0.00,0.00,0.00,0.00,11.00
10.00,0.00,18.06,0.00,14.00,4.20,9.20,2.60,7.90,1.60,0.00,3.40,18.00,0.00,0.00,3.10,0.00,7.20,13.60,51.70,8.00,0.00,15.53,4.50,18.45,10.00,0.00,0.00,2.80,0.00,11.70,30.00,1.85,27.30,3.20,10.49,0.00,16.99,0.00,0.60,10.00,10.00,10.00,1.20,77.00,6.00,11.00,18.45,8.00,10.80,7.45,4.40,2.40,7.40,8.20,18.90,0.00,0.00,0.00,1.00,32.10,52.70,3.90,2.67,0.00,39.10,66.00,0.00,1.12,0.00,0.00,0.00,0.00,11.00
