"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,86.23,5.13,2.82,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,73.55,5.46,17.01,177.85,0.00,47.86,31.20,48.06,47.76,121.42,128.84,121.45,0.00,74.91,76.30,40.67,47.56,58.90,30.67,30.56,30.55,44.46,44.48,58.66,58.65,203.20,19.40,0.00
2.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,82.00,5.13,2.82,163.91,112.36,132.71,44.06,11.62,200.30,13.33,1.97,6.88,87.69,6.39,9.98,73.94,5.46,17.10,178.93,0.00,20.62,52.16,52.61,20.62,121.40,128.81,121.42,0.00,74.91,76.30,20.62,39.18,58.90,30.67,30.56,30.55,44.31,44.34,78.69,78.66,203.20,19.40,0.00
3.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,80.42,5.13,2.82,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,69.16,5.46,16.00,171.83,0.00,41.80,41.73,41.86,20.62,117.71,124.76,117.73,0.00,74.91,76.30,20.62,39.18,58.90,30.67,30.56,30.55,44.31,44.34,75.53,75.50,203.20,19.40,0.00
4.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,74.75,5.13,2.82,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,63.16,5.46,14.61,166.96,0.00,59.46,59.10,20.62,20.62,172.91,0.00,172.97,0.00,74.91,76.30,24.10,24.03,58.90,30.67,30.56,30.55,44.31,44.34,56.20,56.19,203.20,19.40,0.00
5.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,80.77,5.13,2.82,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,57.57,5.46,13.32,168.86,0.00,0.00,39.52,67.88,0.00,176.61,0.00,176.68,0.00,74.91,76.30,41.29,51.16,58.90,30.67,30.56,30.55,44.31,44.34,36.60,36.60,203.20,19.40,0.00
6.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,78.59,5.13,2.82,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,49.05,5.46,11.35,161.62,0.00,34.54,34.49,34.59,0.00,162.85,0.00,162.91,0.00,74.91,76.30,46.24,46.20,58.90,30.67,30.56,30.55,44.31,44.34,20.62,20.62,203.20,19.40,0.00
7.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,81.83,5.13,2.82,163.91,112.36,132.71,44.06,34.29,200.30,13.33,1.97,6.88,87.69,6.39,9.98,54.52,5.46,12.61,165.85,0.00,59.46,59.10,20.62,0.00,174.16,0.00,174.23,0.00,74.91,76.30,25.60,43.16,58.90,30.67,30.56,30.55,44.31,44.34,39.49,39.48,203.20,19.40,0.00
8.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,81.78,5.13,2.82,163.91,112.36,132.71,44.06,34.29,200.30,13.33,1.97,6.88,87.69,6.39,9.98,57.46,5.46,13.29,168.02,0.00,59.00,0.00,67.23,0.00,174.82,0.00,174.89,0.00,74.91,76.30,31.32,45.19,58.90,30.67,30.56,30.55,44.31,44.34,0.00,87.61,203.20,19.40,0.00
9.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,75.12,5.13,2.82,163.91,112.36,107.64,44.06,34.17,200.30,13.33,1.97,6.88,87.69,6.39,9.98,49.51,5.46,11.45,144.33,144.33,62.97,0.00,63.33,0.00,161.52,0.00,161.59,0.00,74.91,76.30,27.79,43.86,58.90,30.67,30.56,30.55,44.17,44.19,0.00,54.26,203.20,19.40,0.00
10.00,16.29,29.95,67.13,635.03,206.59,7.75,8.13,110.37,17.91,4.01,22.63,14.92,59.78,5.13,2.82,163.91,112.36,107.68,44.06,34.00,200.30,13.33,1.97,6.88,87.69,6.39,9.98,53.49,5.46,12.37,144.33,144.33,67.05,0.00,67.42,0.00,161.09,0.00,161.15,0.00,74.91,76.30,29.72,44.63,58.90,30.67,30.56,30.55,44.46,44.48,0.00,22.88,203.20,19.40,0.00
