"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.75,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.00,0.00,17.49,0.00,8.24,7.55,12.76,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,0.00,11.19,68.30,3.30,27.00,19.34,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,32.00,12.63,21.00,7.00,10.80,8.30,20.00,2.40,0.65,2.37,18.90,0.00,0.00,0.00,1.00,32.00,70.60,0.52,0.61,0.00,110.70,17.55,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.69,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.00,0.00,17.49,0.00,8.24,6.97,12.54,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,0.00,10.92,67.40,3.30,27.00,19.34,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,33.70,12.63,21.00,7.00,10.80,8.30,20.00,2.40,0.71,2.84,18.90,0.00,0.00,0.00,1.00,33.80,61.30,0.51,0.51,0.00,110.60,18.29,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.77,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.00,0.00,17.49,0.00,8.24,6.97,12.78,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,0.00,11.19,67.10,3.30,27.00,19.34,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,33.60,12.63,21.00,7.00,10.80,8.30,20.00,2.40,0.77,3.13,18.90,0.00,0.00,0.00,1.00,30.00,57.80,0.43,0.39,0.00,103.50,17.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.89,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.00,0.00,17.49,0.00,8.24,7.15,13.16,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,0.00,11.65,67.10,3.30,27.00,19.34,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,1.20,33.00,12.63,21.00,7.00,10.80,8.30,20.00,2.40,0.83,3.36,18.90,0.00,0.00,0.00,1.00,24.30,52.80,0.32,0.26,0.00,107.40,16.87,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.08,23.78,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.11,0.16,17.49,0.00,8.24,7.53,13.99,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,0.09,11.57,66.60,3.30,27.00,19.34,18.46,2.00,17.88,0.51,0.60,19.44,19.44,19.44,1.20,33.00,12.63,21.00,7.00,10.80,8.30,20.00,2.40,1.15,3.82,18.90,0.00,0.00,0.00,1.00,17.90,51.10,0.28,0.26,2.15,104.50,17.09,0.00,2.00,0.86,5.15,11.00,3.27,22.00,0.00,0.73
6.00,0.84,23.87,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,0.67,1.35,17.49,0.00,8.24,7.98,14.97,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,1.12,11.32,66.10,3.30,27.00,19.34,18.46,15.03,17.88,3.94,0.60,19.44,19.44,19.44,1.20,33.20,12.63,21.00,7.00,10.80,8.30,20.00,2.40,1.56,4.37,18.90,0.00,0.00,0.00,1.00,17.80,50.40,0.25,0.31,15.40,106.20,17.69,0.00,2.00,7.93,50.89,11.00,26.90,22.00,0.00,1.45
7.00,2.18,23.95,0.00,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,2.05,3.41,17.49,0.00,8.24,8.07,16.12,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,3.48,10.96,65.50,3.30,27.00,19.34,18.46,40.26,17.88,11.68,0.60,19.44,19.44,19.44,1.20,33.80,12.63,21.00,7.00,10.80,8.30,20.00,2.40,1.97,4.95,18.90,0.00,0.00,0.02,1.00,17.30,43.90,0.23,0.29,38.59,107.40,17.72,0.00,2.00,20.08,121.68,11.00,60.72,22.00,0.01,4.97
8.00,4.05,23.97,0.02,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,5.61,6.37,17.49,0.00,8.24,8.05,17.33,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,6.25,10.57,64.80,3.30,27.00,19.34,18.46,74.05,17.88,21.70,0.60,19.44,19.44,19.44,1.20,34.40,12.63,21.00,7.00,10.80,8.30,20.00,2.40,2.39,5.53,18.90,0.00,0.00,0.05,1.00,16.80,42.20,0.22,0.26,64.13,103.60,17.56,0.00,2.00,33.79,172.31,11.00,99.70,22.00,0.04,8.49
9.00,6.20,23.80,0.90,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,11.24,9.20,17.49,0.00,8.24,7.01,17.82,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,8.44,10.17,65.20,3.30,27.00,19.34,18.46,98.07,17.88,30.63,0.60,19.44,19.44,19.44,1.20,28.80,12.63,21.00,7.00,10.80,8.30,20.00,2.40,3.30,6.42,18.90,0.00,0.00,0.06,1.00,16.30,40.70,0.23,0.36,80.58,103.00,14.19,0.00,2.00,48.55,213.30,11.00,132.96,22.00,0.08,12.23
10.00,8.50,23.69,5.19,14.00,4.20,8.20,12.90,20.00,3.55,0.40,3.50,17.62,14.48,11.48,17.49,0.00,8.24,5.62,18.06,0.00,6.70,5.00,4.60,20.12,20.00,20.00,20.00,1.40,10.02,9.77,66.00,3.30,27.00,19.34,18.46,107.48,17.88,35.25,0.60,19.44,19.44,19.44,1.20,21.00,12.63,21.00,7.00,10.80,8.30,20.00,2.40,4.36,7.41,18.90,0.00,0.00,0.08,1.00,15.90,39.30,0.24,0.51,88.00,101.90,9.76,0.10,2.00,61.40,237.97,11.00,164.27,22.00,0.14,15.97
