"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,71.68,29.52,66.81,610.01,197.49,7.26,7.61,92.27,18.32,2.08,19.41,127.83,7.18,3.86,107.30,79.62,95.42,0.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,52.30,3.90,13.95,0.00,0.00,37.72,48.91,37.72,0.00,85.99,73.21,0.00,0.00,0.00,58.25,46.72,43.96,28.49,0.00,0.00,0.00,41.89,38.89,82.55,102.42,55.57,20.34,2.62,20.70,0.00,0.00
2.00,71.68,29.52,66.81,603.03,195.23,7.26,7.61,28.52,18.32,2.08,19.41,112.29,7.18,3.86,107.30,61.86,17.48,0.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,52.30,3.90,13.95,0.00,212.51,45.81,0.00,45.81,0.00,66.84,0.00,0.00,0.00,0.00,61.84,46.72,43.96,28.49,0.00,0.00,0.00,26.94,20.73,0.00,109.69,82.04,20.34,2.62,0.00,21.00,0.00
3.00,71.68,29.52,66.81,604.50,195.71,7.26,7.61,78.97,18.32,2.08,19.41,110.89,7.18,3.86,107.30,61.24,79.16,4.15,87.85,0.00,6.88,58.35,26.00,6.39,0.00,52.30,3.90,13.95,0.00,0.00,40.75,0.00,40.75,40.75,80.19,0.00,0.00,0.00,0.00,58.84,46.72,43.96,28.49,0.00,0.00,0.00,20.73,26.94,0.00,109.69,81.56,20.34,2.62,0.00,21.00,0.00
4.00,71.68,29.52,66.81,551.77,178.63,7.26,7.61,76.87,18.32,2.08,19.41,103.31,7.18,3.86,107.30,59.94,76.59,0.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,52.30,3.90,13.95,0.00,0.00,37.31,0.00,37.31,47.17,129.93,0.00,0.00,0.00,0.00,60.79,46.72,43.96,28.49,0.00,0.00,0.00,26.94,0.00,0.00,58.48,78.79,20.34,2.62,0.00,21.00,0.00
5.00,71.68,29.52,66.81,539.91,174.79,7.26,7.61,70.65,18.32,2.08,19.41,98.60,7.18,3.86,107.30,58.87,68.98,0.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,52.30,3.90,13.95,0.00,0.00,51.71,0.00,51.92,20.73,80.19,0.00,0.00,0.00,0.00,56.75,46.72,43.96,28.49,0.00,0.00,0.00,26.94,0.00,0.00,109.69,77.01,20.34,2.62,0.00,21.00,0.00
6.00,71.68,29.52,66.81,486.16,157.39,7.26,7.61,67.66,18.32,2.08,19.41,99.06,7.18,3.86,107.30,57.87,65.32,18.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,48.08,3.90,12.98,0.00,0.00,45.37,0.00,45.37,20.73,183.28,0.00,0.00,0.00,0.00,61.73,46.72,43.96,28.49,0.00,0.00,0.00,26.94,0.00,0.00,20.73,76.85,20.34,2.62,0.00,21.00,0.00
7.00,69.70,28.71,66.81,448.33,145.15,7.26,7.61,62.72,18.32,2.08,19.41,93.73,7.18,3.86,107.30,57.29,59.29,18.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,34.60,3.90,9.88,0.00,0.00,45.26,20.73,58.36,20.73,183.28,0.00,0.00,0.00,0.00,57.14,41.69,43.99,28.49,0.00,0.00,0.00,26.94,0.00,0.00,20.73,75.18,20.34,2.62,21.27,0.00,0.00
8.00,72.33,29.79,66.81,475.70,154.01,7.26,7.61,65.02,18.32,2.08,19.41,97.77,7.18,3.86,107.30,57.29,62.10,18.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,42.23,3.90,11.63,0.00,0.00,43.01,0.00,43.01,20.73,183.28,0.00,0.00,0.00,0.00,61.84,51.13,44.03,28.49,0.00,0.00,0.00,26.94,0.00,0.00,27.41,77.15,20.34,2.62,21.27,0.00,0.00
9.00,71.05,29.26,66.81,466.02,150.87,7.26,7.61,62.93,18.32,2.08,19.41,98.81,7.18,3.86,107.30,57.57,59.55,18.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,36.04,3.90,10.21,0.00,0.00,43.21,20.73,55.37,20.73,183.28,0.00,0.00,0.00,0.00,62.18,42.31,43.97,28.49,0.00,0.00,0.00,26.94,0.00,0.00,20.73,77.75,20.34,2.62,21.27,0.00,0.00
10.00,72.23,29.75,66.81,485.56,157.20,7.26,7.61,64.39,18.32,2.08,19.41,99.89,7.18,3.86,107.30,58.42,61.33,18.00,87.85,0.00,6.88,58.35,26.00,6.39,0.00,40.19,3.90,11.16,0.00,0.00,0.00,54.85,43.29,20.73,169.55,0.00,0.00,0.00,0.00,61.84,48.10,43.98,28.49,0.00,0.00,0.00,20.73,26.94,0.00,26.94,78.76,20.34,2.62,0.00,21.00,0.00
