"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.80,0.00,14.00,4.20,6.00,11.47,19.14,0.00,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.09,12.90,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,21.70,59.80,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,66.30,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.88,0.68,18.90,0.00,1.00,51.00,67.50,3.60,3.51,0.00,88.70,56.70,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.80,0.00,14.00,4.20,6.00,11.47,19.14,0.00,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.09,12.70,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,21.20,57.60,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,63.20,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.88,0.68,18.90,0.00,1.00,47.40,64.00,3.30,3.51,0.00,85.90,54.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.76,0.00,14.00,4.20,6.00,11.47,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,4.02,12.60,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,20.60,55.10,3.36,25.70,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,60.50,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.79,0.57,18.90,0.00,1.00,44.70,61.70,3.00,2.87,0.00,81.80,54.10,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.89,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.84,12.40,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,20.00,53.20,3.36,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,59.10,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.71,0.52,18.90,0.00,1.00,43.60,60.80,2.90,2.55,0.00,80.20,54.70,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.92,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.67,12.10,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,19.40,51.50,3.36,26.00,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,58.00,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.65,0.45,18.90,0.00,1.00,43.00,60.40,2.90,2.25,0.00,79.40,55.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.83,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.49,11.80,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,19.20,50.30,3.36,26.10,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,57.00,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.60,0.35,18.90,0.00,1.00,42.90,60.60,2.70,2.03,0.00,77.30,56.70,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.92,0.00,14.00,4.20,6.00,11.47,19.14,3.58,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.40,11.30,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,19.00,49.20,3.36,26.00,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,56.10,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.58,0.25,18.90,0.00,1.00,42.90,61.00,2.40,1.83,0.00,74.90,58.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.82,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.60,10.50,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.80,48.80,3.36,25.70,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,52.90,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.59,0.19,18.90,0.00,1.00,42.20,60.90,2.10,1.64,0.00,71.80,55.70,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,24.00,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.68,9.70,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.50,48.60,3.36,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,49.10,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.62,0.18,18.90,0.00,1.00,41.20,60.70,1.80,1.46,0.00,68.50,52.30,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.89,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.42,9.10,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.40,48.30,3.36,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,48.70,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.66,0.34,18.90,0.00,1.00,38.00,56.70,1.60,1.29,0.00,67.70,50.80,0.00,2.00,0.00,0.00,11.00,0.20,22.00,0.00,0.00
11.00,0.00,23.84,0.00,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,3.15,8.70,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.20,48.00,3.36,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,49.60,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.69,0.45,18.90,0.00,1.00,34.00,51.40,1.40,1.12,0.00,67.60,50.10,0.00,2.00,0.00,0.00,11.00,7.70,22.00,0.00,0.00
12.00,0.00,23.59,0.11,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,0.42,0.05,17.49,0.00,8.00,2.89,8.30,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.07,17.90,47.50,3.36,25.90,19.44,18.46,1.45,17.88,0.27,0.00,19.44,19.44,19.44,1.20,49.40,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.72,0.40,18.90,0.00,1.00,28.60,44.70,1.30,0.99,1.16,66.60,49.70,0.00,2.00,0.50,1.83,11.00,25.70,22.00,0.00,3.31
13.00,0.00,23.74,0.84,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,1.75,0.45,17.49,0.00,8.00,2.72,7.80,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,0.65,17.40,46.90,3.36,25.90,19.44,18.46,9.45,17.88,2.29,0.00,19.44,19.44,19.44,1.20,48.90,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.78,0.44,18.90,0.02,1.00,22.80,37.60,1.20,0.89,7.18,65.20,49.40,0.00,2.00,4.57,16.75,11.00,53.80,22.00,0.01,6.62
14.00,0.06,23.71,1.89,14.00,4.20,6.00,11.47,19.14,3.48,0.40,3.10,16.00,3.20,1.48,17.49,0.00,8.00,2.81,8.20,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,1.95,16.90,46.40,3.36,25.90,19.44,18.46,21.21,17.88,6.20,0.00,19.44,19.44,19.44,1.20,44.20,12.83,19.44,8.00,10.60,6.33,20.00,2.40,0.97,0.76,18.90,0.04,1.00,20.20,33.60,1.30,0.87,16.15,63.80,46.80,0.00,2.00,11.61,40.64,11.00,88.70,22.00,0.04,16.92
15.00,0.45,23.71,3.12,14.00,4.20,6.00,11.47,19.14,3.46,0.40,3.10,16.00,6.45,3.12,17.49,0.00,8.00,2.94,8.80,8.10,10.00,14.97,5.00,19.24,19.24,19.44,19.44,1.40,4.14,16.30,46.00,3.36,25.80,19.44,18.46,32.88,17.88,10.41,0.00,19.44,19.44,19.44,1.20,38.00,12.83,19.44,8.00,10.60,6.33,20.00,2.40,1.26,1.23,18.90,0.05,1.00,18.70,30.60,1.50,0.94,25.21,62.40,43.30,0.00,2.00,22.02,72.99,11.00,108.80,22.00,0.07,27.22
