"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,11.21,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,24.15,52.74,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,25.90,79.80,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,116.80,12.82,20.00,8.40,10.80,8.09,17.48,2.40,3.35,5.16,9.00,0.00,0.00,0.00,1.00,67.34,90.00,3.82,5.94,0.00,123.50,115.70,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,11.27,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,23.35,48.15,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,25.50,77.50,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,118.10,12.82,20.00,8.40,10.80,8.09,17.48,2.40,4.64,7.44,9.00,0.00,0.00,0.00,1.00,66.07,88.40,3.79,5.72,0.00,122.20,109.40,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,11.25,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,22.34,43.81,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,25.60,76.00,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,110.40,12.82,20.00,8.40,10.80,8.09,17.48,2.40,5.03,8.02,9.00,0.00,0.00,0.00,1.00,65.03,85.00,3.62,5.34,0.00,121.20,104.90,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,11.17,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,21.26,41.10,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,25.50,74.10,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,104.70,12.82,20.00,8.40,10.80,8.09,17.48,2.40,5.12,8.04,9.00,0.00,0.00,0.00,1.00,64.07,82.20,3.40,4.90,0.00,120.30,97.90,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,11.31,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,20.74,38.94,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,25.10,71.20,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,102.00,12.82,20.00,8.40,10.80,8.09,17.48,2.40,5.95,9.07,9.00,0.00,0.00,0.00,1.00,61.17,81.30,3.11,4.34,0.00,120.00,95.00,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,11.14,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,20.40,35.11,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,24.60,68.40,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,90.00,12.82,20.00,8.40,10.80,8.09,17.48,2.40,7.02,10.43,9.00,0.00,0.00,0.00,1.00,57.62,80.20,2.80,3.73,0.00,119.30,90.00,0.00,2.00,0.00,0.00,0.00,11.00
7.00,0.00,11.24,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,20.06,30.72,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,23.80,65.60,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,82.00,12.82,20.00,8.40,10.80,8.09,17.48,2.40,7.20,10.86,9.00,0.00,0.00,0.00,1.00,53.62,77.10,2.56,3.27,0.00,117.40,70.00,0.00,2.00,0.00,0.00,0.00,11.00
8.00,0.00,11.25,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,19.73,30.97,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,23.10,63.10,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,61.30,12.82,20.00,8.40,10.80,8.09,17.48,2.40,7.08,10.98,9.00,0.00,0.00,0.00,1.00,49.47,74.00,2.34,2.85,0.00,115.60,65.20,0.00,2.00,0.00,0.00,0.00,11.00
9.00,0.00,11.22,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,19.35,32.76,8.00,2.50,15.53,3.20,18.45,17.50,10.68,13.59,1.40,0.00,22.80,61.80,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,56.10,12.82,20.00,8.40,10.80,8.09,17.48,2.40,6.94,10.97,9.00,0.00,0.00,0.00,1.00,46.23,71.00,2.12,2.58,0.00,113.90,57.70,0.00,2.00,0.00,0.00,0.00,11.00
10.00,0.00,11.20,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.00,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.95,29.37,8.00,2.50,5.20,3.20,18.45,17.50,10.68,13.59,1.40,0.00,22.60,60.80,3.46,27.00,0.00,19.00,0.00,18.50,0.00,0.60,19.00,19.00,19.00,2.40,54.70,12.82,20.00,8.40,10.80,8.09,17.48,2.40,6.79,10.92,9.00,0.00,0.00,0.00,1.00,43.29,69.00,1.91,2.35,0.00,112.80,57.40,0.00,2.00,0.00,0.00,0.00,11.00
