"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
11.00,0.20,16.60,0.68,14.00,2.90,7.80,5.80,4.90,1.40,0.40,3.30,20.24,0.97,1.12,14.63,0.00,0.00,24.32,23.45,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.63,12.16,33.25,2.10,27.40,5.00,13.17,17.04,17.95,3.63,0.60,19.51,19.51,19.51,1.20,63.16,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.64,6.32,18.90,0.00,0.00,0.00,1.00,53.21,60.32,1.15,1.57,18.52,54.76,54.78,0.00,1.92,7.19,13.93,11.00,37.00,23.00,0.00
12.00,0.83,16.51,1.81,14.00,2.90,7.80,5.80,4.90,1.40,0.40,3.30,20.24,2.34,3.56,14.63,0.00,0.00,23.85,22.66,2.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,3.44,11.89,32.93,2.10,27.30,5.00,13.17,48.66,17.95,10.99,0.60,19.51,19.51,19.51,1.20,63.82,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.43,5.77,18.90,0.00,0.00,0.00,1.00,53.21,60.32,0.91,1.30,43.29,54.25,58.26,0.00,1.88,24.09,42.89,11.00,75.00,23.00,0.06
13.00,2.30,16.80,2.78,14.00,2.90,7.80,5.80,4.90,1.40,0.40,3.30,20.24,5.18,7.41,14.63,0.00,0.00,23.20,22.48,3.20,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,7.05,11.41,31.97,2.10,27.40,5.00,13.17,83.61,17.95,19.86,0.60,19.51,19.51,19.51,1.20,59.07,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.63,6.35,18.90,0.00,0.00,0.03,1.00,38.33,42.09,0.81,1.20,67.82,53.74,55.07,0.00,1.88,46.48,84.22,11.00,128.00,23.00,0.12
14.00,4.31,17.13,4.39,14.00,2.90,7.80,5.80,4.90,1.40,0.40,3.30,20.24,12.00,10.95,14.63,0.00,0.00,22.49,22.50,3.40,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.32,10.93,30.84,2.10,27.30,5.00,13.17,107.40,17.95,27.11,0.60,19.51,19.51,19.51,1.20,52.53,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.98,7.30,18.90,0.00,0.00,0.05,1.00,38.33,42.09,0.74,1.15,83.86,53.74,49.66,0.00,1.88,60.51,132.24,11.00,180.00,23.00,0.18
15.00,6.64,17.05,6.59,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,16.04,12.58,14.63,0.00,0.00,21.92,24.52,3.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,11.53,10.45,29.54,2.10,27.20,5.00,13.17,116.71,17.95,30.72,0.60,19.51,19.51,19.51,1.20,41.74,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.98,6.87,18.90,0.00,0.00,0.06,1.00,24.43,26.82,0.76,1.31,90.05,53.74,40.81,0.00,1.88,67.80,169.05,11.00,190.00,23.00,0.25
16.00,8.75,17.14,8.19,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.42,14.81,14.63,0.00,0.00,21.41,27.21,3.70,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.68,10.40,30.05,2.10,27.20,5.00,13.17,122.23,17.95,32.37,0.60,19.51,19.51,19.51,1.20,29.53,9.80,10.24,3.50,10.80,7.92,5.80,1.20,3.87,5.98,18.90,0.00,0.00,0.09,1.00,24.43,26.82,0.82,1.54,93.85,55.81,30.80,0.10,1.84,71.23,196.80,11.00,199.00,23.00,0.37
17.00,10.50,17.09,9.31,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,18.02,16.22,14.63,0.00,0.00,21.06,30.73,3.90,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,13.69,10.78,32.37,2.10,27.10,5.00,13.17,125.92,17.95,33.43,0.60,19.51,19.51,19.51,1.20,21.61,9.80,10.24,3.50,10.80,7.92,5.80,1.20,4.69,6.84,18.90,0.00,0.00,0.44,1.00,14.78,16.00,1.17,1.81,96.59,57.88,24.50,0.20,1.84,73.00,211.19,11.00,203.00,23.00,0.49
18.00,11.83,16.72,10.52,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.52,16.47,14.63,0.00,0.00,20.78,34.51,4.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.03,11.29,35.51,2.10,26.90,5.00,13.17,128.52,17.95,34.37,0.60,19.51,19.51,19.51,1.20,15.10,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.83,8.29,18.90,0.00,0.00,0.60,1.00,14.78,16.00,1.62,2.10,99.33,62.30,19.44,0.20,1.88,74.16,216.01,11.00,207.00,23.00,0.62
19.00,13.03,16.33,11.73,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.02,16.42,14.63,0.00,0.00,20.23,39.63,5.50,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.18,11.92,39.48,2.10,26.80,5.00,13.17,130.46,17.95,35.00,0.60,19.51,19.51,19.51,1.20,14.19,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.36,8.95,18.90,0.00,0.00,0.74,1.00,20.05,21.28,2.03,2.65,101.74,66.73,19.95,0.30,1.84,75.43,220.97,11.00,209.00,23.00,0.74
20.00,13.98,15.59,13.07,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.37,16.52,14.63,0.00,0.00,19.59,45.19,5.40,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.25,12.50,43.44,2.10,26.60,5.00,13.17,131.66,17.95,35.22,0.60,19.51,19.51,19.51,1.20,15.14,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.69,9.35,18.90,0.00,0.00,0.83,1.00,20.05,21.28,2.42,3.29,102.93,71.58,22.34,0.30,1.84,76.73,224.37,11.00,210.00,23.00,0.86
21.00,14.66,15.25,14.39,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.73,16.56,14.63,0.00,0.00,19.73,51.75,5.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.23,13.01,47.40,2.10,26.40,5.00,13.17,131.92,17.95,35.21,0.60,19.51,19.51,19.51,1.20,22.01,9.80,10.24,3.50,10.80,7.92,5.70,1.20,7.72,10.28,18.90,0.00,0.00,0.90,1.00,31.50,34.02,2.87,4.14,103.39,76.43,30.69,0.30,1.84,77.62,225.51,11.00,209.00,23.00,0.99
22.00,14.78,14.60,15.15,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,17.49,16.35,14.63,0.00,0.00,20.11,58.66,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.05,13.64,51.30,2.10,26.40,5.00,13.17,129.07,17.95,34.72,0.60,19.51,19.51,19.51,1.20,30.86,9.80,10.24,3.50,10.80,7.92,5.70,1.20,8.98,11.39,18.90,0.00,0.00,0.92,1.00,31.50,34.02,3.34,5.06,102.06,79.97,41.03,0.40,1.80,77.54,225.07,11.00,208.00,23.00,1.11
23.00,14.55,13.04,15.23,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,16.84,16.02,14.63,0.00,0.00,20.66,63.27,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,13.62,14.41,55.16,2.10,26.30,5.00,13.17,113.87,17.95,33.88,0.60,19.51,19.51,19.51,1.20,41.06,9.80,10.24,3.50,10.80,7.92,5.70,1.20,9.23,11.61,18.90,0.00,0.00,0.91,1.00,53.21,60.32,3.68,5.67,98.87,83.50,49.50,0.40,1.80,76.64,225.12,11.00,208.00,23.00,1.23
24.00,14.70,12.44,15.13,14.00,2.90,7.80,5.80,4.90,1.20,0.40,3.30,20.24,15.43,15.74,14.63,0.00,0.00,21.27,67.12,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,13.42,14.89,57.86,2.10,26.40,5.00,13.17,115.90,17.95,33.97,0.60,19.51,19.51,19.51,1.20,51.71,9.80,10.24,3.50,10.80,7.92,5.70,1.20,9.14,11.53,18.90,0.00,0.00,0.93,1.00,53.21,60.32,3.99,6.17,95.95,85.80,57.34,0.40,1.84,74.62,225.35,11.00,208.00,23.00,1.23
25.00,14.67,12.45,14.82,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,13.93,15.46,14.63,0.00,0.00,23.01,70.19,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,13.30,15.10,59.39,2.10,26.30,5.00,13.17,116.60,17.95,34.04,0.60,19.51,19.51,19.51,1.20,63.87,9.80,10.24,3.50,10.80,7.92,5.70,1.20,8.13,10.51,18.90,0.00,0.00,0.92,1.00,74.96,81.51,4.34,6.83,92.76,88.10,69.02,0.40,1.80,72.15,226.12,11.00,206.00,23.00,1.23
26.00,14.06,12.52,14.29,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,12.90,15.34,14.63,0.00,0.00,25.14,73.00,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,13.14,15.32,60.61,2.10,26.10,5.00,13.17,115.32,17.95,33.36,0.60,19.51,19.51,19.51,1.20,76.52,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.81,9.19,18.90,0.00,0.00,0.92,1.00,74.96,81.51,4.71,7.54,89.73,89.87,81.99,0.30,1.80,69.31,226.82,11.00,204.00,23.00,1.11
27.00,13.11,13.21,13.55,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,12.11,14.99,14.63,0.00,0.00,25.99,74.08,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.62,15.57,61.52,2.10,26.10,5.00,13.17,113.26,17.95,32.58,0.60,19.51,19.51,19.51,1.20,90.70,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.17,8.30,18.90,0.00,0.00,0.92,1.00,86.30,91.50,4.97,8.01,87.35,91.63,94.52,0.20,1.80,64.63,226.08,11.00,199.00,23.00,0.99
28.00,12.00,12.48,12.41,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,10.81,13.51,14.63,0.00,0.00,26.41,74.57,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,11.65,15.78,62.00,2.10,26.20,5.00,13.17,114.62,17.95,30.93,0.60,19.51,19.51,19.51,1.20,105.39,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.75,7.57,18.90,0.00,0.00,0.77,1.00,86.30,91.50,5.20,8.40,86.63,93.71,106.91,0.20,1.80,63.18,223.75,11.00,194.00,23.00,0.86
29.00,10.91,12.47,10.99,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,9.38,12.10,14.63,0.00,0.00,26.78,75.05,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.41,15.94,62.04,2.10,26.10,5.00,13.17,113.76,17.95,29.19,0.60,19.51,19.51,19.51,1.20,112.86,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.27,6.21,18.90,0.00,0.00,0.75,1.00,104.66,106.88,5.22,8.48,85.22,95.79,113.78,0.10,1.80,63.70,219.30,11.00,185.00,23.00,0.74
30.00,9.68,12.33,9.57,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,8.45,12.19,14.63,0.00,0.00,27.13,75.51,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.52,15.93,61.95,2.10,26.10,5.00,13.17,109.16,17.95,28.88,0.60,19.51,19.51,19.51,1.20,117.92,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.78,4.65,18.90,0.00,0.00,0.70,1.00,104.66,106.88,5.17,8.47,83.27,97.90,118.80,0.10,1.80,68.94,212.49,11.00,176.00,23.00,0.62
31.00,7.77,12.77,7.92,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,7.51,12.64,14.63,0.00,0.00,27.46,75.70,4.60,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.79,15.76,61.74,2.10,26.10,5.00,13.17,105.55,17.95,28.00,0.60,19.51,19.51,19.51,1.20,121.01,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.51,4.15,18.90,0.00,0.00,0.59,1.00,110.36,110.11,4.31,8.35,78.35,100.02,122.70,0.10,1.88,69.84,204.17,11.00,143.00,23.00,0.49
32.00,4.99,13.90,5.53,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,6.34,11.18,14.63,0.00,0.00,27.77,75.79,6.80,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.57,15.65,61.41,2.10,25.90,5.00,13.17,89.16,17.95,25.73,0.60,19.51,19.51,19.51,1.20,123.46,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.32,4.00,18.90,0.00,0.00,0.43,1.00,111.49,110.11,5.01,8.21,65.74,99.33,126.24,0.10,1.88,62.31,190.69,11.00,109.00,23.00,0.37
33.00,2.58,12.55,3.59,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,2.13,8.96,14.63,0.00,0.00,27.53,74.27,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,7.15,15.62,60.97,2.10,26.00,5.00,13.17,62.63,17.95,19.01,0.60,19.51,19.51,19.51,1.20,124.20,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.34,4.13,18.90,0.00,0.00,0.37,1.00,111.59,110.56,4.88,8.02,47.39,98.65,126.44,0.10,1.88,45.26,158.79,11.00,55.00,23.00,0.25
34.00,1.02,11.80,2.08,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.09,5.63,14.63,0.00,0.00,27.11,72.20,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,3.22,15.62,60.36,2.10,26.20,5.00,13.17,29.77,17.95,10.35,0.60,19.51,19.51,19.51,1.20,124.39,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.41,4.35,18.90,0.00,0.00,0.26,1.00,111.59,110.56,4.75,7.80,22.80,95.82,125.54,0.00,1.92,21.21,114.26,11.00,2.00,23.00,0.12
35.00,0.24,11.70,0.65,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,2.45,14.63,0.00,0.00,26.20,68.38,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.67,15.65,59.58,2.10,26.20,5.00,13.17,8.89,17.95,3.67,0.60,19.51,19.51,19.51,1.20,123.53,9.80,10.24,3.50,10.80,7.92,5.70,1.20,3.92,3.60,18.90,0.00,0.00,0.09,1.00,111.88,110.85,4.40,7.14,6.10,92.99,123.58,0.00,1.96,6.83,64.46,11.00,1.00,23.00,0.06
36.00,0.05,11.80,0.09,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.74,14.63,0.00,0.00,25.12,63.96,7.60,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.07,15.81,58.56,2.10,26.40,5.00,13.17,1.77,17.95,0.69,0.60,19.51,19.51,19.51,1.20,122.31,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.24,2.53,18.90,0.00,0.00,0.04,1.00,111.88,110.85,3.99,6.33,0.94,90.65,121.26,0.00,1.96,1.66,16.14,11.00,0.00,23.00,0.00
37.00,0.00,11.91,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,23.75,60.80,7.50,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.10,57.29,2.10,26.60,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,118.65,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.90,2.17,18.90,0.00,0.00,0.00,1.00,112.21,110.83,3.66,5.57,0.00,88.31,114.00,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
38.00,0.00,10.91,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,22.29,58.07,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.41,56.72,2.10,26.80,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,114.16,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.68,2.05,18.90,0.00,0.00,0.00,1.00,112.21,110.83,3.37,4.84,0.00,86.07,105.09,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
39.00,0.00,9.71,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,21.37,54.67,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.74,56.86,2.10,26.90,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,103.81,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.27,1.68,18.90,0.00,0.00,0.00,1.00,104.66,106.88,3.09,4.33,0.00,83.83,91.62,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
40.00,0.00,10.60,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,20.63,51.06,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.96,56.90,2.10,26.90,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,91.51,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.79,1.23,18.90,0.00,0.00,0.00,1.00,104.66,106.88,2.83,3.90,0.00,81.42,76.63,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
41.00,0.00,12.83,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,20.04,47.58,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,17.07,56.83,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,81.40,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.58,1.24,18.90,0.00,0.00,0.00,1.00,104.66,106.88,2.60,3.53,0.00,79.01,65.00,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
42.00,0.00,12.73,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,19.51,44.15,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.99,55.34,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,72.02,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.45,1.42,18.90,0.00,0.00,0.00,1.00,104.66,106.88,2.38,3.18,0.00,76.44,54.48,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
