"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,11.43,19.51,4.84,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,6.95,14.63,3.10,0.00,7.40,15.60,10.80,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,12.57,15.43,68.10,2.40,27.60,3.80,10.68,118.99,19.00,27.61,0.60,7.00,8.00,8.00,1.20,41.40,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,14.93,16.26,18.90,0.00,0.00,0.08,0.20,46.60,71.00,2.49,2.06,85.02,82.30,46.40,0.00,1.12,63.54,153.01,5.00,0.00,11.00
2.00,12.31,19.71,8.43,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,14.19,16.82,3.10,0.00,7.40,16.10,13.10,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.43,15.58,64.20,2.40,27.60,3.80,10.68,131.07,19.00,31.68,0.60,7.00,8.00,8.00,1.20,31.80,6.30,8.00,14.56,3.00,10.80,7.71,5.00,1.20,15.27,16.29,18.90,0.00,0.00,0.12,0.20,41.90,66.40,2.53,2.30,95.44,80.30,38.00,0.00,1.12,70.38,217.28,5.00,0.00,11.00
3.00,12.92,19.44,11.16,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,16.69,17.58,3.10,0.00,7.40,16.80,14.80,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.81,15.56,60.50,2.40,27.50,3.80,10.68,134.72,19.00,33.09,0.60,7.00,8.00,8.00,1.20,24.00,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,15.91,16.55,18.90,0.00,0.00,0.59,0.20,39.90,62.70,2.48,2.48,102.72,77.80,31.90,0.10,1.12,74.28,250.00,5.00,0.00,11.00
4.00,13.72,19.51,13.25,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,17.79,17.88,3.10,0.00,7.40,17.60,17.80,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.96,15.37,57.60,2.40,27.40,3.80,10.68,135.70,19.00,33.63,0.60,7.00,8.00,8.00,1.20,17.80,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,16.67,16.88,18.90,0.00,0.00,0.80,0.20,38.60,59.30,2.77,2.75,104.37,75.50,26.90,0.20,1.12,75.50,250.00,5.00,0.00,11.00
5.00,14.37,19.38,14.93,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.44,17.91,3.10,0.00,7.40,18.30,24.50,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.98,15.19,56.60,2.40,27.40,3.80,10.68,135.65,19.00,34.00,0.60,7.00,8.00,8.00,1.20,15.50,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,17.06,17.12,18.90,0.00,0.00,0.99,0.20,39.70,56.80,3.18,3.05,104.71,74.00,24.50,0.20,1.08,75.82,250.00,5.00,0.00,11.00
6.00,14.86,19.19,16.27,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.64,17.80,3.10,0.00,7.40,19.30,31.50,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.95,15.02,56.00,2.40,27.40,3.80,10.68,135.39,19.00,34.21,0.60,7.00,8.00,8.00,1.20,14.00,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,17.32,17.33,18.90,0.00,0.00,1.11,0.20,44.90,59.20,3.73,3.35,104.71,72.50,23.70,0.30,1.08,76.01,250.00,5.00,0.00,11.00
7.00,15.34,18.96,17.38,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.79,17.70,3.10,0.00,7.40,21.10,39.70,2.80,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.91,14.95,56.20,2.40,27.20,3.80,10.68,135.11,19.00,34.37,0.60,7.00,8.00,8.00,1.20,14.30,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,16.93,17.30,18.90,0.00,0.00,1.21,0.20,47.10,61.30,4.34,3.65,104.53,71.40,27.40,0.30,1.08,76.16,250.00,5.00,0.00,11.00
8.00,15.71,18.43,18.15,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.85,17.63,3.10,0.00,7.40,22.60,46.90,2.90,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.88,14.99,55.80,2.40,27.00,3.80,10.68,135.27,19.00,34.55,0.60,7.00,8.00,8.00,1.20,16.00,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,16.32,17.19,18.90,0.00,0.00,1.24,0.20,49.20,63.30,4.78,4.02,103.40,70.20,31.20,0.30,1.04,76.60,250.00,5.00,0.00,11.00
9.00,15.76,18.47,18.44,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.70,17.58,3.10,0.00,7.40,24.00,51.70,2.90,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,13.95,15.02,52.90,2.40,26.70,3.80,10.68,136.09,19.00,34.69,0.60,7.00,8.00,8.00,1.20,20.60,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,15.99,17.04,18.90,0.00,0.00,1.22,0.20,50.80,65.30,5.17,4.43,102.00,68.70,33.90,0.40,1.04,77.11,250.00,5.00,0.00,11.00
10.00,15.80,18.69,18.48,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.47,17.61,3.10,0.00,7.40,25.20,56.00,2.90,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,14.09,15.04,50.60,2.40,26.60,3.80,10.68,136.80,19.00,34.62,0.60,7.00,8.00,8.00,1.20,26.70,6.30,8.00,14.56,3.00,10.00,7.71,5.00,0.00,15.77,16.89,18.90,0.00,0.00,1.25,0.20,52.20,66.80,5.50,4.58,101.64,67.60,39.90,0.40,1.04,77.40,250.00,5.00,0.00,11.00
11.00,15.62,18.41,18.20,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.54,17.67,3.10,0.00,7.40,26.30,59.00,2.70,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,14.26,15.04,49.50,2.40,26.50,3.80,10.68,137.38,19.00,34.62,0.60,7.00,8.00,8.00,1.20,37.10,6.30,8.00,14.56,3.00,10.00,7.71,4.90,0.00,15.86,16.94,18.90,0.00,0.00,1.23,0.20,53.20,67.10,5.82,4.65,101.74,67.60,55.00,0.40,1.04,77.65,250.00,5.00,0.00,11.00
12.00,15.12,18.05,17.50,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,18.77,17.74,3.10,0.00,7.40,27.20,62.50,0.40,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,14.39,15.02,49.30,2.40,26.40,3.80,10.68,138.11,19.00,34.69,0.60,7.00,8.00,8.00,1.20,48.20,6.30,8.00,14.56,3.00,10.00,7.71,4.90,0.00,16.05,17.07,18.90,0.00,0.00,1.23,0.20,53.90,67.40,6.09,4.83,102.02,68.30,69.50,0.40,1.04,77.78,248.12,5.00,0.00,11.00
13.00,14.41,17.87,16.35,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,19.09,17.83,3.10,0.00,7.40,27.50,67.90,0.00,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,14.41,15.10,51.50,2.40,26.40,3.80,10.68,138.79,19.00,34.85,0.60,7.00,8.00,8.00,1.20,61.50,6.30,8.00,14.56,3.00,10.00,7.71,4.90,0.00,16.46,17.17,18.90,0.00,0.00,1.23,0.20,54.20,67.70,6.35,5.05,102.23,70.80,81.40,0.30,1.04,77.78,250.00,5.00,0.00,11.00
14.00,13.65,18.05,14.84,14.00,4.20,0.00,3.00,9.00,1.82,0.00,3.40,19.63,19.23,17.93,3.10,0.00,7.40,27.80,72.20,0.00,5.00,4.80,4.40,18.45,10.00,7.00,10.00,2.80,14.36,15.27,53.90,2.40,26.40,3.80,10.68,138.93,19.00,34.94,0.60,7.00,8.00,8.00,1.20,75.20,6.30,8.00,14.56,3.00,10.80,7.71,4.90,0.00,16.94,17.27,18.90,0.00,0.00,1.04,0.20,54.90,68.30,6.62,5.32,102.16,73.30,93.30,0.20,1.00,77.31,250.00,5.00,0.00,11.00
