"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.92,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,10.33,40.12,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,17.40,48.90,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,95.07,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,9.73,13.04,9.00,0.00,0.00,0.00,1.00,33.78,52.87,2.77,2.21,0.00,76.10,60.18,0.00,2.00,0.00,0.00
2.00,0.00,23.90,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,9.55,37.55,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,17.70,49.40,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,84.10,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,9.15,12.92,9.00,0.00,0.00,0.00,1.00,33.61,52.95,2.96,2.14,0.00,77.80,48.73,0.00,2.00,0.00,0.00
3.00,0.00,24.03,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.91,35.14,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,17.90,49.80,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,74.36,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,8.70,12.82,9.00,0.00,0.00,0.00,1.00,32.85,53.28,3.07,2.07,0.00,79.30,39.35,0.00,2.00,0.00,0.00
4.00,0.00,23.82,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.70,33.17,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,18.00,49.90,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,64.83,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,8.62,12.74,9.00,0.00,0.00,0.00,1.00,32.13,53.32,2.96,1.96,0.00,80.00,31.36,0.00,2.00,0.00,0.00
5.00,0.00,23.99,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.44,31.30,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,17.50,48.60,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,55.91,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,8.63,12.74,9.00,0.00,0.00,0.00,1.00,31.52,52.52,2.87,1.86,0.00,77.80,24.44,0.00,2.00,0.00,0.00
6.00,0.00,23.93,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.09,29.78,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,16.90,46.30,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,47.09,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,8.93,12.95,9.00,0.00,0.00,0.00,1.00,29.64,49.35,2.82,1.78,0.00,75.20,18.44,0.00,2.00,0.00,0.00
7.00,0.00,23.81,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,8.09,28.12,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,15.70,41.40,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,39.81,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,9.36,13.27,9.00,0.00,0.00,0.00,1.00,23.90,39.11,2.73,1.69,0.00,71.00,13.91,0.00,2.00,0.00,0.00
8.00,0.00,23.93,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,9.15,26.07,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,14.50,36.30,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,31.67,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,10.18,13.94,9.00,0.00,0.00,0.00,1.00,17.79,29.85,2.55,1.56,0.00,66.60,9.46,0.00,2.00,0.00,0.00
9.00,0.00,23.79,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,10.01,24.23,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,13.00,30.70,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,21.57,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,10.73,14.41,9.00,0.00,0.00,0.00,1.00,10.54,23.49,2.28,1.43,0.00,61.90,5.91,0.00,2.00,0.00,0.00
10.00,0.00,23.72,0.00,17.00,5.00,7.30,8.00,18.00,2.70,0.00,3.50,0.00,0.00,0.00,17.56,0.00,9.40,10.31,23.03,8.10,5.90,15.32,5.00,20.00,20.00,11.71,15.61,0.00,0.00,11.50,25.80,3.34,0.00,0.00,20.00,0.00,19.00,0.00,0.60,15.61,17.56,17.56,2.40,12.70,12.88,17.56,19.51,6.00,10.60,0.00,20.00,1.20,10.52,14.31,9.00,0.00,0.00,0.00,1.00,5.13,19.05,1.74,1.26,0.00,57.00,3.87,0.00,2.00,0.00,0.00
