"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,23.69,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,2.68,57.60,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,26.30,80.45,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,103.00,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.40,1.08,19.00,0.00,2.00,91.00,103.80,7.60,6.10,0.00,109.50,114.20,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,5.00
2.00,0.00,23.83,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.50,57.40,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,26.10,80.25,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,96.40,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.60,0.94,19.00,0.00,2.00,82.20,100.30,5.90,4.90,0.00,107.20,99.70,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
3.00,0.00,23.82,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.20,53.10,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,25.80,79.78,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,86.30,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.60,1.14,19.00,0.00,2.00,74.90,98.70,5.10,4.20,0.00,104.40,89.30,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
4.00,0.00,23.65,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.00,46.30,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,25.30,78.44,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,63.60,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.60,1.47,19.00,0.00,2.00,72.30,97.50,4.80,3.80,0.00,101.50,64.40,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
5.00,0.00,23.86,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,2.77,38.50,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,24.70,76.91,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,50.80,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.50,1.84,19.00,0.00,2.00,72.20,96.20,4.60,3.50,0.00,98.30,49.70,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
6.00,0.00,23.86,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.22,31.20,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,24.00,75.29,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,40.40,12.83,19.44,8.00,0.00,8.09,20.00,2.40,0.70,2.26,19.00,0.00,2.00,72.50,94.90,4.00,2.90,0.00,94.00,37.30,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
7.00,0.00,23.80,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.41,24.90,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,22.70,71.53,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,33.60,12.83,19.44,8.00,0.00,8.09,20.00,2.40,1.00,2.85,19.00,0.00,2.00,70.30,93.00,3.50,2.40,0.00,86.50,27.90,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
8.00,0.00,23.66,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,3.63,19.90,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,20.90,65.79,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,28.60,12.83,19.44,8.00,0.00,8.09,20.00,2.40,1.30,3.60,19.00,0.00,2.00,67.10,90.00,3.00,2.00,0.00,80.10,20.60,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
9.00,0.00,23.71,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,4.03,17.90,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,18.80,61.05,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,25.70,12.83,19.44,8.00,0.00,8.09,20.00,2.40,1.60,4.31,19.00,0.00,2.00,61.40,85.40,2.80,1.90,0.00,76.40,17.30,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
10.00,0.00,23.68,0.00,17.00,4.20,6.00,12.24,19.14,3.57,0.00,3.50,13.00,0.00,0.00,20.00,0.00,6.40,4.59,16.90,8.00,11.08,13.31,5.00,19.24,19.24,19.44,19.44,2.80,0.00,18.10,60.09,3.00,26.00,19.44,18.37,0.00,17.88,0.00,0.00,20.00,20.00,19.44,2.40,24.40,12.83,19.44,8.00,0.00,8.09,20.00,2.40,2.30,4.87,19.00,0.00,2.00,56.60,79.70,2.50,1.70,0.00,76.90,16.10,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
